"","variable","chain1","chain2","chain3"
"1","D.scale",-0.384071417527774,0.86921970908359,0.436502450258455
"2","D.sum",0.129439561205509,-1.36293695384629,-0.776562378209004
"3","N[1]",-2.37106092770401,0.270967654296202,0.276784894346033
"4","N[2]",-3.03588906193072,-0.275933781005116,2.17580247912808
"5","N[3]",0.43758649529257,-2.72716345834914,-0.486499936456909
"6","N[4]",0.774064656301729,-1.17043117550469,1.61057369698837
"7","N[5]",-0.180257805444214,-0.327754332561954,0.292218381976167
"8","N[6]",-1.7591724384605,0.272916877380031,0.384854910722927
"9","N[7]",-1.02746024993256,1.0367575213603,-0.897917037395516
"10","N[8]",-0.169229051314214,-0.220715454767421,1.63102639685446
"11","N[9]",-1.21490920788052,0.297873867752703,0.135364881026082
"12","N[10]",0.0176608903743025,-0.222270735117402,0.317200056821673
"13","N[11]",-0.820096336498235,0.521553677309939,1.7647055857909
"14","N[12]",0.413887335570486,-0.983761267159641,0.437223387851486
"15","N[13]",0.408245752437157,-1.01506907713975,0.665949891587055
"16","N[14]",-1.5567415897397,1.65147595934763,1.92094721247652
"17","N[15]",-0.397834850966964,1.47999326254766,0.618227484018738
"18","N[16]",-0.767545009917319,-0.790268214738468,2.04350194092495
"19","N[17]",-0.940178192542691,-1.25154254715964,0.622040972205249
"20","N[18]",-0.831638333658929,0.214744979923544,1.00342624968838
"21","N[19]",-0.278305443910379,0.141152674545513,-0.0362084673186898
"22","N[20]",-1.05774766544488,-0.118802523046075,1.35160407088639
"23","N[21]",-0.201495517232241,0.285345565158489,0.0780893600225087
"24","N[22]",-0.133344164630421,0.0350713114126504,0.197936564015366
"25","N[23]",-0.534011872317135,1.50163454090212,-0.992383376384056
"26","N[24]",1.44008295914202,-1.1766178881755,0.33238332746938
"27","N[25]",-1.50613805616825,0.694721487864212,1.31389923612865
"28","N[26]",-2.16328071580913,1.03022592142564,-0.0690345167834678
"29","N[27]",0.418411240413702,0.411221700755324,-0.287698313916948
"30","N[28]",-1.05090684005739,1.26671736888227,1.19271308601637
"31","N[29]",-1.02218921918464,-0.311860735794065,1.41025941287703
"32","N[30]",0.334853774583866,0.348255460345319,1.08748609437747
"33","N[31]",1.92158269247219,1.48707072502624,-1.69597701082373
"34","N[32]",0.789884850324362,-0.708462990869974,-0.758515552998212
"35","N[33]",0.827613972389947,2.46939966294912,-0.459020467019732
"36","N[34]",-0.144650490294751,-0.38125193792288,-0.110831318412159
"37","N[35]",2.56354161353532,0.631686901284163,0.304240958605493
"38","N[36]",2.40022463681467,0.389636045573837,1.94942171958087
"39","N[37]",0.519490208475291,0.192282398257707,1.31417677014519
"40","N[38]",-0.0608820285433251,0.0259373871236641,-0.661891108901657
