"lnalpha","beta","lnalpha.c"
0.96151971523761,3.9895932097265e-06,1.24153549868785
1.49164762638026,8.89372049320138e-06,1.60079133311586
1.32096644361631,7.62067454438204e-06,1.55609736967776
1.13199348060296,6.53560210857838e-06,1.31504582837726
0.959711001055263,5.37666078735404e-06,1.09674741344473
1.0413997941023,5.27400511961435e-06,1.26404380726838
1.08436619422094,8.99794960201135e-06,1.29033507022124
0.986072307116865,4.89630229051881e-06,1.16191439283094
0.90290871641906,4.09729048735445e-06,1.06020541394222
1.09257224409494,4.69450133768483e-06,1.34376761764384
1.10057828225023,4.48018371988343e-06,1.3419642953927
0.871924648253598,3.9407846641626e-06,1.02193227693707
1.4441363786534,8.20510591828278e-06,1.59183208386688
0.960299780495185,5.06355169689907e-06,1.08788816141849
1.06260007103879,4.41946682486925e-06,1.18681747879171
1.28960810099062,7.34846321759762e-06,1.46256015643831
1.12801540052912,3.96983415438494e-06,1.45462456382116
1.20359727451298,6.54447994499168e-06,1.45379619097929
1.29630296387234,8.50801465555855e-06,1.51641030160937
1.17995705016488,5.04239667365106e-06,1.42570940927419
2.00399896868676,1.21288713735023e-05,2.25931801137637
0.938748500044695,5.07244039903528e-06,1.14001732375339
1.17296866750103,4.97467899341405e-06,1.35819761113756
1.11201442033647,6.11326915556249e-06,1.30648689228261
0.268940421691801,2.45318667617043e-06,0.570349454809882
1.54581561718909,8.26853174261052e-06,1.69952645648441
1.21792768530252,6.64073887290665e-06,1.35871885002411
1.09901796787734,6.66654831949409e-06,1.24810405114339
0.95018856710872,3.79954343613989e-06,1.07122674893432
1.07508479323994,4.42342424706849e-06,1.23208987149009
1.34516789706181,7.50464636120518e-06,1.5724849741107
1.01379893294164,4.84688178346204e-06,1.22174236107729
0.920093621732821,4.15431156219108e-06,1.14446784358299
0.306784540624376,3.73739637169408e-06,0.821509108801359
0.948946859094231,5.07706719678429e-06,1.05999453550603
1.06590219378568,6.37392173346304e-06,1.20701905088789
1.05282625172617,4.6975726023799e-06,1.2635693831897
0.805846923154107,5.38347759785524e-06,0.97372589343377
0.831890959689191,4.09295615045037e-06,0.988997197273803
0.84295846727111,3.70026002505755e-06,1.01190878639645
1.51399021948718,4.81041832151845e-06,1.69849869670685
1.07938836557817,5.34915934357936e-06,1.24532440926316
1.10843209587123,4.841884501674e-06,1.24364082239602
1.19947481293924,5.85662756432867e-06,1.35414066877109
0.82636899999213,4.01846188514181e-06,1.01415571207253
1.06259453007308,5.9479925269724e-06,1.19378901952654
1.27316376322112,5.72807969133339e-06,1.54149906607939
1.30064087498563,7.3211133287242e-06,1.42326947434137
1.08665700775776,5.36857390460899e-06,1.18936739203534
1.21458690186819,5.80111193454289e-06,1.42980820645369
1.21792298218585,5.83423986196286e-06,1.37897105464561
1.05811321462691,4.88609263532118e-06,1.32680131004627
1.68884344605934,8.31562144621656e-06,1.87788744898685
1.52392938368217,7.23895368891342e-06,1.72865861811017
0.823531612496338,3.6761049752473e-06,1.02058863828433
1.07441432863267,6.07752961354052e-06,1.40947633881754
1.76567408259423,1.25845103347819e-05,1.94189065743677
1.21867773613863,5.47553123321861e-06,1.34996559291495
1.01651014672877,4.59646859696203e-06,1.20103239273802
1.01117662672144,5.26197066456989e-06,1.17089512248107
1.24521813051272,5.4262511521697e-06,1.37453487338446
1.10028629921766,6.19249876476496e-06,1.28677234164139
0.322378093944195,1.81545754604988e-06,0.603147468801976
0.704168536665749,4.78744599464525e-06,0.829423126846668
1.05707204733991,5.6479304210182e-06,1.22303543779178
0.745424174874893,3.54788435439132e-06,0.880616698789095
1.19497989514726,7.48148940816159e-06,1.33018758393718
1.06654103983611,3.97889760408939e-06,1.2440010200389
1.10160023796158,4.78857851757308e-06,1.26249971779297
