"Smsy_lambert.c","Umsy_lambert.c","Smsy_lambert","Umsy_lambert","beta","lnalpha.c"
118157.352059251,0.489289483724591,99003.7178153951,0.409974302338955,0.00000414099905928183,1.16124183738065
146104.348841168,0.419589655754761,119448.053037189,0.343036794263638,0.00000287184918917713,0.963609591271559
102414.368552398,0.586406724943237,95377.8533463904,0.546116872110164,0.00000572582473760227,1.46927894039728
59591.5914470379,0.435200523637156,52276.8125196071,0.381780308767795,0.00000730305254599452,1.0064850435603
96852.1388797725,0.464792679061734,80782.6624718204,0.387675383799489,0.00000479899240675216,1.08989377044025
119634.256129117,0.423586699714687,94260.3839442681,0.333745920614071,0.00000354068068311073,0.974517040088694
84306.1949293103,0.712124968897518,76521.4076361741,0.646367744133113,0.00000844688779388782,1.95735378169719
113825.826684513,0.490410805124736,101628.553446925,0.437859685901585,0.00000430843174531903,1.16456118322272
84913.6306024316,0.349683230623036,66371.2863246802,0.273323913463147,0.00000411810481005416,0.779978927922822
89668.0655920088,0.529612688419316,78993.7347146245,0.466566150772666,0.00000590636906152367,1.28381154486135
247707.383006547,0.319878232938304,204155.033078067,0.263636676605424,0.0000012913552638431,0.705361660572888
115589.0829474,0.700803105103464,103818.466999946,0.629439235829501,0.00000606288316537968,1.90745651605873
94916.9611376705,0.445905929965019,82551.5311602021,0.387814957735904,0.00000469785299297839,1.03632673510733
102113.282493716,0.619741143495077,94081.2826072225,0.570993706602974,0.00000606915308528266,1.58664420034035
65500.84337698,0.623966959608666,58959.0280713011,0.561649035194879,0.00000952609046600393,1.60204522568034
106057.302503429,0.600290647455224,97470.6235046095,0.551689533019708,0.00000566005954597816,1.51730826208271
82312.2369558162,0.554052769055968,74171.2725883265,0.499255037668655,0.00000673111058023334,1.36160741928695
64428.054037637,0.54729811173253,59023.5969064752,0.501388775698629,0.00000849471740078964,1.33981956515826
123391.258936416,0.345068733917723,70339.3103541516,0.196706776296531,0.00000279654115609226,0.768293720049876
108331.85323928,0.521246780757581,95648.1744346616,0.460218315468912,0.00000481157448314178,1.25781679500132
76350.5127826284,0.503385513773951,67831.198355901,0.447216939216902,0.00000659308622074485,1.20332674929385
71757.6339751748,0.51837164192504,65610.3162383777,0.473963890273684,0.00000722392327071953,1.24895414560009
99777.6943629485,0.60379830403972,90407.0723121389,0.54709258701348,0.00000605143572313227,1.52963016820049
107106.20559859,0.411164532259649,90926.2801055643,0.349052244179271,0.00000383884883197713,0.940773008310556
77856.3835824717,0.504090885718017,68360.2615741626,0.44260705698374,0.00000647462497643554,1.20545349209995
85579.1725825911,0.429777957628236,68518.0769759645,0.344097264494172,0.00000502199243879653,0.991507403615269
83738.3514334461,0.391603812328998,66347.4233910296,0.310274844123046,0.00000467651686026131,0.888532797101115
93017.0201048524,0.491417518200375,83547.484793357,0.441389087532092,0.00000528309246680264,1.16754538875226
170273.409188901,0.411577075906559,151550.495012563,0.366320906397451,0.00000241715413972804,0.941886406870302
70840.3378032174,0.567725147088199,63961.1052678569,0.512593940432461,0.00000801415076061953,1.40641880654488
390784.35816103,0.448574897147576,309066.02529368,0.354771775309373,0.00000114788344973299,1.04382415290993
99068.8779436431,0.324733645745523,48406.7867517138,0.158670539800121,0.00000327785730984309,0.717381712793279
92307.1967848973,0.564517886681915,82944.0706871678,0.50725634758715,0.00000611564326882774,1.39581944181522
98214.9251212672,0.566943274355328,89867.7124369325,0.518759191486519,0.00000577247575819374,1.40382982780774
82681.9587262597,0.56271486849698,74858.9222841078,0.509473036897816,0.0000068057757359135,1.3898846903174
83668.4848849645,0.594739635144609,70772.4844097528,0.5030711577245,0.00000710828737920036,1.49796517739043
90233.03732343,0.64166558226263,76364.3825090032,0.543042741552958,0.00000711120451329432,1.66795418311187
91095.0981561248,0.562630208693458,82775.6807900803,0.511247031951682,0.00000617629510348828,1.38960644604627
80982.2875669393,0.571428446938124,69970.7836841464,0.49372890607252,0.00000705621518119979,1.41872601684766
148844.876958131,0.469355851553909,116707.703484359,0.368016989709433,0.00000315332217773229,1.10301948753291
102964.573216188,0.557895799600198,91624.3166827238,0.496450573453098,0.00000541832770412034,1.37410547677785
108577.903955034,0.477911674200941,94403.7334292665,0.415523275460211,0.00000440155553563513,1.12783017310264
94843.7030112207,0.572650378675386,84428.2321156211,0.509763511513083,0.00000603783235464391,1.42280319414718
92296.8904071124,0.530171949741897,71893.7587848703,0.412972247506088,0.00000574420164540063,1.28556045147423
91617.6819735224,0.587826795999999,70092.1861985718,0.449717394614385,0.00000641608457382584,1.47413841591686
80079.5898009183,0.548054949638096,65677.9116088806,0.449491619882494,0.00000684387808429822,1.34224962617402
82019.6708361116,0.541097174071457,73468.4808697411,0.484683576228608,0.00000659716344329955,1.32001397362308
76046.9458237605,0.57421954196024,69002.8951995091,0.521030929594712,0.00000755085606318759,1.4280509642291
100318.652628752,0.59779956151704,91909.5330164297,0.547689558190005,0.00000595900708245466,1.50860427294998
92361.1246229177,0.525149271415652,78942.771554931,0.448854852459404,0.00000568582586623622,1.26990405136369
123331.192955574,0.514206741524363,105237.005183566,0.438766351207813,0.00000416931620623817,1.23617888119479
97503.3004132499,0.498221360591661,88249.8575377626,0.450938213456715,0.00000510978970434889,1.18781757448626
85724.8695794906,0.509217086501057,76359.0490529698,0.453582871312379,0.00000594013253095559,1.22097046682428
113558.569695754,0.544047101052941,94679.3570802636,0.453598789479996,0.00000479089427165693,1.32941286763842
90046.4367339988,0.468494307089557,79748.4099082449,0.414915652374177,0.00000520280784095333,1.10053567732082
119301.370230574,0.663304682857674,104594.542860273,0.581536070763392,0.00000555990833613817,1.7518815438707
121457.138683353,0.532713553705578,88776.8172498272,0.389376979537787,0.00000438602094105311,1.29352638769381
81152.1173901066,0.364055371534708,58061.9686718426,0.260470980384316,0.00000448608592410049,0.816699153128343
110506.743315918,0.452144287321586,90445.9072485728,0.370064296955619,0.00000409155381612316,1.05388761205681
102355.173232559,0.441049814573201,82980.2717276648,0.357563104070625,0.00000430901341519007,1.02274473809776
91200.2053973826,0.5845440753013,82463.4069391869,0.52854591440257,0.00000640946007472562,1.46292282335537
86205.2620519609,0.584951892126906,77996.3546102767,0.529249771096133,0.00000678557060442925,1.46431273501108
67083.0346146468,0.575444963962998,56662.3766360918,0.486055520128401,0.00000857809977244762,1.43215859651146
