"Smsy_lambert.c","Umsy_lambert.c","Smsy_lambert","Umsy_lambert","beta","lnalpha.c","MSY"
118157.352059251,0.489289483724591,99003.7178153951,0.409974302338955,4.14099905928183e-06,1.16124183738065,68791.8853386055
146104.348841168,0.419589655754761,119448.053037189,0.343036794263638,2.87184918917713e-06,0.963609591271559,62370.429328661
102414.368552398,0.586406724943237,95377.8533463904,0.546116872110164,5.72582473760227e-06,1.46927894039728,114759.619244439
59591.5914470379,0.435200523637156,52276.8125196071,0.381780308767795,7.30305254599452e-06,1.0064850435603,32283.4388942738
96852.1388797725,0.464792679061734,80782.6624718204,0.387675383799489,4.79899240675216e-06,1.08989377044025,51145.1750420112
119634.256129117,0.423586699714687,94260.3839442681,0.333745920614071,3.54068068311073e-06,0.974517040088694,47217.7500900416
84306.1949293103,0.712124968897518,76521.4076361741,0.646367744133113,8.44688779388782e-06,1.95735378169719,139865.549058687
113825.826684513,0.490410805124736,101628.553446925,0.437859685901585,4.30843174531903e-06,1.16456118322272,79160.0342029775
84913.6306024316,0.349683230623036,66371.2863246802,0.273323913463147,4.11810481005416e-06,0.779978927922822,24964.1622394639
89668.0655920088,0.529612688419316,78993.7347146245,0.466566150772666,5.90636906152367e-06,1.28381154486135,69091.6086302814
247707.383006547,0.319878232938304,204155.033078067,0.263636676605424,1.2913552638431e-06,0.705361660572888,73092.6605426972
115589.0829474,0.700803105103464,103818.466999946,0.629439235829501,6.06288316537968e-06,1.90745651605873,176347.370935822
94916.9611376705,0.445905929965019,82551.5311602021,0.387814957735904,4.69785299297839e-06,1.03632673510733,52295.8196585875
102113.282493716,0.619741143495077,94081.2826072225,0.570993706602974,6.06915308528266e-06,1.58664420034035,125219.189332835
65500.84337698,0.623966959608666,58959.0280713011,0.561649035194879,9.52609046600393e-06,1.60204522568034,75542.8501155364
106057.302503429,0.600290647455224,97470.6235046095,0.551689533019708,5.66005954597816e-06,1.51730826208271,119947.060631002
82312.2369558162,0.554052769055968,74171.2725883265,0.499255037668655,6.73111058023334e-06,1.36160741928695,73950.5821838182
64428.054037637,0.54729811173253,59023.5969064752,0.501388775698629,8.49471740078964e-06,1.33981956515826,59352.3923006994
123391.258936416,0.345068733917723,70339.3103541516,0.196706776296531,2.79654115609226e-06,0.768293720049876,17224.36910758
108331.85323928,0.521246780757581,95648.1744346616,0.460218315468912,4.81157448314178e-06,1.25781679500132,81549.713481361
76350.5127826284,0.503385513773951,67831.198355901,0.447216939216902,6.59308622074485e-06,1.20332674929385,54877.3344631187
71757.6339751748,0.51837164192504,65610.3162383777,0.473963890273684,7.22392327071953e-06,1.24895414560009,59115.5628890328
99777.6943629485,0.60379830403972,90407.0723121389,0.54709258701348,6.05143572313227e-06,1.52963016820049,109207.837313616
107106.20559859,0.411164532259649,90926.2801055643,0.349052244179271,3.83884883197713e-06,0.940773008310556,48756.6349863273
77856.3835824717,0.504090885718017,68360.2615741626,0.44260705698374,6.47462497643554e-06,1.20545349209995,54282.5928621347
85579.1725825911,0.429777957628236,68518.0769759645,0.344097264494172,5.02199243879653e-06,0.991507403615269,35945.6998416818
83738.3514334461,0.391603812328998,66347.4233910296,0.310274844123046,4.67651686026131e-06,0.888532797101115,29846.5791412861
93017.0201048524,0.491417518200375,83547.484793357,0.441389087532092,5.28309246680264e-06,1.16754538875226,66015.4451971251
170273.409188901,0.411577075906559,151550.495012563,0.366320906397451,2.41715413972804e-06,0.941886406870302,87609.1940833464
70840.3378032174,0.567725147088199,63961.1052678569,0.512593940432461,8.01415076061953e-06,1.40641880654488,67266.4492779517
390784.35816103,0.448574897147576,309066.02529368,0.354771775309373,1.14788344973299e-06,1.04382415290993,169936.618215709
99068.8779436431,0.324733645745523,48406.7867517138,0.158670539800121,3.27785730984309e-06,0.717381712793279,9129.27853739842
92307.1967848974,0.564517886681915,82944.0706871678,0.50725634758715,6.11564326882774e-06,1.39581944181522,85387.0083252357
98214.9251212672,0.566943274355328,89867.7124369325,0.518759191486519,5.77247575819374e-06,1.40382982780774,96873.9579432821
82681.9587262597,0.56271486849698,74858.9222841078,0.509473036897816,6.8057757359135e-06,1.3898846903174,77750.2672509301
83668.4848849645,0.594739635144609,70772.4844097528,0.5030711577245,7.10828737920036e-06,1.49796517739043,71647.2714765761
90233.03732343,0.64166558226263,76364.3825090032,0.543042741552958,7.11120451329432e-06,1.66795418311187,90750.5524162578
91095.0981561248,0.562630208693458,82775.6807900803,0.511247031951682,6.17629510348828e-06,1.38960644604627,86585.2974575179
80982.2875669393,0.571428446938124,69970.7836841464,0.49372890607252,7.05621518119979e-06,1.41872601684766,68237.3512921895
148844.876958131,0.469355851553909,116707.703484359,0.368016989709433,3.15332217773229e-06,1.10301948753291,67961.3486642109
102964.573216188,0.557895799600198,91624.3166827238,0.496450573453098,5.41832770412034e-06,1.37410547677785,90332.6310414331
108577.903955034,0.477911674200941,94403.7334292666,0.415523275460212,4.40155553563513e-06,1.12783017310264,67114.6461154436
94843.7030112207,0.572650378675387,84428.2321156211,0.509763511513083,6.03783235464391e-06,1.42280319414718,87791.1642336864
92296.8904071124,0.530171949741897,71893.7587848703,0.412972247506088,5.74420164540063e-06,1.28556045147423,50577.0417512865
91617.6819735224,0.587826795999999,70092.1861985718,0.449717394614385,6.41608457382584e-06,1.47413841591686,57282.7035627611
80079.5898009183,0.548054949638096,65677.9116088806,0.449491619882494,6.84387808429822e-06,1.34224962617402,53626.1970676515
82019.6708361116,0.541097174071457,73468.4808697411,0.484683576228608,6.59716344329955e-06,1.32001397362308,69101.1665947334
76046.9458237605,0.57421954196024,69002.8951995091,0.521030929594712,7.55085606318759e-06,1.4280509642291,75062.5559184953
100318.652628752,0.59779956151704,91909.5330164297,0.547689558190005,5.95900708245466e-06,1.50860427294998,111290.580270008
92361.1246229177,0.525149271415652,78942.771554931,0.448854852459404,5.68582586623622e-06,1.26990405136369,64291.3146149309
123331.192955574,0.514206741524363,105237.005183566,0.438766351207813,4.16931620623817e-06,1.23617888119479,82273.1439495862
97503.3004132499,0.498221360591661,88249.8575377626,0.450938213456715,5.10978970434889e-06,1.18781757448626,72478.6063630948
85724.8695794906,0.509217086501057,76359.0490529698,0.453582871312379,5.94013253095559e-06,1.22097046682428,63385.9278959926
113558.569695754,0.544047101052941,94679.3570802636,0.453598789479996,4.79089427165693e-06,1.32941286763842,78598.7309938062
90046.4367339988,0.468494307089557,79748.4099082449,0.414915652374177,5.20280784095333e-06,1.10053567732082,56554.0056867902
119301.370230574,0.663304682857674,104594.542860273,0.581536070763392,5.55990833613817e-06,1.7518815438707,145354.223455337
121457.138683353,0.532713553705578,88776.8172498272,0.389376979537787,4.38602094105311e-06,1.29352638769381,56610.4581637778
81152.1173901066,0.364055371534708,58061.9686718426,0.260470980384317,4.48608592410049e-06,0.816699153128343,20450.1209578735
110506.743315918,0.452144287321586,90445.9072485728,0.370064296955619,4.09155381612316e-06,1.05388761205681,53133.6784320958
102355.173232559,0.441049814573201,82980.2717276648,0.357563104070625,4.30901341519007e-06,1.02274473809776,46184.5882818497
91200.2053973826,0.5845440753013,82463.4069391869,0.52854591440257,6.40946007472562e-06,1.46292282335537,92449.5049612131
86205.2620519609,0.584951892126906,77996.3546102767,0.529249771096133,6.78557060442925e-06,1.46431273501108,87688.8640499241
67083.0346146468,0.575444963962998,56662.3766360918,0.486055520128401,8.57809977244762e-06,1.43215859651146,53587.6189475712
110369.83099581,0.485824867982979,97419.5141541198,0.428820286992086,4.40179044943381e-06,1.15101621577459,73138.9141925292
91553.287038227,0.425235905278145,79487.8116792037,0.369195608933972,4.6446820101674e-06,0.979031497695663,46522.4266846625
85352.1603637933,0.47320196919183,72296.5476061136,0.400820184833847,5.54411238303657e-06,1.11414001633732,48362.6364587997
74916.2666629755,0.617503323581036,66276.0209539472,0.546285406838281,8.24258003083612e-06,1.57853863843508,79798.2335506336
73128.6588694183,0.460152032531911,65345.0408459417,0.411174686176492,6.29236252443215e-06,1.0766197533218,45630.2166911823
102041.182024162,0.582095539668533,86003.6399688161,0.490609126903806,5.70451584469791e-06,1.45459797605092,82832.6005512906
90148.7764389797,0.580713572300478,82676.9211300943,0.532581939686783,6.441724394269e-06,1.44991456657917,94203.110152164
70318.3857578662,0.5702398868104,64363.7476175875,0.521951346871476,8.10939956406224e-06,1.41476798907907,70274.7399011363
109448.873657255,0.578767457044203,100363.764495007,0.530725249289107,5.28801656613338e-06,1.44333769627296,113506.179163731
91143.8196627652,0.3981375490717,80142.8403889055,0.350082695306641,4.36823418795504e-06,0.905863895682175,43169.5253692553
75457.4529971276,0.637603359575025,69762.1701751981,0.589479134375821,8.44983940286584e-06,1.65261933478182,100173.577351612
192772.402935904,0.440929726106421,141359.644089551,0.323332947048605,2.28730730846899e-06,1.02240982625053,67546.1146184983
226693.392588803,0.656794124228555,194575.467988852,0.563739518980633,2.89727952247778e-06,1.72621891519727,251432.081295022
94985.4700461563,0.480657873625612,82688.0860762503,0.41842904612957,5.06033052625887e-06,1.13585028358724,59492.4776639957
132434.490330735,0.421819029272916,99938.7327256111,0.318316317145212,3.18511460435637e-06,0.969687390443928,46666.9954723748
112123.560687847,0.543116054021381,96981.2380226365,0.469768057541465,4.84390658564099e-06,1.32644192188982,85922.1864164157
218390.55104682,0.474096708955632,189499.005765537,0.411377024111931,2.17086639821698e-06,1.11673464943399,132437.129125622
87924.5158659388,0.595688315665714,76294.1736200391,0.516892783897996,6.77499682311561e-06,1.50125751825972,81629.7221056877
82977.1587835149,0.443807326671236,66155.9484839223,0.353838273935726,5.34854812068363e-06,1.03044783666813,36227.0089327504
109974.682778698,0.432820654588658,88887.4550878194,0.349828938113402,3.93563903666469e-06,0.999900374017081,47826.496514233
175697.475880332,0.596487376546862,141141.20922782,0.479169943638208,3.39496838846525e-06,1.5040348834183,129851.617518294
120332.23127612,0.503718857525799,108043.929933774,0.452279197116815,4.18606762447497e-06,1.20433155086007,89217.027409884
91181.8690313128,0.826632620226711,69400.9741969918,0.629172331695071,9.06575648216683e-06,2.57897497382074,117750.579283974
97840.0552353572,0.465584731717789,86347.92086687,0.410897903465843,4.75863112094337e-06,1.09216681799826,60227.5562446148
211280.491726156,0.415043431794824,173997.701470351,0.341804406799027,1.9644190923825e-06,0.951261108685521,90357.91450112
73010.5929463648,0.475551258051926,56931.030935079,0.37081774425882,6.51345563514703e-06,1.12095884143174,33553.1338925097
86536.8952783346,0.507557083457227,75658.3274454499,0.443751996116257,5.86521022998036e-06,1.21593381404169,60357.1313376842
