"","year","date","total_count","imputed"
"70","X1989",123,0,TRUE
"71","X1990",123,0,TRUE
"72","X1991",123,0,TRUE
"73","X1992",123,0,FALSE
"74","X1993",123,0,TRUE
"75","X1994",123,0,TRUE
"76","X1995",123,0,TRUE
"77","X1996",123,0,TRUE
"78","X1997",123,0,TRUE
"79","X1998",123,0,TRUE
"80","X1999",123,0,TRUE
"81","X2000",123,0,TRUE
"82","X2001",123,0,FALSE
"83","X2002",123,0,TRUE
"84","X2003",123,0,FALSE
"85","X2004",123,0,TRUE
"86","X2005",123,0,FALSE
"87","X2006",123,0,FALSE
"88","X2007",123,0,TRUE
"89","X2008",123,0,TRUE
"90","X2009",123,0,TRUE
"91","X2010",123,0,TRUE
"92","X2011",123,0,TRUE
"93","X2012",123,0,TRUE
"94","X2013",123,0,TRUE
"95","X2014",123,0,TRUE
"96","X2015",123,0,TRUE
"97","X2016",123,0,FALSE
"98","X2017",123,0,TRUE
"99","X2018",123,0,TRUE
"100","X2019",123,0,TRUE
"101","X2020",123,0,TRUE
"102","X2021",123,0,FALSE
"103","X1988",124,0,TRUE
"104","X1989",124,0,TRUE
"105","X1990",124,0,TRUE
"106","X1991",124,0,TRUE
"107","X1992",124,0,FALSE
"108","X1993",124,0,TRUE
"109","X1994",124,0,TRUE
"110","X1995",124,0,TRUE
"111","X1996",124,0,TRUE
"112","X1997",124,0,TRUE
"113","X1998",124,0,FALSE
"114","X1999",124,0,TRUE
"115","X2000",124,0,TRUE
"116","X2001",124,0,FALSE
"117","X2002",124,0,TRUE
"118","X2003",124,0,FALSE
"119","X2004",124,0,TRUE
"120","X2005",124,0,FALSE
"121","X2006",124,0,FALSE
"122","X2007",124,0,TRUE
"123","X2008",124,0,TRUE
"124","X2009",124,0,TRUE
"125","X2010",124,0,TRUE
"126","X2011",124,0,TRUE
"127","X2012",124,0,TRUE
"128","X2013",124,0,TRUE
"129","X2014",124,0,TRUE
"130","X2015",124,0,TRUE
"131","X2016",124,0,FALSE
"132","X2017",124,0,TRUE
"133","X2018",124,0,TRUE
"134","X2019",124,0,TRUE
"135","X2020",124,0,TRUE
"136","X2021",124,0,FALSE
"137","X1988",125,0,TRUE
"138","X1989",125,0,TRUE
"139","X1990",125,0,TRUE
"140","X1991",125,0,TRUE
"141","X1992",125,0,FALSE
"142","X1993",125,0,TRUE
"143","X1994",125,0,TRUE
"144","X1995",125,0,TRUE
"145","X1996",125,0,TRUE
"146","X1997",125,0,FALSE
"147","X1998",125,0,FALSE
"148","X1999",125,0,TRUE
"149","X2000",125,0,TRUE
"150","X2001",125,0,FALSE
"151","X2002",125,0,TRUE
"152","X2003",125,0,FALSE
"153","X2004",125,0,TRUE
"154","X2005",125,0,FALSE
"155","X2006",125,0,FALSE
"156","X2007",125,0,TRUE
"157","X2008",125,0,TRUE
"158","X2009",125,0,TRUE
"159","X2010",125,0,TRUE
"160","X2011",125,0,TRUE
"161","X2012",125,0,TRUE
"162","X2013",125,0,TRUE
"163","X2014",125,0,TRUE
"164","X2015",125,0,TRUE
"165","X2016",125,0,FALSE
"166","X2017",125,0,TRUE
"167","X2018",125,0,TRUE
"168","X2019",125,0,FALSE
"169","X2020",125,0,TRUE
"170","X2021",125,0,FALSE
"171","X1988",126,0,TRUE
"172","X1989",126,0,TRUE
"173","X1990",126,0,TRUE
"174","X1991",126,0,TRUE
"175","X1992",126,0,FALSE
"176","X1993",126,0,TRUE
"177","X1994",126,0,TRUE
"178","X1995",126,0,TRUE
"179","X1996",126,0,TRUE
"180","X1997",126,0,FALSE
"181","X1998",126,0,FALSE
"182","X1999",126,0,TRUE
"183","X2000",126,0,TRUE
"184","X2001",126,0,FALSE
"185","X2002",126,0,TRUE
"186","X2003",126,0,FALSE
"187","X2004",126,0,TRUE
"188","X2005",126,0,FALSE
"189","X2006",126,0,FALSE
"190","X2007",126,0,TRUE
"191","X2008",126,0,TRUE
"192","X2009",126,0,TRUE
"193","X2010",126,0,TRUE
"194","X2011",126,0,FALSE
"195","X2012",126,0,TRUE
"196","X2013",126,0,TRUE
"197","X2014",126,0,FALSE
"198","X2015",126,0,TRUE
"199","X2016",126,0,FALSE
"200","X2017",126,0,FALSE
"201","X2018",126,0,TRUE
"202","X2019",126,0,FALSE
"203","X2020",126,0,TRUE
"204","X2021",126,0,FALSE
"205","X1988",127,0,TRUE
"206","X1989",127,0,TRUE
"207","X1990",127,0,TRUE
"208","X1991",127,0,TRUE
"209","X1992",127,0,FALSE
"210","X1993",127,0,TRUE
"211","X1994",127,0,TRUE
"212","X1995",127,0,TRUE
"213","X1996",127,0,FALSE
"214","X1997",127,0,FALSE
"215","X1998",127,0,FALSE
"216","X1999",127,0,TRUE
"217","X2000",127,0,TRUE
"218","X2001",127,0,FALSE
"219","X2002",127,0,TRUE
"220","X2003",127,0,FALSE
"221","X2004",127,0,TRUE
"222","X2005",127,0,FALSE
"223","X2006",127,0,FALSE
"224","X2007",127,0,TRUE
"225","X2008",127,0,TRUE
"226","X2009",127,0,TRUE
"227","X2010",127,0,TRUE
"228","X2011",127,0,FALSE
"229","X2012",127,0,TRUE
"230","X2013",127,0,TRUE
"231","X2014",127,0,FALSE
"232","X2015",127,0,FALSE
"233","X2016",127,0,FALSE
"234","X2017",127,0,FALSE
"235","X2018",127,0,TRUE
"236","X2019",127,0,FALSE
"237","X2020",127,0,TRUE
"238","X2021",127,0,FALSE
"239","X1988",128,0,TRUE
"240","X1989",128,0,TRUE
"241","X1990",128,0,FALSE
"242","X1991",128,0,TRUE
"243","X1992",128,0,FALSE
"244","X1993",128,0,TRUE
"245","X1994",128,0,TRUE
"246","X1995",128,0,FALSE
"247","X1996",128,0,FALSE
"248","X1997",128,0,FALSE
"249","X1998",128,0,FALSE
"250","X1999",128,0,TRUE
"251","X2000",128,0,TRUE
"252","X2001",128,0,FALSE
"253","X2002",128,0,TRUE
"254","X2003",128,0,FALSE
"255","X2004",128,0,TRUE
"256","X2005",128,0,FALSE
"257","X2006",128,0,FALSE
"258","X2007",128,0,TRUE
"259","X2008",128,0,TRUE
"260","X2009",128,0,TRUE
"261","X2010",128,0,FALSE
"262","X2011",128,0,FALSE
"263","X2012",128,0,TRUE
"264","X2013",128,0,TRUE
"265","X2014",128,0,FALSE
"266","X2015",128,0,FALSE
"267","X2016",128,0,FALSE
"268","X2017",128,0,FALSE
"269","X2018",128,0,TRUE
"270","X2019",128,0,FALSE
"271","X2020",128,0,TRUE
"272","X2021",128,0,FALSE
"273","X1988",129,0,TRUE
"274","X1989",129,0,TRUE
"275","X1990",129,0,FALSE
"276","X1991",129,0,FALSE
"277","X1992",129,0,FALSE
"278","X1993",129,0,TRUE
"279","X1994",129,0,TRUE
"280","X1995",129,0,FALSE
"281","X1996",129,0,FALSE
"282","X1997",129,0,FALSE
"283","X1998",129,0,FALSE
"284","X1999",129,0,FALSE
"285","X2000",129,0,FALSE
"286","X2001",129,0,FALSE
"287","X2002",129,0,TRUE
"288","X2003",129,0,FALSE
"289","X2004",129,0,FALSE
"290","X2005",129,0,FALSE
"291","X2006",129,0,FALSE
"292","X2007",129,0,TRUE
"293","X2008",129,0,TRUE
"294","X2009",129,0,FALSE
"295","X2010",129,0,FALSE
"296","X2011",129,0,FALSE
"297","X2012",129,0,TRUE
"298","X2013",129,0,TRUE
"299","X2014",129,0,FALSE
"300","X2015",129,0,FALSE
"301","X2016",129,0,FALSE
"302","X2017",129,0,FALSE
"303","X2018",129,0,TRUE
"304","X2019",129,0,FALSE
"305","X2020",129,0,TRUE
"306","X2021",129,0,FALSE
"307","X1988",130,0.0248160978694507,TRUE
"308","X1989",130,0.0444331095587359,TRUE
"309","X1990",130,0,FALSE
"310","X1991",130,0,FALSE
"311","X1992",130,0,FALSE
"312","X1993",130,0.036883877349238,TRUE
"313","X1994",130,0.0423567400703003,TRUE
"314","X1995",130,0,FALSE
"315","X1996",130,0,FALSE
"316","X1997",130,0,FALSE
"317","X1998",130,0,FALSE
"318","X1999",130,0,FALSE
"319","X2000",130,0,FALSE
"320","X2001",130,0,FALSE
"321","X2002",130,0,FALSE
"322","X2003",130,0,FALSE
"323","X2004",130,0,FALSE
"324","X2005",130,0,FALSE
"325","X2006",130,0,FALSE
"326","X2007",130,0,FALSE
"327","X2008",130,0.0158471995098719,TRUE
"328","X2009",130,0,FALSE
"329","X2010",130,0,FALSE
"330","X2011",130,0,FALSE
"331","X2012",130,0.0349277183661161,TRUE
"332","X2013",130,0.0694125641546967,TRUE
"333","X2014",130,1,FALSE
"334","X2015",130,0,FALSE
"335","X2016",130,0,FALSE
"336","X2017",130,0,FALSE
"337","X2018",130,0.015073546339153,TRUE
"338","X2019",130,0,FALSE
"339","X2020",130,0.0354218797930067,TRUE
"340","X2021",130,0,FALSE
"341","X1988",131,0.0488579343160046,TRUE
"342","X1989",131,0.08747990758631,TRUE
"343","X1990",131,0,FALSE
"344","X1991",131,0,FALSE
"345","X1992",131,0,FALSE
"346","X1993",131,0.0726169789591568,TRUE
"347","X1994",131,0.0833919512670633,TRUE
"348","X1995",131,0,FALSE
"349","X1996",131,0,FALSE
"350","X1997",131,0,FALSE
"351","X1998",131,0,FALSE
"352","X1999",131,0,FALSE
"353","X2000",131,0,FALSE
"354","X2001",131,0,FALSE
"355","X2002",131,0,FALSE
"356","X2003",131,0,FALSE
"357","X2004",131,0,FALSE
"358","X2005",131,0,FALSE
"359","X2006",131,0,FALSE
"360","X2007",131,0,FALSE
"361","X2008",131,0,FALSE
"362","X2009",131,0,FALSE
"363","X2010",131,0,FALSE
"364","X2011",131,0,FALSE
"365","X2012",131,0.06876569307786,TRUE
"366","X2013",131,0.136659458609746,TRUE
"367","X2014",131,2,FALSE
"368","X2015",131,0,FALSE
"369","X2016",131,0,FALSE
"370","X2017",131,0,FALSE
"371","X2018",131,0.0296767985321471,TRUE
"372","X2019",131,0,FALSE
"373","X2020",131,0.0697385981104145,TRUE
"374","X2021",131,0,FALSE
"375","X1988",132,0.024428967157933,TRUE
"376","X1989",132,0.0437399537931536,TRUE
"377","X1990",132,0,FALSE
"378","X1991",132,0,FALSE
"379","X1992",132,0,FALSE
"380","X1993",132,0.0363084894795788,TRUE
"381","X1994",132,0.041695975633532,TRUE
"382","X1995",132,0,FALSE
"383","X1996",132,0,FALSE
"384","X1997",132,0,FALSE
"385","X1998",132,0,FALSE
"386","X1999",132,0,FALSE
"387","X2000",132,0,FALSE
"388","X2001",132,0,FALSE
"389","X2002",132,0,FALSE
"390","X2003",132,0,FALSE
"391","X2004",132,0,FALSE
"392","X2005",132,0,FALSE
"393","X2006",132,0,FALSE
"394","X2007",132,0,FALSE
"395","X2008",132,0,FALSE
"396","X2009",132,0,FALSE
"397","X2010",132,0,FALSE
"398","X2011",132,0,FALSE
"399","X2012",132,0.0343828465389282,TRUE
"400","X2013",132,0.0683297293048696,TRUE
"401","X2014",132,1,FALSE
"402","X2015",132,0,FALSE
"403","X2016",132,0,FALSE
"404","X2017",132,0,FALSE
"405","X2018",132,0.0148383992660724,TRUE
"406","X2019",132,0,FALSE
"407","X2020",132,0.0348692990552044,TRUE
"408","X2021",132,0,FALSE
"409","X1988",133,0,TRUE
"410","X1989",133,0,TRUE
"411","X1990",133,0,FALSE
"412","X1991",133,0,FALSE
"413","X1992",133,0,FALSE
"414","X1993",133,0,TRUE
"415","X1994",133,0,TRUE
"416","X1995",133,0,FALSE
"417","X1996",133,0,FALSE
"418","X1997",133,0,FALSE
"419","X1998",133,0,FALSE
"420","X1999",133,0,FALSE
"421","X2000",133,0,FALSE
"422","X2001",133,0,FALSE
"423","X2002",133,0,FALSE
"424","X2003",133,0,FALSE
"425","X2004",133,0,FALSE
"426","X2005",133,0,FALSE
"427","X2006",133,0,FALSE
"428","X2007",133,0,FALSE
"429","X2008",133,0,FALSE
"430","X2009",133,0,FALSE
"431","X2010",133,0,FALSE
"432","X2011",133,0,FALSE
"433","X2012",133,0,TRUE
"434","X2013",133,0,TRUE
"435","X2014",133,0,FALSE
"436","X2015",133,0,FALSE
"437","X2016",133,0,FALSE
"438","X2017",133,0,FALSE
"439","X2018",133,0,TRUE
"440","X2019",133,0,FALSE
"441","X2020",133,0,TRUE
"442","X2021",133,0,FALSE
"443","X1988",134,0.0236058477459963,TRUE
"444","X1989",134,0.0422661622579491,TRUE
"445","X1990",134,0,FALSE
"446","X1991",134,0,FALSE
"447","X1992",134,0,FALSE
"448","X1993",134,0.0350850966836085,TRUE
"449","X1994",134,0.0402910547217712,TRUE
"450","X1995",134,0,FALSE
"451","X1996",134,0,FALSE
"452","X1997",134,0,FALSE
"453","X1998",134,0,FALSE
"454","X1999",134,0,FALSE
"455","X2000",134,0,FALSE
"456","X2001",134,0,FALSE
"457","X2002",134,0,FALSE
"458","X2003",134,0,FALSE
"459","X2004",134,0,FALSE
"460","X2005",134,0,FALSE
"461","X2006",134,0,FALSE
"462","X2007",134,0,FALSE
"463","X2008",134,0,FALSE
"464","X2009",134,0,FALSE
"465","X2010",134,0,FALSE
"466","X2011",134,0,FALSE
"467","X2012",134,0.0332243371311971,TRUE
"468","X2013",134,0.0660274000303003,TRUE
"469","X2014",134,1,FALSE
"470","X2015",134,0,FALSE
"471","X2016",134,0,FALSE
"472","X2017",134,0,FALSE
"473","X2018",134,0.014338428297626,TRUE
"474","X2019",134,0,FALSE
"475","X2020",134,0,FALSE
"476","X2021",134,0,FALSE
"477","X1988",135,0.070817543237893,TRUE
"478","X1989",135,0.126798486773856,TRUE
"479","X1990",135,0,FALSE
"480","X1991",135,0,FALSE
"481","X1992",135,0,FALSE
"482","X1993",135,0.105255290050834,TRUE
"483","X1994",135,0.120873164165324,TRUE
"484","X1995",135,0,FALSE
"485","X1996",135,0,FALSE
"486","X1997",135,0,FALSE
"487","X1998",135,0,FALSE
"488","X1999",135,0,FALSE
"489","X2000",135,0,FALSE
"490","X2001",135,0,FALSE
"491","X2002",135,0,FALSE
"492","X2003",135,0,FALSE
"493","X2004",135,0,FALSE
"494","X2005",135,0,FALSE
"495","X2006",135,0,FALSE
"496","X2007",135,0,FALSE
"497","X2008",135,0,FALSE
"498","X2009",135,0,FALSE
"499","X2010",135,0,FALSE
"500","X2011",135,3,FALSE
"501","X2012",135,0.0996730113935966,TRUE
"502","X2013",135,0.198082200090911,TRUE
"503","X2014",135,0,FALSE
"504","X2015",135,0,FALSE
"505","X2016",135,0,FALSE
"506","X2017",135,0,FALSE
"507","X2018",135,0.0430152848928799,TRUE
"508","X2019",135,0,FALSE
"509","X2020",135,0,FALSE
"510","X2021",135,0,FALSE
"511","X1988",136,0.118029238729339,TRUE
"512","X1989",136,0.211330811289774,TRUE
"513","X1990",136,0,FALSE
"514","X1991",136,0,FALSE
"515","X1992",136,0,FALSE
"516","X1993",136,0.17542548341808,TRUE
"517","X1994",136,0.201455273608898,TRUE
"518","X1995",136,0,FALSE
"519","X1996",136,0,FALSE
"520","X1997",136,0,FALSE
"521","X1998",136,0,FALSE
"522","X1999",136,0,FALSE
"523","X2000",136,0,FALSE
"524","X2001",136,0,FALSE
"525","X2002",136,0,FALSE
"526","X2003",136,0,FALSE
"527","X2004",136,0,FALSE
"528","X2005",136,0,FALSE
"529","X2006",136,0,FALSE
"530","X2007",136,0,FALSE
"531","X2008",136,0,FALSE
"532","X2009",136,5,FALSE
"533","X2010",136,0,FALSE
"534","X2011",136,0,FALSE
"535","X2012",136,0.166121685656,TRUE
"536","X2013",136,0.330137000151531,TRUE
"537","X2014",136,0,FALSE
"538","X2015",136,0,FALSE
"539","X2016",136,0,FALSE
"540","X2017",136,0,FALSE
"541","X2018",136,0.0716921414881333,TRUE
"542","X2019",136,0,FALSE
"543","X2020",136,0,FALSE
"544","X2021",136,0,FALSE
"545","X1988",137,0.0472116954914122,TRUE
"546","X1989",137,0.0845323245159025,TRUE
"547","X1990",137,0,FALSE
"548","X1991",137,0,FALSE
"549","X1992",137,0,FALSE
"550","X1993",137,0.0701701933672334,TRUE
"551","X1994",137,0.0805821094435599,TRUE
"552","X1995",137,0,FALSE
"553","X1996",137,0,FALSE
"554","X1997",137,0,FALSE
"555","X1998",137,0,FALSE
"556","X1999",137,0,FALSE
"557","X2000",137,0,FALSE
"558","X2001",137,0,FALSE
"559","X2002",137,0,FALSE
"560","X2003",137,0,FALSE
"561","X2004",137,0,FALSE
"562","X2005",137,0,FALSE
"563","X2006",137,0,FALSE
"564","X2007",137,0,FALSE
"565","X2008",137,0,FALSE
"566","X2009",137,0,FALSE
"567","X2010",137,0,FALSE
"568","X2011",137,0,FALSE
"569","X2012",137,0.0664486742623913,TRUE
"570","X2013",137,0.132054800060595,TRUE
"571","X2014",137,2,FALSE
"572","X2015",137,0,FALSE
"573","X2016",137,0,FALSE
"574","X2017",137,0,FALSE
"575","X2018",137,0.0286768565952479,TRUE
"576","X2019",137,0,FALSE
"577","X2020",137,0,FALSE
"578","X2021",137,0,FALSE
"579","X1988",138,0,TRUE
"580","X1989",138,0,TRUE
"581","X1990",138,0,FALSE
"582","X1991",138,0,FALSE
"583","X1992",138,0,FALSE
"584","X1993",138,0,TRUE
"585","X1994",138,0,TRUE
"586","X1995",138,0,FALSE
"587","X1996",138,0,FALSE
"588","X1997",138,0,FALSE
"589","X1998",138,0,FALSE
"590","X1999",138,0,FALSE
"591","X2000",138,0,FALSE
"592","X2001",138,0,FALSE
"593","X2002",138,0,FALSE
"594","X2003",138,0,FALSE
"595","X2004",138,0,FALSE
"596","X2005",138,0,FALSE
"597","X2006",138,0,FALSE
"598","X2007",138,0,FALSE
"599","X2008",138,0,FALSE
"600","X2009",138,0,FALSE
"601","X2010",138,0,FALSE
"602","X2011",138,0,FALSE
"603","X2012",138,0,TRUE
"604","X2013",138,0,TRUE
"605","X2014",138,0,FALSE
"606","X2015",138,0,FALSE
"607","X2016",138,0,FALSE
"608","X2017",138,0,FALSE
"609","X2018",138,0,TRUE
"610","X2019",138,0,FALSE
"611","X2020",138,0,FALSE
"612","X2021",138,0,FALSE
"613","X1988",139,0,TRUE
"614","X1989",139,0,TRUE
"615","X1990",139,0,FALSE
"616","X1991",139,0,FALSE
"617","X1992",139,0,FALSE
"618","X1993",139,0,TRUE
"619","X1994",139,0,TRUE
"620","X1995",139,0,FALSE
"621","X1996",139,0,FALSE
"622","X1997",139,0,FALSE
"623","X1998",139,0,FALSE
"624","X1999",139,0,FALSE
"625","X2000",139,0,FALSE
"626","X2001",139,0,FALSE
"627","X2002",139,0,FALSE
"628","X2003",139,0,FALSE
"629","X2004",139,0,FALSE
"630","X2005",139,0,FALSE
"631","X2006",139,0,FALSE
"632","X2007",139,0,FALSE
"633","X2008",139,0,FALSE
"634","X2009",139,0,FALSE
"635","X2010",139,0,FALSE
"636","X2011",139,0,FALSE
"637","X2012",139,0,FALSE
"638","X2013",139,0,TRUE
"639","X2014",139,0,FALSE
"640","X2015",139,0,FALSE
"641","X2016",139,0,FALSE
"642","X2017",139,0,FALSE
"643","X2018",139,0,TRUE
"644","X2019",139,0,FALSE
"645","X2020",139,0,FALSE
"646","X2021",139,0,FALSE
"647","X1988",140,0.0228467786551094,TRUE
"648","X1989",140,0.0409070525288195,TRUE
"649","X1990",140,0,FALSE
"650","X1991",140,0,FALSE
"651","X1992",140,0,FALSE
"652","X1993",140,0.0339569011324639,TRUE
"653","X1994",140,0.0389954565058945,TRUE
"654","X1995",140,0,FALSE
"655","X1996",140,0,FALSE
"656","X1997",140,0,FALSE
"657","X1998",140,0,FALSE
"658","X1999",140,0,FALSE
"659","X2000",140,0,FALSE
"660","X2001",140,0,FALSE
"661","X2002",140,0,FALSE
"662","X2003",140,0,FALSE
"663","X2004",140,0,FALSE
"664","X2005",140,0,FALSE
"665","X2006",140,0,FALSE
"666","X2007",140,0,FALSE
"667","X2008",140,0,FALSE
"668","X2009",140,0,FALSE
"669","X2010",140,0,FALSE
"670","X2011",140,0,FALSE
"671","X2012",140,0,FALSE
"672","X2013",140,0.0639042245236735,TRUE
"673","X2014",140,0,FALSE
"674","X2015",140,0,FALSE
"675","X2016",140,1,FALSE
"676","X2017",140,0,FALSE
"677","X2018",140,0.0138773621383391,TRUE
"678","X2019",140,0,FALSE
"679","X2020",140,0,FALSE
"680","X2021",140,0,FALSE
"681","X1988",141,0.0879571842271784,TRUE
"682","X1989",141,0.157486935452809,TRUE
"683","X1990",141,0,FALSE
"684","X1991",141,0,FALSE
"685","X1992",141,0,FALSE
"686","X1993",141,0.13072973890656,TRUE
"687","X1994",141,0,FALSE
"688","X1995",141,0,FALSE
"689","X1996",141,0,FALSE
"690","X1997",141,0,FALSE
"691","X1998",141,0,FALSE
"692","X1999",141,0,FALSE
"693","X2000",141,0,FALSE
"694","X2001",141,0,FALSE
"695","X2002",141,0,FALSE
"696","X2003",141,0,FALSE
"697","X2004",141,0,FALSE
"698","X2005",141,0,FALSE
"699","X2006",141,0,FALSE
"700","X2007",141,0,FALSE
"701","X2008",141,0,FALSE
"702","X2009",141,0,FALSE
"703","X2010",141,0,FALSE
"704","X2011",141,0,FALSE
"705","X2012",141,0,FALSE
"706","X2013",141,0.246023114498602,TRUE
"707","X2014",141,4,FALSE
"708","X2015",141,0,FALSE
"709","X2016",141,0,FALSE
"710","X2017",141,0,FALSE
"711","X2018",141,0.0534260744021511,TRUE
"712","X2019",141,0,FALSE
"713","X2020",141,0,FALSE
"714","X2021",141,0,FALSE
"715","X1988",142,0.0439785921133649,TRUE
"716","X1989",142,0.0787434677264005,TRUE
"717","X1990",142,0,FALSE
"718","X1991",142,0,FALSE
"719","X1992",142,0,FALSE
"720","X1993",142,0.0653648694532818,TRUE
"721","X1994",142,0,FALSE
"722","X1995",142,0,FALSE
"723","X1996",142,0,FALSE
"724","X1997",142,0,FALSE
"725","X1998",142,0,FALSE
"726","X1999",142,0,FALSE
"727","X2000",142,0,FALSE
"728","X2001",142,0,FALSE
"729","X2002",142,0,FALSE
"730","X2003",142,0,FALSE
"731","X2004",142,0,FALSE
"732","X2005",142,0,FALSE
"733","X2006",142,0,FALSE
"734","X2007",142,0,FALSE
"735","X2008",142,0,FALSE
"736","X2009",142,0,FALSE
"737","X2010",142,0,FALSE
"738","X2011",142,0,FALSE
"739","X2012",142,0,FALSE
"740","X2013",142,0.123011557249291,TRUE
"741","X2014",142,0,FALSE
"742","X2015",142,2,FALSE
"743","X2016",142,0,FALSE
"744","X2017",142,0,FALSE
"745","X2018",142,0.0267130372010721,TRUE
"746","X2019",142,0,FALSE
"747","X2020",142,0,FALSE
"748","X2021",142,0,FALSE
"749","X1988",143,0,TRUE
"750","X1989",143,0,TRUE
"751","X1990",143,0,FALSE
"752","X1991",143,0,FALSE
"753","X1992",143,0,FALSE
"754","X1993",143,0,TRUE
"755","X1994",143,0,FALSE
"756","X1995",143,0,FALSE
"757","X1996",143,0,FALSE
"758","X1997",143,0,FALSE
"759","X1998",143,0,FALSE
"760","X1999",143,0,FALSE
"761","X2000",143,0,FALSE
"762","X2001",143,0,FALSE
"763","X2002",143,0,FALSE
"764","X2003",143,0,FALSE
"765","X2004",143,0,FALSE
"766","X2005",143,0,FALSE
"767","X2006",143,0,FALSE
"768","X2007",143,0,FALSE
"769","X2008",143,0,FALSE
"770","X2009",143,0,FALSE
"771","X2010",143,0,FALSE
"772","X2011",143,0,FALSE
"773","X2012",143,0,FALSE
"774","X2013",143,0,FALSE
"775","X2014",143,0,FALSE
"776","X2015",143,0,FALSE
"777","X2016",143,0,FALSE
"778","X2017",143,0,FALSE
"779","X2018",143,0,FALSE
"780","X2019",143,0,FALSE
"781","X2020",143,0,FALSE
"782","X2021",143,0,FALSE
"783","X1988",144,0.0204577796422794,TRUE
"784","X1989",144,0.0366295607397411,TRUE
"785","X1990",144,0,FALSE
"786","X1991",144,0,FALSE
"787","X1992",144,0,FALSE
"788","X1993",144,0.03040615971249,TRUE
"789","X1994",144,0,FALSE
"790","X1995",144,0,FALSE
"791","X1996",144,0,FALSE
"792","X1997",144,0,FALSE
"793","X1998",144,0,FALSE
"794","X1999",144,0,FALSE
"795","X2000",144,0,FALSE
"796","X2001",144,0,FALSE
"797","X2002",144,0,FALSE
"798","X2003",144,0,FALSE
"799","X2004",144,0,FALSE
"800","X2005",144,0,FALSE
"801","X2006",144,0,FALSE
"802","X2007",144,0,FALSE
"803","X2008",144,0,FALSE
"804","X2009",144,0,FALSE
"805","X2010",144,0,FALSE
"806","X2011",144,0,FALSE
"807","X2012",144,0,FALSE
"808","X2013",144,0,FALSE
"809","X2014",144,0,FALSE
"810","X2015",144,1,FALSE
"811","X2016",144,0,FALSE
"812","X2017",144,0,FALSE
"813","X2018",144,0,FALSE
"814","X2019",144,0,FALSE
"815","X2020",144,0,FALSE
"816","X2021",144,0,FALSE
"817","X1988",145,3.33461808168842,TRUE
"818","X1989",145,5.97061840060084,TRUE
"819","X1990",145,0,FALSE
"820","X1991",145,0,FALSE
"821","X1992",145,0,FALSE
"822","X1993",145,4.95620403315501,TRUE
"823","X1994",145,0,FALSE
"824","X1995",145,0,FALSE
"825","X1996",145,0,FALSE
"826","X1997",145,0,FALSE
"827","X1998",145,3,FALSE
"828","X1999",145,0,FALSE
"829","X2000",145,0,FALSE
"830","X2001",145,3,FALSE
"831","X2002",145,0,FALSE
"832","X2003",145,0,FALSE
"833","X2004",145,0,FALSE
"834","X2005",145,154,FALSE
"835","X2006",145,0,FALSE
"836","X2007",145,0,FALSE
"837","X2008",145,0,FALSE
"838","X2009",145,0,FALSE
"839","X2010",145,0,FALSE
"840","X2011",145,0,FALSE
"841","X2012",145,0,FALSE
"842","X2013",145,0,FALSE
