"","Chain.1","Chain.2","Chain.3"
"2011000",12.8666316938506,4.12320471545214,2.48909267159211
"2012000",4.42968705329069,2.72387256644374,3.45567538296842
"2013000",2.3908446811703,3.68918261268018,7.26405275788263
"2014000",2.76170466694129,3.42279587890632,2.6883984235114
"2015000",3.05076623773591,1.87122128133198,2.31753775622737
"2016000",3.68922006519127,2.49803918779754,2.3120883986639
"2017000",1.75897851209437,4.28704002570354,2.15024859159849
"2018000",2.29492296923954,1.92193085358579,2.58989338280146
"2019000",5.14924791072117,1.94687779479113,2.61908347304326
"2020000",1.62679484934592,3.88042045112841,2.64324676643929
"2021000",4.6900041091498,2.50172748774652,1.96891051660948
"2022000",2.14489659325359,3.21056097872918,2.71155116818194
"2023000",2.2051113850807,2.67305794273995,2.54957433889019
"2024000",3.45615666256938,3.67549343858911,2.24029366003879
"2025000",2.14951318363467,2.68161220323528,2.11957543781871
"2026000",2.66015155889198,2.33426628454944,2.2312973965238
"2027000",2.85451326841442,2.60489278353678,2.74917061542939
"2028000",2.73415513412854,2.62655892086662,1.76993422604827
"2029000",1.69754849726815,3.36193589726322,2.98545525170123
"2030000",2.96388654162628,2.80584755330994,2.55493132545267
"2031000",3.67290427163517,2.74709033042266,3.1043226601426
"2032000",3.57766152398777,2.92261968549309,3.40693484441291
"2033000",2.82925831221498,3.28071273156336,2.89143376316618
"2034000",2.20338939093348,2.47535775794584,2.99988462625747
"2035000",1.90389195115222,3.12414683967891,2.83942626309863
"2036000",3.01947530476474,3.98132213279648,2.50974158010329
"2037000",2.7574928003497,3.8936386676132,3.76625851317939
"2038000",4.27175286662313,2.48579148577379,2.9731944942717
"2039000",2.51043953458089,2.69183206574823,3.35913521543235
"2040000",2.21236424157613,1.57536970502522,2.81935895140116
"2041000",3.66289977653498,2.88407052922911,4.59062022808747
"2042000",2.39442307412349,2.96556017822533,2.5704489444627
"2043000",3.60293804523366,2.69289234766595,2.06868665696146
"2044000",2.1451631794233,2.48127207311409,3.48840746545357
"2045000",2.00510817778741,3.17638280212696,3.16181413118919
"2046000",3.10972339715053,4.30754186558755,2.75395924597416
"2047000",2.61916351331391,3.35885763117998,2.68234319264902
"2048000",2.03965399663856,3.06358108553121,2.67595435471573
"2049000",5.54891349625947,2.75653069514,2.49207210581455
"2050000",2.01768542091393,3.07875052287919,3.51403057816678
"2051000",3.13602677743056,2.68407168766526,2.19037810194344
"2052000",1.46661967436608,3.09260348159345,2.5568681919461
"2053000",2.39626279960966,3.02816562810093,2.393609659122
"2054000",3.5442286663061,1.95399382187865,1.94030922022485
"2055000",2.78130029814929,2.97869619815206,3.08749802631977
"2056000",2.80746571397765,1.78654280953975,3.26367927832002
"2057000",3.41837714930186,2.96593805196186,2.91316929110456
"2058000",3.04509562704226,3.17258625763204,2.72917365782097
"2059000",2.58170070749087,4.22171073150521,1.52633301824707
"2060000",3.87191371149553,2.0038314660983,2.4175141727117
"2061000",2.99316637615148,3.00656164371433,2.33490801814527
"2062000",2.52395931164084,3.2478609027355,3.25183140638618
"2063000",1.7508049305991,2.12097538427549,3.02976839554628
"2064000",4.97765444023286,3.25196718578328,4.89802606151165
"2065000",1.59648259095719,2.91149798369112,3.13936903110496
"2066000",3.70486273416266,4.20165723845611,3.59036035774398
"2067000",1.93011425993113,2.53390291420727,3.83217825624383
"2068000",4.24314264588078,2.62211853124513,3.37017687503668
"2069000",1.9090396854954,3.46238676654857,2.42147031332692
"2070000",2.50974542164479,2.82587256515915,1.94307574885246
"2071000",1.82644331181876,2.0899033397422,2.7665320326731
"2072000",3.11067496469726,2.14132604247289,3.69638724310748
"2073000",3.69291231610594,3.41795378416449,4.6655362949976
"2074000",2.85214040594409,1.69238215326456,4.69570866608221
"2075000",3.14497840978795,4.56575886705913,2.93891564081717
"2076000",2.86267466736563,2.19960522944383,2.7161238795174
"2077000",3.46099477452641,3.47828877525435,2.19782365589661
"2078000",3.61838164451921,3.96868819242113,2.66741962633929
"2079000",3.69800660562814,3.83438679454785,1.30340470776218
"2080000",3.88912041167918,3.23941499216776,3.79544722680734
"2081000",3.59854100651546,2.34435139710765,3.847750363571
"2082000",2.74581985778833,2.70800525842264,4.79689470393001
"2083000",4.34410984450473,3.05078914682433,3.17509729562068
"2084000",2.43814592150589,2.82761573425934,2.51313115927789
"2085000",1.05874115415869,3.08677066164229,1.75683222046643
"2086000",3.54863423688235,3.69420899243749,3.53763406157231
"2087000",2.34099973235727,3.24352053957138,2.72428477638689
