"","Mean","SD","Time-series SE","2.5%","50%","97.5%"
"S[9]",171081.349597818,19602.572207332,387.693570583916,135193.57196423,169872.006162409,211900.693289081
"S[10]",81143.1609122654,9693.39335148022,187.766924700554,63251.3850590576,80548.3592965504,101232.010268234
"S[11]",33003.3994422533,2663.05375166709,48.5692690842356,28240.782272593,32861.1588686268,38741.9655577775
"S[12]",68130.7017363256,7943.55554539217,144.970515655347,53894.2878554623,67669.6536288597,85387.6525669581
"S[13]",39959.2832422036,4741.39299919411,84.9535629043511,31514.6716141737,39706.1578449625,49684.9784102382
"S[14]",191419.415148352,15212.406116216,277.541782485995,163797.389870389,190607.030122508,222996.28703669
"S[15]",82795.2999567333,6711.83203350155,133.168267323706,70257.235113717,82628.5132981131,97204.282027234
"S[16]",71133.1934385512,5749.97280928882,108.537129828727,60714.7330146041,70907.4042199585,83022.3826125474
"S[17]",131013.44259223,10398.6220678863,192.050935674549,112281.500835165,130688.399868929,152825.647746368
"S[18]",285079.370126485,23045.6573134278,427.720260056817,242572.496835045,284464.309463085,332524.81027845
"S[19]",107881.67656146,9214.80468293251,168.951128834522,90756.7466568122,107672.358080124,126828.020479629
"S[20]",99719.1172320489,8481.08423420641,152.481318979348,83866.3497225848,99226.3541130798,117478.958091923
"S[21]",162264.372024765,17191.4764983557,329.412708393214,129919.32308778,161527.292562053,197843.591783091
"S[22]",152290.08337273,16362.6687529818,288.878255176536,123124.026550954,150910.652662333,187739.638898202
"S[23]",134798.538333137,13481.2989383603,252.508364468493,110271.713046824,133998.15355407,163565.931624004
"S[24]",157306.190058287,9830.26413386331,179.511509053229,138891.650423837,157258.94263724,177450.029078
"S[25]",67149.6576059812,4945.486968195,91.2769366981871,57920.0529620874,67054.19392577,77321.891005883
"S[26]",67166.9653834902,5252.55620735864,95.9019862176245,57480.3095858431,67020.8752296871,78017.7272514178
"S[27]",90955.0974826776,9153.89570837576,167.162606674633,74302.2904341462,90343.1865117783,109579.495285479
"S[28]",74357.2535257768,5707.0781334632,106.424191598916,63630.2814115092,74195.539893573,86278.606431699
"S[29]",77448.3795298496,5396.27740550245,98.5300655215955,67633.4564439129,77212.4008359199,88514.3159875325
"S[30]",54062.6800998434,5382.58845278785,104.098079743137,44188.2455927656,53862.237737259,65467.9014314116
"S[31]",53160.564888654,6751.38328691268,131.069085412015,40909.1327331215,52735.0560543664,67081.1323343734
"S[32]",39088.4538782898,3363.40661003571,61.3610425340344,33007.9026608056,38964.1919745095,46050.5793146698
"S[33]",76940.4862935839,5784.14603685961,105.590682775277,65837.1984075501,76833.0621877186,88549.9726357141
"S[34]",154180.471407772,7088.80502779637,129.427369397923,141243.254335193,153965.498881715,168903.934769041
"S[35]",57864.5517250218,2562.93610932886,46.7964509311733,53023.1682579773,57769.1275030246,62952.777212739
"S[36]",65292.3892096953,2867.85210208494,56.6239549752394,60184.8436241779,65234.0083656283,71300.322135856
"S[37]",114029.015789277,8083.35941337426,143.050956055325,98876.7830541974,113769.031855042,130694.689904329
"S[38]",127241.415006233,9231.56165679107,179.732968379169,110345.423856572,126877.151656102,146315.480183917
"S[39]",77815.908293343,3679.12461939063,70.2300086400323,70950.3549976426,77733.0210713922,85373.4192281237
"S[40]",94073.5700670713,8693.359639907,155.20840654576,78121.8884652328,93590.9033047288,112509.200449631
"S[41]",71738.3007301535,4998.26900910567,91.272524046566,61993.646511489,71474.3256138595,81804.6198078313
"S.eq.c",328158.719104306,1018739.89047147,18602.0576721851,160890.696687296,250580.955728209,787200.123363306
"S.eq.c2",328158.719104306,1018739.89047147,18602.0576721851,160890.696687296,250580.955728209,787200.123363306
"S.max",266821.233668461,602267.433330428,10995.9642570748,110838.670334342,199352.753941666,695366.053320057
"S.msy.c",130954.750912776,313625.457397325,5726.72323266977,65875.2675655681,102521.428500098,307836.939750483
"S.msy.c2",131919.022265432,321797.225224131,5875.94666420124,66246.8719321061,102905.773303233,311509.541138182
"U.max.c2",0.712547830385189,0.0890385251233587,0.00161540722429684,0.517423590022613,0.720864347286649,0.868515397791939
"U.msy.c",0.522563142735106,0.100937323134214,0.00178536626622537,0.326207235772629,0.523991362870827,0.726111632399758
"U.msy.c2",0.524751117107288,0.099936833877314,0.00181204966153092,0.330494050518453,0.525693266260067,0.724115306955796
"alpha",2.98481833508655,0.974450716257123,0.0170276914016499,1.54625517991184,2.85598755100505,5.29585899631312
"beta",0.00000507362026856864,0.00000191791875653324,0.000000035003844460025,0.00000143809906989789,0.00000501623372507551,0.00000902212195507365
"gam",-0.0000000573266041987651,0.000000107680394355663,0.00000000195847604870749,-0.000000265751536361169,-0.000000056924654203693,0.000000147278325436186
"lnalpha",1.04560822206835,0.30778068401119,0.00540553991984113,0.435835895742521,1.04941768508966,1.66692519367787
"lnalpha.c",1.30304120446971,0.379975220159287,0.0069013907614595,0.728616008728036,1.27605740488318,2.02886754686378
"log.qS.mr[1]",11.9236603870507,0.0694573368771289,0.00126822504620448,11.7889078923266,11.9246734196134,12.0601582248961
"log.qS.mr[2]",11.6577672140753,0.108346288136001,0.00202257512425551,11.4478489707961,11.6569722782972,11.8659336181238
"log.qS.mr[3]",11.8895284293959,0.0692546265952567,0.00126434291656941,11.7514810697238,11.8891515611765,12.0262526631903
"log.qS.mr[4]",12.0639103463256,0.0684058388182445,0.0012492574575544,11.926615839147,12.0665215548842,12.1933955860131
"log.qS.mr[5]",12.2984537974854,0.104502993738326,0.00194330730816246,12.0950402294844,12.299355351262,12.5070214192573
"log.qS.mr[6]",12.1170990312964,0.0691955703811548,0.00129461617826027,11.9829351018448,12.1154515649875,12.2519137112645
"log.qS.mr[7]",12.0970536526156,0.186339205471211,0.00340176415472931,11.7282651119862,12.0990604118331,12.4751313023038
"log.qS.mr[8]",12.5395091411797,0.106487287578806,0.00188071492319905,12.3270164508287,12.5408557704333,12.7507541614805
"log.qS.mr[9]",12.5027328981054,0.107206691606046,0.00205031020883376,12.2891491697941,12.5024766001353,12.709066524078
"log.qS.mr[10]",11.7562158914445,0.111613736723346,0.00213380975175072,11.5292837333997,11.7571441073625,11.9648633897647
"log.qS.mr[11]",10.8605114175347,0.0682458774200535,0.00124474884983581,10.7269758697923,10.8610461164941,10.9923221407269
"log.qS.mr[12]",11.5817878908349,0.109261890175412,0.00199427825620519,11.3727327893182,11.5797932412809,11.7993541238625
"log.qS.mr[13]",11.0480203566073,0.11038434303383,0.00197374615845799,10.831845566883,11.0468022637423,11.2625143129546
"log.qS.mr[14]",12.61845084768,0.0677269602652383,0.00121410459157334,12.4846899155196,12.6186984625656,12.7492716309372
"log.qS.mr[15]",11.7802212182606,0.0688777405517516,0.00137583279437698,11.6415768690003,11.7813488485309,11.9173835555092
"log.qS.mr[16]",11.6284298655964,0.0687357677212563,0.00122980063631545,11.4911329115634,11.628419498764,11.7625193578538
"log.qS.mr[17]",12.2392977713946,0.0679810858187536,0.00128652583648131,12.1082638382804,12.2385289714735,12.3753024862255
"log.qS.mr[18]",13.0166387989038,0.0683175735669047,0.00124695009362908,12.88638646362,13.0169972338119,13.1512576465659
"log.qS.mr[19]",12.0445222150054,0.0741439718473078,0.0014677253393723,11.8933238343306,12.0441430293816,12.1898066833511
"log.qS.mr[20]",11.965884801549,0.0735235485456749,0.00131333227515116,11.8226757021356,11.9655435362712,12.1098576980388
"log.qS.mr[21]",12.4507547110519,0.0969792438066454,0.00188287166312679,12.2548151878728,12.4518043117733,12.6397426961923
"log.qS.mr[22]",12.3871952293433,0.0978696988334667,0.00171887012343093,12.1969946523369,12.3853814256181,12.579726916897
"log.qS.mr[23]",12.2659343077229,0.0905858334957346,0.00172034843281615,12.0813284381235,12.2661786658498,12.4409939316401
"log.qS.mr[24]",12.4233707499007,0.0447507143538412,0.000832773247263888,12.3353696495738,12.4230375076285,12.5127132351061
"log.qS.mr[25]",11.5713485309325,0.0607523997497128,0.00109070076839495,11.44993971386,11.5721233007531,11.6903741802918
"log.qS.mr[26]",11.5712642543963,0.0655717246044248,0.00122609587859606,11.4438790769369,11.5714736787192,11.7028784591649
"log.qS.mr[27]",11.8724591559679,0.0912337539208774,0.00166619763209819,11.692875376524,11.8731092127039,12.0461866467506
"log.qS.mr[28]",11.6730720279782,0.0648483041884751,0.0011838468281672,11.543281417877,11.672296231274,11.7983335740452
"log.qS.mr[29]",11.7143204974353,0.0564026628824725,0.00102984385223038,11.6060823626355,11.7125470545045,11.8264581133285
"log.qS.mr[30]",11.3523205085798,0.0886794218730986,0.00161897236327024,11.1737313690996,11.3538639631078,11.5252337309161
"log.qS.mr[31]",11.3324519838943,0.119332518197636,0.00230039722203329,11.1015691943446,11.3299951743607,11.5665701303744
"log.qS.mr[32]",11.029264630104,0.074482539780816,0.00133638386557203,10.8835864610512,11.0301205948043,11.1730574568368
"log.qS.mr[33]",11.7073358707837,0.0752319607426888,0.00137335997597681,11.5581712109774,11.7067937325956,11.8548774122468
"log.qS.mr[34]",12.4041957259284,0.0585003727389022,0.00114996660456463,12.2885004877606,12.4026517879176,12.5201681240539
"log.qS.mr[35]",11.4242529208623,0.0540290072557625,0.000986588966091061,11.3198074053399,11.4238720852066,11.5323389529059
"log.qS.mr[36]",11.5450425885328,0.0518516319092122,0.000974515593436768,11.4428272308012,11.5450038696584,11.6433426328858
"log.qS.mr[37]",12.1010771760019,0.0712175957605522,0.00123686676465265,11.960998671997,12.1004883915756,12.2431935013745
"log.qS.mr[38]",12.2105916464693,0.0723022880586551,0.00134161192102903,12.0696544204603,12.2091777323304,12.3525233069453
"log.qS.mr[39]",11.7203579512438,0.0583290276958203,0.00109107168345564,11.6067987737609,11.7207123596888,11.8315587191688
"log.qS.mr[40]",11.9069516845893,0.085429737035575,0.00155976946207606,11.7387252229646,11.9064002421111,12.077552546392
"log.qS.mr[41]",11.637731054958,0.0677895523097261,0.00120885762999888,11.507973092127,11.6373898533121,11.7708093849071
"log.qS.weir[1]",11.1512718367194,0.0509054030882894,0.000929333666236312,11.0510440459448,11.151068936462,11.2523140056578
"log.qS.weir[2]",10.885378663744,0.0979437252966563,0.00178819737984011,10.6943194349193,10.8854322174781,11.0772689091984
"log.qS.weir[3]",11.1171398790646,0.0501579041091453,0.00093634982182424,11.0160904384882,11.1173011356929,11.2139557753887
"log.qS.weir[4]",11.2915217959943,0.0505707424181631,0.000948347702400267,11.1907519654867,11.2920291117717,11.3883671254377
"log.qS.weir[5]",11.5260652471541,0.0939671933646038,0.00171371326667957,11.3398505952324,11.5260595789794,11.7115656662056
"log.qS.weir[6]",11.3447104809651,0.0495873045735886,0.000907905833673292,11.2489394775805,11.3443553044851,11.4405958830476
"log.qS.weir[7]",11.3246651022843,0.181238047563801,0.00330828090172129,10.9630142705195,11.3219705606857,11.6865777804823
"log.qS.weir[8]",11.7671205908484,0.0961983722804892,0.00175668206292105,11.5804782059701,11.7674595483188,11.954221218144
"log.qS.weir[9]",11.7303443477741,0.0964446696901948,0.00181646892137896,11.5411470966308,11.731024657496,11.9169879061253
"log.qS.weir[10]",10.9838273411132,0.101257699955421,0.00192135051835766,10.7820189516981,10.9852033038031,11.1785176738003
"log.qS.weir[11]",10.0881228672033,0.0502447582501368,0.000916447258948415,9.99041637703462,10.0881291445588,10.188161344825
"log.qS.weir[12]",10.8093993405036,0.097672417956647,0.0017830235898854,10.6200918386844,10.8094249239895,11.0039447553001
"log.qS.weir[13]",10.275631806276,0.0996940783231595,0.00169578119955456,10.0823579419184,10.2736139390602,10.4747538448756
"log.qS.weir[14]",11.8460622973487,0.0489980680243297,0.00088166128756952,11.7519967396283,11.8460825342132,11.9421423306467
"log.qS.weir[15]",11.0078326679293,0.0500050007329667,0.000933537402519585,10.9078178759413,11.0084321424523,11.1049925662634
"log.qS.weir[16]",10.8560413152651,0.050038490740988,0.000913701662788172,10.7563470855975,10.8564189364119,10.9498621281821
"log.qS.weir[17]",11.4669092210633,0.0492526824608969,0.000899435023456876,11.3700276397671,11.4666180868085,11.562918604149
"log.qS.weir[18]",12.2442502485725,0.04930003976802,0.000913649909038657,12.151625121447,12.2439738804323,12.3415486394042
"log.qS.weir[19]",11.2721336646741,0.0736626733118944,0.00138595050233523,11.1258110924755,11.2741403512118,11.4126206627453
"log.qS.weir[20]",11.1934962512176,0.0742833143834696,0.0013234760586846,11.0468184001613,11.1930900476989,11.3431016838876
"log.qS.weir[21]",11.6783661607206,0.107976074107503,0.00205666845582398,11.462635763922,11.6801946420341,11.8764931606992
"log.qS.weir[22]",11.614806679012,0.107667889189184,0.00186247619293286,11.4047444839169,11.616454534093,11.8259326817341
"log.qS.weir[23]",11.4935457573916,0.102215973149311,0.00190697933699252,11.2916766870747,11.4950511236843,11.6967757353717
"log.qS.weir[24]",11.6509821995694,0.0578567227532774,0.00105632846828835,11.5378130352227,11.6510231298697,11.7673151875839
"log.qS.weir[25]",10.7989599806011,0.0460536812448449,0.000814811813531911,10.7096499531976,10.7993884439511,10.8882654487655
"log.qS.weir[26]",10.798875704065,0.0770760477643221,0.00146115540725599,10.6490678451695,10.799710541289,10.9501283441145
"log.qS.weir[27]",11.1000706056366,0.086591709125613,0.00154276875775229,10.9310159233782,11.1006596838137,11.2670335058821
"log.qS.weir[28]",10.9006834776468,0.076855090819769,0.00144633380591325,10.7476395125334,10.9007049300363,11.04739940382
"log.qS.weir[29]",10.941931947104,0.0689882059665024,0.00123781347983863,10.8107880747514,10.9407837914519,11.0800848260553
"log.qS.weir[30]",10.5799319582484,0.0954649902183258,0.0017938434593323,10.3893025518064,10.581612965398,10.7629783577369
"log.qS.weir[31]",10.560063433563,0.12093990578615,0.00229730596362041,10.3319042360094,10.5579249572247,10.8048363355239
"log.qS.weir[32]",10.2568760797727,0.0734005094940925,0.00133937667966167,10.1139445820779,10.2574270324964,10.3965273697841
"log.qS.weir[33]",10.9349473204523,0.0875981767401879,0.00159874670600039,10.7611941695254,10.9363808299364,11.1078031205892
"log.qS.weir[34]",11.631807175597,0.0750671449447228,0.00139216453681046,11.4889220575227,11.6290435213452,11.7811384604288
"log.qS.weir[35]",10.6518643705309,0.0716082763017119,0.00133421599656222,10.510828404438,10.6504775234668,10.7906760979921
"log.qS.weir[36]",10.7726540382015,0.0708047376642642,0.00129313079168539,10.6359158464885,10.7714197090236,10.912313542683
"log.qS.weir[37]",11.3286886256706,0.0837954400995217,0.00156860696081663,11.1631688792183,11.3279116133955,11.4901260388906
"log.qS.weir[38]",11.4382030961379,0.085986180225635,0.00159653789714315,11.26748250161,11.437939129357,11.6110344854274
"log.qS.weir[39]",10.9479694009125,0.0736309406767937,0.00136540570536239,10.8031267562388,10.9484469901143,11.0916761650572
"log.qS.weir[40]",11.134563134258,0.0973750860367601,0.00177773815995179,10.9454757758831,11.1350760221843,11.3286928757606
"log.qS.weir[41]",10.8653425046266,0.0823107937633012,0.00146841007743776,10.7070209197992,10.863779163679,11.0258834472049
"log.resid[7]",0.200403830553149,0.256117822530273,0.00467753664877844,-0.318984298712426,0.196917522014774,0.740931532948002
"log.resid[8]",0.539374901826506,0.265349277005234,0.00463574571981306,0.0259678927216346,0.535384960855125,1.07518718545806
"log.resid[9]",0.409852777849373,0.258730531188084,0.00472531543756803,-0.0918294327773111,0.406564753207587,0.940332879990266
"log.resid[10]",0.611239668781837,0.248411773285124,0.00453656419832672,0.130271052497867,0.607748120701845,1.10558858553441
"log.resid[11]",0.0757140653735807,0.262808130238803,0.00467372656359779,-0.443945956026655,0.0764984020465809,0.594657209380767
"log.resid[12]",-0.345908640597307,0.257939334668393,0.00471026972713571,-0.860473122804129,-0.346341184999616,0.169820214644971
"log.resid[13]",-0.201054444872989,0.263699299788785,0.00481586339422159,-0.731323692567611,-0.19997477371022,0.330834150726095
"log.resid[14]",-0.276123937106242,0.298344121001788,0.00544719334818362,-0.868270284513964,-0.270951580528153,0.305546557821508
"log.resid[15]",0.606916811196608,0.279068594181094,0.00501320934796573,0.0275466706902839,0.612600767914001,1.1586103426407
"log.resid[16]",0.125710521798063,0.264940436929926,0.00475661440685686,-0.401218910565894,0.116703329126389,0.67771300370751
"log.resid[17]",0.842281792425874,0.283180043259502,0.00503487172542564,0.278732073208466,0.839272135494301,1.42277447179597
"log.resid[18]",0.937423604912782,0.26514368133798,0.00495187598878924,0.412397350569803,0.940095280971031,1.47687396795797
"log.resid[19]",0.999944303660313,0.284825757564018,0.00502824831612237,0.43329419873973,0.995168849222831,1.56430778653174
"log.resid[20]",0.105027223849889,0.296832737224276,0.00531482740706853,-0.487374873611212,0.111847924006717,0.675535828482415
"log.resid[21]",0.0586077961314818,0.317398970333528,0.00591389835332033,-0.567433468703884,0.0575865825899236,0.683319211822971
"log.resid[22]",0.594334354735045,0.335089828754855,0.00600164918716872,-0.181057547330816,0.618990620772084,1.19251355580978
"log.resid[23]",0.0570730010475038,0.373672636728359,0.00644141068944317,-0.72441844573911,0.0787704195726642,0.748797663165532
"log.resid[24]",0.505729527405598,0.433211236770578,0.00839050854404331,-0.38777183676747,0.50580366172448,1.32273667608074
"log.resid[25]",0.0967104756288649,0.581575523991112,0.0106211337903591,-1.0871825638073,0.122833795703278,1.16728946002017
"log.resid[26]",-1.31783282492838,0.37138847741387,0.00678135702714988,-2.10781932582275,-1.28826245727749,-0.657737307429228
"log.resid[27]",-0.35664122802956,0.430555138912894,0.00746283467510153,-1.28845517724718,-0.328323217144401,0.402890955806136
"log.resid[28]",-0.463983631208854,0.409369010384072,0.0076031113557026,-1.34653374363161,-0.439318981738683,0.268072167838513
"log.resid[29]",-0.888998481967213,0.267971089491536,0.00480880258136832,-1.41978973681789,-0.881628585414175,-0.399284550706369
"log.resid[30]",-0.40593087502491,0.268383847339801,0.00490078621855204,-0.948104491446918,-0.40351147385592,0.107110436004867
"log.resid[31]",-0.831436550069853,0.264487193004198,0.00459408417408408,-1.36748294867969,-0.832876101765994,-0.287455674530593
"log.resid[32]",-0.889938652221266,0.346168863866311,0.00632161778845176,-1.62192022504686,-0.870047288904681,-0.27384598915729
"log.resid[33]",-1.23220426618763,0.26166092345671,0.00467789142767976,-1.74907040813428,-1.23433356136185,-0.72274244537767
"log.resid[34]",0.105829605133811,0.260295298847406,0.00475325574964173,-0.384409415352628,0.108147021363941,0.617142543079813
"log.resid[35]",0.427129947967933,0.252798702914582,0.00454103785413524,-0.0737074436030705,0.422423835910958,0.943619007317383
"log.resid[36]",-0.61059561732693,0.278641281363685,0.00496860775678745,-1.15258067453951,-0.61575167616382,-0.026161517947286
"log.resid[37]",-0.274571908193916,0.28374615231528,0.00505495601222572,-0.825354686835359,-0.283977511928803,0.308818262920041
"log.resid[38]",0.884699274430722,0.276218299223896,0.00489814484073774,0.34653755948475,0.87857949731444,1.45558821799019
"log.resid[39]",0.0830871946778771,0.260097327102145,0.00475028344166945,-0.422285772236422,0.079440752146489,0.615389797167634
"log.resid[40]",-0.0112299627676823,0.265155485126737,0.00464098933030376,-0.537322747339198,-0.00685678238084275,0.525361486229858
"log.resid[41]",-0.360035055395235,0.277008921879337,0.00491655888950013,-0.915167780910402,-0.368386472951037,0.197463593395938
"log.resid[42]",-0.131934902164984,0.297443073006346,0.00537802615303495,-0.712559047008445,-0.131543719941409,0.483733616738548
"log.resid[43]",-0.17903381484834,0.542761904892747,0.00991047814623262,-1.25022308436951,-0.173387067206979,0.882392379008854
"log.resid.0",0.0963430820635957,0.611658514567191,0.0107788222124095,-1.09460973710978,0.0977373736411582,1.27202606301623
"mean.log.RO",12.009988415008,0.141079198558233,0.0025750655954547,11.7126514648159,12.0145017743554,12.2855223800502
"mu.Hbelow[1]",0.382436964264517,0.030653103852627,0.000559820971059729,0.324411497227594,0.382526444093917,0.445579767687448
"mu.Hbelow[2]",0.371031527349928,0.0362001498416518,0.000677792942875128,0.303272938746811,0.37006737343882,0.445629446838716
"mu.Hbelow[3]",0.490573120415477,0.0311503805384925,0.000568429544633035,0.429294541147549,0.491160624359238,0.550072507855792
"mu.Hbelow[4]",0.506954460335256,0.0307671246952112,0.000561782265124558,0.446304646075552,0.507019905238104,0.564595989924506
"mu.Hbelow[5]",0.187064986720527,0.0229361389392832,0.000418576246311595,0.144337938388995,0.186089988968442,0.234863457964733
"mu.Hbelow[6]",0.299940259499474,0.0271429542568205,0.000514982168562578,0.248252653901015,0.300097666889159,0.353143494803238
"mu.Hbelow[7]",0.525629523957558,0.05281704976763,0.000953987106116729,0.419592607163958,0.525755321528208,0.629353369091378
"mu.Hbelow[8]",0.408073136328403,0.0367999410957688,0.000675144955617378,0.337827963935244,0.407593951270711,0.481799599041176
"mu.Hbelow[9]",0.372157020049756,0.0353950606012028,0.000626408063787405,0.305480359448503,0.371640971260562,0.44338128453196
"mu.Hbelow[10]",0.6253862859406,0.0365499808605525,0.000682454802213024,0.553601433104131,0.626031874019806,0.695703234953403
"mu.Hbelow[11]",0.83034485897876,0.0171226966186338,0.000312490839362539,0.794212740537842,0.83099596470406,0.861462349698371
"mu.Hbelow[12]",0.509522080356649,0.0385883292365607,0.00072052217457277,0.432551135969114,0.508883142330538,0.585111504993153
"mu.Hbelow[13]",0.668269733271787,0.0342879956219113,0.000625629530042623,0.598201058462564,0.669398547203838,0.731156882962613
"mu.Hbelow[14]",0.440717723240641,0.0308842314325415,0.000549662455515253,0.382149931347493,0.440589674204366,0.501133661904724
"mu.Hbelow[15]",0.64561772174238,0.02912684487245,0.000544242009957243,0.586684321369018,0.646630759887233,0.701472452401581
"mu.Hbelow[16]",0.470530197678631,0.0317822898990699,0.000597573014911643,0.409331378674163,0.47019325297341,0.533488782555369
"mu.Hbelow[17]",0.462611071367369,0.0308463581598916,0.000553303656412465,0.401811062284278,0.462281895788657,0.522593179711538
"mu.Hbelow[18]",0.263623654589107,0.0247242443288819,0.000451422943663684,0.216993559967719,0.263383706254882,0.313366471491814
"mu.Hbelow[19]",0.541342477303341,0.0323520371297566,0.000590773779858705,0.477582794860762,0.541314932298352,0.605369541051173
"mu.Hbelow[20]",0.413865618570521,0.0317425142792743,0.000569507310749163,0.353601624834624,0.413294760229927,0.476406540451922
"mu.Hbelow[21]",0.378638370458764,0.0339506378719602,0.000629984862949376,0.314911008390405,0.378101887239324,0.448255791706114
"mu.Hbelow[22]",0.329880921589562,0.0320188278475297,0.000562928240920828,0.266882357016461,0.329105145381993,0.394753498958831
"mu.Hbelow[23]",0.459796580850969,0.0350092658667822,0.000668830404433801,0.389995426382192,0.45974146192333,0.528395010827774
"mu.Hbelow[24]",0.484189910454238,0.0285593181194457,0.000521551774633441,0.426648196504,0.483770083896023,0.540827257860826
"mu.Hbelow[25]",0.543506199508746,0.0306945850880751,0.000590900192866754,0.483471955633882,0.543054804447431,0.604456765243775
"mu.Hbelow[26]",0.472154192500341,0.0309406135311115,0.000564881120124194,0.412311660004992,0.471928763904361,0.534311091902671
"mu.Hbelow[27]",0.347451578557732,0.0323603790260722,0.000609495816360038,0.286536224331108,0.347254682843856,0.413811077587034
"mu.Hbelow[28]",0.402419300834693,0.0298032203763776,0.000543760716245417,0.343158602442602,0.40285139798687,0.460749878358968
"mu.Hbelow[29]",0.394693600957214,0.0285184995334542,0.000520801833727684,0.338298625926405,0.394253975205342,0.451496938150674
"mu.Hbelow[30]",0.302250882972388,0.0301934943886434,0.000551389351805525,0.247258224808765,0.301608738543404,0.363849408236864
"mu.Hbelow[31]",0.234083121289723,0.0292214246630267,0.000561149186507819,0.181002777625833,0.232658141277972,0.294775667022928
"mu.Hbelow[32]",0.271219297916313,0.0261304697525059,0.000465050485788557,0.222835544565916,0.270698801468717,0.325388800114416
"mu.Hbelow[33]",0.228177275698767,0.0221879729314466,0.000405124344024688,0.187514111285666,0.227292124356613,0.273773073929925
"mu.Hbelow[34]",0.350795790809914,0.0243420796612636,0.0004445416966585,0.304884501096551,0.35048611134596,0.400822696885526
"mu.Hbelow[35]",0.4591331775566,0.0270749174243849,0.000494481726120811,0.406071086989275,0.458763264397937,0.512279219863281
"mu.Hbelow[36]",0.19524997267189,0.0171923908928872,0.00030625426938371,0.161980059301898,0.194548778191561,0.229776065031992
"mu.Hbelow[37]",0.32519141447355,0.0267493862248805,0.000524234612219913,0.275676855432601,0.324161911156541,0.378755186548356
"mu.Hbelow[38]",0.371467646768741,0.0278127419100691,0.000530124315446141,0.317518208167158,0.371175294679503,0.42522015934251
"mu.Hbelow[39]",0.515721569883874,0.0275565316684572,0.000502807033704763,0.46156895525963,0.515913422073979,0.570118763428779
"mu.Hbelow[40]",0.263996605538905,0.0260720781824094,0.000503063756103574,0.215877397406933,0.263568529271309,0.316612949389202
"mu.Hbelow[41]",0.33605573663252,0.0271415812047173,0.000495652442252977,0.284924621219501,0.335956224619864,0.390497001612619
"p[1,1]",0.0506387403644314,0.0420347781929404,0.000767685203767842,0.00295482605042525,0.0393921044822828,0.158944984312804
"p[2,1]",0.0505397261610725,0.0437327664979052,0.000782775503989307,0.00250381571209242,0.0384926123387045,0.163083406511075
"p[3,1]",0.0512026269946184,0.0191231118607536,0.000357750080711966,0.0205183060441571,0.0489340257835854,0.0935037279096614
"p[4,1]",0.023337822741088,0.0109515682272354,0.000204364303130211,0.00675174302540947,0.0219282885414242,0.0496257646843861
"p[5,1]",0.0447286002918416,0.0155609295482652,0.000284169470926463,0.0197022885057378,0.0426842977020079,0.0790496011604962
"p[6,1]",0.0317821050717352,0.0166522341361753,0.00029663373360892,0.00753980900898571,0.0291850877100995,0.0707543693429532
"p[7,1]",0.0218290559081545,0.0118667222865916,0.000216646837134853,0.00523025678657454,0.0194390932179645,0.0496710807181346
"p[8,1]",0.0124967997908868,0.00805313297730142,0.000145267870852162,0.00191627001068901,0.010898609246095,0.0317714422222319
"p[9,1]",0.0337774723072059,0.0160683285360859,0.000288725657690622,0.0091857222185429,0.0314093058860251,0.0711001171774508
"p[10,1]",0.0472780002377757,0.0181538113423324,0.000321625058551514,0.0188566899662837,0.0452350867089431,0.0900878089713039
"p[11,1]",0.0307539746244691,0.0164082278251076,0.000294490281892428,0.00666301398084765,0.0277639138399212,0.0678685414887856
"p[12,1]",0.0357199455920478,0.0187339367897023,0.000335422734111273,0.00803492099537594,0.0327819725501811,0.0804041953367436
"p[13,1]",0.0320731237036527,0.0171919938912494,0.000313773570113211,0.00747049200825439,0.0291187877851738,0.0724157058993881
"p[14,1]",0.0305483709742962,0.0145250062297742,0.000265114368419572,0.00884875901133837,0.0281363408750193,0.0656246325750146
"p[15,1]",0.00905563487205517,0.00498027010104771,0.0000908826172739597,0.00197907593676436,0.00829775664616457,0.0210919250974313
"p[16,1]",0.031231024378191,0.0199267762263221,0.000363891783630014,0.00510675594874024,0.0274330640294998,0.0800947000801614
"p[17,1]",0.0204802448276591,0.0133542722498556,0.000248222286958891,0.00327353490983676,0.0177218057426791,0.0539613623978278
"p[18,1]",0.0107018325420512,0.00578432869561737,0.000104813011650178,0.00249966826464894,0.00953049765921243,0.0244461187384859
"p[19,1]",0.017664660521576,0.0114631146587846,0.000209344577981908,0.00256902539940006,0.0152342476228623,0.0461392929928921
"p[20,1]",0.0525220256468337,0.0238139521809071,0.000453181236169363,0.0158629052694162,0.049306165160332,0.106308683025965
"p[21,1]",0.0339546010516314,0.0190233204710668,0.000342084672278073,0.00725860531086266,0.0304840783474532,0.0792880065583159
"p[22,1]",0.0280555775541563,0.0135043002547319,0.000246617332651858,0.0090915682449066,0.0258470006892089,0.0605082483176764
"p[23,1]",0.0578460940534726,0.048971227018281,0.000848244385254839,0.00337827142235779,0.045029916903403,0.185701454168954
"p[24,1]",0.0407124975406226,0.0330799223843339,0.000580482974046405,0.0021635116106682,0.0324800427117945,0.123502777114387
"p[25,1]",0.0391319036264352,0.0332669848044174,0.000627400239778529,0.0017715476221353,0.0306810181680321,0.125020022277915
"p[26,1]",0.055618771890071,0.0354244601760095,0.000655107316495773,0.00827954048140213,0.0482681054883264,0.142490574730346
