"","Mean","SD","Time-series SE","2.5%","50%","97.5%"
"N[1]",154737.683222839,9759.50186363559,188.989446312963,136643.187426844,154254.611516222,174716.0150566
"N[2]",116657.997833702,9437.03089586226,186.474341501223,99236.5189512648,116242.845006818,136644.090230793
"N[3]",181399.744901923,11351.4779433275,197.53995970082,159241.066115565,181036.585020672,203982.079563283
"N[4]",223185.208419974,14548.5895712935,273.659873281633,196730.549267013,222647.038711498,253564.440023954
"N[5]",171267.816656045,16100.7314233704,300.748044766888,142263.596688294,170319.704806864,205924.450683864
"N[6]",165555.563937937,10452.995377629,198.126638923502,146687.386093543,165268.938785587,186887.597427555
"N[7]",241580.070880824,24803.9123851098,453.006055755774,198351.079207488,239605.516272903,295054.73840472
"N[8]",299386.690179893,23364.958242141,426.587061614487,255878.365296693,298838.450704182,347370.264089359
"N[9]",272033.61628996,21972.3627657217,407.777164075197,231314.324026266,271232.34616138,316372.988914863
"N[10]",216700.172708291,16111.2100266807,294.234872614107,186965.778028023,216463.293685645,248789.755443905
"N[11]",195534.341566242,15893.0578798023,290.259229338842,165748.496521083,194758.58334955,228545.543869522
"N[12]",138771.390812283,10151.0917450484,186.631309633916,120284.954294306,138225.912667904,159617.347305674
"N[13]",120608.750620149,9204.52910580506,171.452769156246,103982.924076012,120198.0159886,139686.15314125
"N[14]",342380.910223771,21485.4132428906,404.114396776983,303191.407646592,341926.014257647,386472.562306518
"N[15]",234223.95537768,16331.8850433868,292.235156137992,203702.822676231,233555.432182083,267669.507008494
"N[16]",134427.646598481,8564.13782342792,160.443596507712,118563.476851501,134253.130306177,151670.852296361
"N[17]",243919.915511076,15369.6060694229,282.558317739945,215987.671019832,243351.239511742,276079.478812693
"N[18]",386921.705547721,25304.1239404145,461.847600281535,338860.702915151,386516.745732635,441042.591617653
"N[19]",235465.580782717,15661.4701999306,323.001892751631,206318.832896806,235033.901685717,267400.255281928
"N[20]",170126.67283684,11056.9051575996,203.465587249512,150084.426048577,169548.765642496,192740.967091526
"N[21]",260813.374827581,19613.278202817,372.893558551063,223677.948217436,260236.210581309,301122.268423694
"N[22]",226927.091495017,17973.0657917106,318.539530507903,194801.547893313,225736.181588969,264707.772760297
"N[23]",249429.400766157,17480.3136329614,326.994733660627,217036.188442658,248489.6822743,285012.077644025
"N[24]",305346.882147909,17541.035978603,320.332963266942,272643.043676945,304560.871496087,341834.493046927
"N[25]",147327.53780557,9288.41873500303,169.571136627848,130529.943920081,146913.006690739,166406.716725929
"N[26]",127319.255277902,7810.85516433178,142.647526336658,112698.226391059,127243.580678491,143127.550659326
"N[27]",139230.720766523,10239.9347841342,186.945541051092,120332.156611393,138699.019342516,160582.954625457
"N[28]",124438.610791746,7388.20232810115,138.042124794308,110960.744678652,124084.253082053,139464.241580135
"N[29]",127988.063316551,7261.36127652593,136.121454785491,114497.034712595,127676.313282059,142748.033419398
"N[30]",77388.0363856111,5798.50613225818,114.631666355624,66687.3301121788,77189.3207497255,89675.9255948223
"N[31]",69245.3964953058,6894.31668903206,132.49797994671,56893.1664404329,68747.5955825924,83863.9711487441
"N[32]",53598.242361665,3679.47686435813,67.1555151979545,46819.8274801339,53477.0139193291,61186.8690586817
"N[33]",99640.0618255106,6213.4729282933,110.901216004047,87930.130839492,99556.3171924568,112048.918184283
"N[34]",237651.219207619,10751.1777256715,196.332598314916,217199.380194122,237231.775971368,259811.006716751
"N[35]",107159.787654288,5589.42006189597,102.057699703372,96698.1500789904,107049.699512539,118883.340260214
"N[36]",81140.5584022982,3282.10691544752,66.0777012923937,75244.4601292529,81035.7752363197,87873.556614273
"N[37]",168962.036403511,9593.18938052329,175.201947746292,151020.595098109,168662.407678466,188823.54182879
"N[38]",202445.496861513,11666.7463894391,205.536252576146,180326.397914206,201916.383243302,226851.112460776
"N[39]",161013.62618114,8946.57219187034,171.350007273297,144512.489546235,160650.742285452,179738.532697259
"N[40]",127688.899116527,9262.96270265804,166.27046540403,110561.224442172,127389.318801995,147381.421053544
"N[41]",108054.045465279,6174.47529234194,112.760602966379,96523.2641817377,107860.089858631,120391.872899003
"N.ya[1,1]",7606.13410635534,2986.19411164001,55.6807932406065,2970.15842840197,7165.84600434923,14238.735108134
"N.ya[2,1]",3958.3617764991,1883.29970383303,34.7296774029433,1130.47242818416,3690.15547876447,8471.74601280683
"N.ya[3,1]",10715.6731139753,3871.68920452358,70.7036168874101,4576.49019598337,10217.8158758168,19345.2163118283
"N.ya[4,1]",5658.40712571562,3042.41391141012,54.0824831821788,1347.02991616155,5175.04286489847,13012.0499439016
"N.ya[5,1]",4482.29090767824,2494.53989648878,45.539777486352,1045.54538318879,3989.34313369736,10491.385966087
"N.ya[6,1]",3078.4662340043,2005.13125657456,36.4565813711233,467.922484063391,2686.45664600014,7858.2931840374
"N.ya[7,1]",8399.51577353912,4102.72629303568,73.6770834033027,2390.0373237064,7805.54074135355,18070.3265475876
"N.ya[8,1]",15681.0723828675,6318.989384202,115.40308273426,5926.90998884237,14916.3739719134,30699.9320521947
"N.ya[9,1]",6501.06252047049,3563.15086067903,67.0565227683883,1386.95416684825,5824.21322792028,14958.3998343688
"N.ya[10,1]",4657.79643234812,2534.05801486186,45.4221450212287,1042.87320468312,4192.12206868347,10570.27900192
"N.ya[11,1]",4749.68852676947,2643.46985896372,48.2534443846407,1072.11352960335,4250.52888619591,11083.2271423268
"N.ya[12,1]",4737.44104765856,2270.61112432022,41.4476253840661,1361.99187560805,4292.9796619723,10121.135760282
"N.ya[13,1]",3395.28297170802,1875.41944627768,34.2182240546962,729.20328027998,3096.11307343242,8021.96895017173
"N.ya[14,1]",5455.37913312806,3652.44348905884,66.6975853982966,824.044436190068,4678.24195170436,14785.3722673912
"N.ya[15,1]",3790.02161522855,2534.79173231282,46.2694027527355,591.242190974555,3232.77850658455,10269.7984569162
"N.ya[16,1]",3731.15775503709,2033.41746833736,36.2747743514884,869.719433542939,3340.77541608538,8547.34486764999
"N.ya[17,1]",4461.76699237153,2946.36587974626,56.1791623898479,597.2578574271,3822.258040857,11635.0190362343
"N.ya[18,1]",12200.2951011279,5940.36481625279,111.908496903715,3490.5834746701,11298.6943215404,26343.2205599399
"N.ya[19,1]",5642.14638347724,3142.31189046064,56.4842075893208,1206.05475023877,5026.9505756345,12978.753200905
"N.ya[20,1]",7208.64859456713,3119.46386238039,56.9467061353729,2432.58070356736,6768.11494535119,14338.9294478223
"N.ya[21,1]",13084.5089328826,13536.8437749351,247.186631321873,621.803925305829,9173.23628496645,48723.5259471031
"N.ya[22,1]",13905.9202351852,12324.6348519449,214.88632781577,697.675239633279,10679.2637370037,45187.8542220405
"N.ya[23,1]",10756.8746536923,9921.14701748487,186.551255383502,474.051567230174,8147.54262020718,36365.8068774454
"N.ya[24,1]",3039.54521117476,2130.55051742212,38.7313887649135,409.086185429395,2547.10792964184,8358.58424283708
"N.ya[25,1]",3889.37288037843,2097.61233646135,38.9251094815458,897.864939012265,3538.72931122494,8808.52066556275
"N.ya[26,1]",4429.25219356857,2108.46376095839,38.4996387710063,1288.89910388396,4121.84753388228,9525.42924917784
"N.ya[27,1]",4068.01292970192,1975.50807012343,36.0789496505418,1162.73747102354,3751.78538937379,8740.07812280329
"N.ya[28,1]",4223.5227090862,1991.95673222559,35.5825506903238,1228.0361163105,3928.00063228284,8766.56975716312
"N.ya[29,1]",5166.11372624152,2045.12040498777,38.8681374140506,1939.50906063659,4881.58564936132,9806.5341540156
"N.ya[30,1]",2442.11083838187,1162.13063891847,21.6333488766223,676.510296465725,2258.32631018611,5217.48500922668
"N.ya[31,1]",3777.1974568875,1442.98530496487,27.009996033577,1508.35372685574,3597.38042548958,7137.02520963406
"N.ya[32,1]",3002.16376457161,1169.12306828302,22.9997488172072,1155.78804994088,2836.34105850759,5674.98058050854
"N.ya[33,1]",5243.34991947183,2058.90715320673,37.5969172933281,1947.63272126654,4991.1011095065,9878.96979928278
"N.ya[34,1]",4144.58805075663,2331.82239219444,42.5437641247494,920.185766833125,3757.0889947203,9773.25338932079
"N.ya[35,1]",3317.71144035084,1669.27506283794,31.0860655739178,944.630810030456,3028.99062914662,7517.08897580877
"N.ya[36,1]",6616.77335818284,2074.00706491099,37.8625848636661,3204.35864621377,6397.24944326465,11177.4695104654
"N.ya[37,1]",9675.77615292604,3499.67483365433,63.9084438507769,3940.78821375538,9218.19297459567,17109.8940170696
"N.ya[38,1]",11534.5745005105,4276.07687347416,74.9823294241053,4747.24920107476,11025.1415131558,21518.5345917687
"N.ya[39,1]",5507.55383038776,2379.18993650475,43.3682411219372,1912.687122837,5186.72955151841,10878.720305883
"N.ya[40,1]",4991.94768610844,2120.71379736448,39.4715384876582,1796.24599231835,4690.56898150676,9901.8123196847
"N.ya[41,1]",4741.72597978474,2110.54713837523,40.1251455620785,1562.33902386773,4408.78726732835,9651.99475616439
"N.ya[1,2]",100331.529301618,9244.65437445742,168.785676617551,83003.4932955463,99997.4561750779,118913.613116038
"N.ya[2,2]",81935.8450696745,8181.00004095277,147.04853458553,66657.4018009533,81570.4893312191,98818.4635446424
"N.ya[3,2]",112044.210366013,10509.2369936847,191.837728994521,91361.3416179219,111954.26788044,132788.539137379
"N.ya[4,2]",163687.591702373,14365.6253191772,262.35888709781,137591.476958796,162992.061105081,193672.087078225
"N.ya[5,2]",101913.513708606,12088.6103287352,220.414009494802,79512.5312665503,101642.392708172,126933.760725511
"N.ya[6,2]",92271.9234050195,9484.81114635056,183.733638368588,74072.4615086741,91980.0353393143,111170.274684896
"N.ya[7,2]",124762.493014599,16585.8219451398,308.585979567613,94647.3399742281,123808.19029122,161191.794392022
"N.ya[8,2]",164520.199791197,19306.3224008396,352.568717231583,127855.238085228,163818.446471773,203564.557721939
"N.ya[9,2]",189869.333505976,19507.5881834724,368.507850792003,154183.859142764,189140.224703323,230473.919318456
"N.ya[10,2]",86951.7579240558,11454.6308092326,209.192600330227,65696.3547688545,86280.9849985936,110429.681760524
"N.ya[11,2]",73391.421902089,10548.3612134529,196.42508056321,54137.015238036,72931.8213558992,95773.3043819903
"N.ya[12,2]",81917.667020053,8881.48485132697,162.202692105237,65084.2895769792,81399.6595647518,100619.801039546
"N.ya[13,2]",56485.4663497634,7026.48066341863,134.138606228092,43542.5974039448,56209.9986499682,71193.6288445
"N.ya[14,2]",242373.887779551,21622.2242637114,415.433095946701,203685.062431982,241615.165674777,286786.579020726
"N.ya[15,2]",100947.578942617,12846.579791266,224.362193031372,77642.7839876581,100190.825059689,128777.638042852
"N.ya[16,2]",63984.2716315489,7307.54300266414,131.267368574674,50430.3754255942,63687.3914967419,78993.8557443062
"N.ya[17,2]",122588.713097053,14034.9636427676,256.158864548098,96597.1511066851,122149.185975914,151337.542779739
"N.ya[18,2]",151562.549072364,20923.5950089226,391.447302636663,113515.047518515,150542.250152578,196295.51759443
"N.ya[19,2]",133598.197820833,14158.5747238068,319.0127492695,106966.501411984,133262.264388782,162663.377980285
"N.ya[20,2]",78591.6056255828,9425.57907220102,169.351761736354,61317.3088315265,78243.3299603855,97569.9785963637
"N.ya[21,2]",161479.851320441,38396.8116634099,701.17662745998,80115.8658083154,163362.30213114,231586.891724164
"N.ya[22,2]",113965.257348854,31779.5412851045,580.238035819014,52941.1767609378,113844.133697323,175388.042474667
"N.ya[23,2]",152460.51877308,31128.4404166487,549.213079089006,89918.9191087361,152604.853296236,212693.978618103
"N.ya[24,2]",137404.981782079,16458.8440244175,314.846333140669,106035.913605381,137047.687527135,170527.215396482
"N.ya[25,2]",24969.0041523734,5021.96507582039,88.0362790650952,16202.6505746537,24546.9074156871,35535.3499385575
"N.ya[26,2]",97204.8643293303,7909.37320833775,144.383126383634,82131.8003185121,97060.9091759621,113121.328152697
"N.ya[27,2]",65340.154824311,7945.34887582663,145.083283088386,50729.1257986571,65013.5021670169,81860.9177900704
"N.ya[28,2]",39675.2520732675,5728.79472404024,109.368676259491,28956.9438539311,39509.6320114142,51777.949897253
"N.ya[29,2]",84770.2831176797,7325.74744166444,125.537670807296,70767.859281763,84586.1958758606,99494.9650026546
"N.ya[30,2]",29330.3105274853,4086.46371177589,78.7681337925048,21692.1158322515,29215.0353365226,37796.533452949
"N.ya[31,2]",40530.7033716171,5301.34974867304,96.9922618288162,30849.1214064374,40247.1927653133,51398.4743029084
"N.ya[32,2]",28078.3262835997,3177.30039181867,56.9804594920003,22094.0880212405,27906.9065239019,34701.8420955099
"N.ya[33,2]",78620.1983685953,6286.69576877451,116.716738159576,66696.1945036295,78409.3590019477,91650.0904994933
"N.ya[34,2]",153176.728998701,12897.8952026583,235.432409772142,128555.491157431,152915.290498521,178382.10634158
"N.ya[35,2]",34155.0504223018,4869.06130582464,88.9033414513304,25137.9515319279,34011.8272470007,44091.0153316646
"N.ya[36,2]",49243.6288065917,4122.73030410482,73.2973018041232,41232.8442062001,49126.7923595675,57377.6193115332
"N.ya[37,2]",124405.613067375,9844.58550241515,174.755715054514,105598.776674459,124117.571415024,144099.824818555
"N.ya[38,2]",101167.981877042,11168.4217717723,199.492088361143,80953.0461421626,100598.002605838,124678.047930688
"N.ya[39,2]",105099.941787906,9093.65360249536,174.927221716643,88141.8499483028,104967.431193907,123458.819838435
"N.ya[40,2]",40697.7875287482,6181.93633333299,117.325007625353,29187.2069133804,40648.5441755128,53716.7707893347
"N.ya[41,2]",63481.7592522216,6266.20098873574,110.939525819415,51571.4955935725,63438.9784196929,76021.4188208361
"N.ya[1,3]",46800.0198148656,7117.06813825096,126.926007812484,34112.9797192312,46715.641009816,61855.916191711
"N.ya[2,3]",30763.7909875281,5241.28820500267,95.7209475357886,21239.890211903,30418.8596361468,41960.2269868854
"N.ya[3,3]",58639.8614219348,8456.93755839125,150.951247201266,43036.7969379177,58536.4610750933,75836.2870853931
"N.ya[4,3]",53839.2095918847,9230.80168221552,171.532847123458,36769.4566019988,53265.0111791202,73133.4294233982
"N.ya[5,3]",64872.0120397605,9946.17262519097,191.466032098501,47392.9291120621,64262.7775001233,86443.2822402256
"N.ya[6,3]",70205.1742989131,8639.90331820951,152.542532247243,54065.3843331982,69889.3353257542,87414.5084878284
"N.ya[7,3]",108418.062092686,15789.1345027165,277.070619976419,79996.245866088,107451.011373005,141926.760095922
"N.ya[8,3]",119185.418005829,16659.2774162195,304.18351399409,88636.092632469,118546.416315991,154255.217743283
"N.ya[9,3]",75663.2202635129,12360.3582936607,223.138399445713,53322.9920410793,74939.2081258822,101083.364783722
"N.ya[10,3]",125090.618351887,13540.9480551728,256.746911759221,100001.026506769,124823.172477074,151701.171547814
"N.ya[11,3]",117393.231137383,13031.6601047957,237.643024895995,92865.7756431369,116812.462624804,143925.550604099
"N.ya[12,3]",52116.2827445719,7188.70163780326,131.254819101948,39115.6354048531,51665.2362007166,66698.0317692312
"N.ya[13,3]",60728.0012986778,7039.82649566697,128.445554056046,47543.4999524895,60560.9346241254,74906.6483024283
"N.ya[14,3]",94551.6433110915,15188.4248896235,277.278203669497,66846.8087496762,94070.2657463114,125293.574908566
"N.ya[15,3]",129486.354819834,14171.4620462688,247.616814563954,104036.804014206,129461.901414045,158779.385101149
"N.ya[16,3]",66712.2172118948,7531.11164334224,152.009068156302,52626.6073725821,66388.8951969385,81572.2366968992
"N.ya[17,3]",116869.435421651,13624.756533001,249.943556058136,91479.8046920147,116189.986407651,144493.901008072
"N.ya[18,3]",223158.86137423,23477.4476799094,428.77556991076,179185.019710446,222179.808094308,270062.090838797
"N.ya[19,3]",96225.2365784073,12253.1109335364,218.203453506997,73643.2297214399,95748.1959242737,121276.904826339
"N.ya[20,3]",84326.4186166904,9570.49891200641,174.760144458659,66405.3391125294,83867.4196560508,103183.879196782
"N.ya[21,3]",86249.0145742572,33148.7469415103,618.256160813706,35145.8142554427,81194.2984356875,164292.511491892
"N.ya[22,3]",99055.9139109782,30426.6896318238,555.649998863167,44071.1544489271,97218.1041586726,162178.1577976
"N.ya[23,3]",86212.0073393847,29153.3103725976,524.780835831355,34403.7706302009,84144.9390241111,148272.678865316
"N.ya[24,3]",164902.355154655,17412.4299477704,329.800017850491,132278.326582492,164068.554959512,199137.573587132
"N.ya[25,3]",118469.160772818,9120.14006168172,166.427488212376,101734.485504084,118030.959283668,136964.31875492
"N.ya[26,3]",25685.1387550033,4840.42870372945,88.3600406475073,17262.4590468713,25301.6409694133,36130.6149115864
"N.ya[27,3]",69822.5530125103,8136.66131899566,146.024216854847,54579.4528090925,69430.896531222,86792.1584575647
"N.ya[28,3]",80539.8360093927,7339.82171527329,137.678664924468,66647.6681414809,80383.5870597886,95583.9474452392
"N.ya[29,3]",38051.6664726302,5721.23159583312,103.375758254087,27351.4800262836,37847.57304793,50047.640035335
"N.ya[30,3]",45615.6150197439,4926.69305868174,91.8638698574688,36328.7894998663,45382.7253941901,55972.0570417655
"N.ya[31,3]",24937.4956668012,3881.5595867246,74.5190592965626,17951.8872852613,24781.4910029282,32996.6257798233
"N.ya[32,3]",22517.7523134937,2896.3154076278,52.0081166448035,17253.4674961587,22399.4421612446,28261.3426642198
"N.ya[33,3]",15776.5135374434,3326.04537353631,60.7305233276805,9824.3905537247,15526.1190594407,22705.5080025929
"N.ya[34,3]",80329.902158161,11007.454987936,200.982325150449,59821.4677468001,79579.8980565144,103396.082223861
"N.ya[35,3]",69687.0257916351,6084.00937305105,111.028946281964,58138.2066541406,69529.7324365028,82201.8505114948
"N.ya[36,3]",25280.1562375236,3592.65360885666,68.7626946057724,18588.6615834752,25186.4810906761,32625.699009191
"N.ya[37,3]",34880.6471832106,6482.34906452339,112.875831286601,23140.1297508773,34401.1195578433,49043.3892259265
"N.ya[38,3]",89742.9404839598,10483.4389095775,192.181786703995,69420.4087052011,89720.509530088,110952.28704202
"N.ya[39,3]",50406.1305628468,7199.46789402998,133.72454876873,37316.539817575,49989.9788514518,65107.9001973536
"N.ya[40,3]",81999.1639016701,8312.83344762505,151.736998028681,66712.5943281265,81694.8722674791,99422.5614921574
"N.ya[41,3]",39830.5602332724,5438.87700082028,103.177862415706,29996.4467179356,39547.0525064114,51005.6146791313
"R[1]",137412.509755241,31034.7938170578,566.390364842302,83142.2103414492,135445.645082004,204987.037422277
"R[2]",138363.184564755,13235.2991225125,241.698331874869,114539.858815422,137580.855860485,166067.14457913
"R[3]",148181.840597965,13021.9642653692,246.102220501112,124276.396880394,147575.237250628,174414.737458368
"R[4]",169841.781734397,14872.8357095889,271.49472332356,141514.935037098,169369.634511576,199554.192713265
"R[5]",239275.276856109,19514.3074782077,361.998814587545,202864.390344398,238477.548563229,280732.248724874
"R[6]",177777.095133235,16497.8249495053,300.880762320342,146461.192265681,177476.309156243,210924.818287102
"R[7]",205172.276405384,19739.1416179818,348.339877582261,169291.766398756,204006.967009426,244550.258572285
"R[8]",247026.377254432,25501.5130474086,465.696103862205,201384.835495997,245547.115574712,300226.67985212
"R[9]",248582.935828249,24754.8055207066,460.798691425909,202354.0873096,248338.410659071,299094.795696997
"R[10]",330641.024240731,26456.3617674837,495.757269969641,279636.245715039,329751.359675781,384145.643915873
"R[11]",210846.05158191,18551.1377366415,345.713627998632,175947.768009134,210391.989868713,249332.453616653
"R[12]",130165.501079009,13832.6810006849,252.485067052376,105359.149136362,129597.498977089,158191.808856101
"R[13]",147395.3568455,12211.1652627192,227.441904456136,123914.157605719,147298.703641068,171623.533969521
"R[14]",155774.550708513,17716.0343575641,323.44888053685,123304.050716495,154666.223818757,191660.18012287
"R[15]",375255.525571093,27601.4124137999,514.070278324083,323021.72907312,374870.573191154,431702.343295749
"R[16]",173115.17528764,16325.7063049119,294.29153786179,143635.240700128,172221.437044541,207440.303324671
"R[17]",184643.728668429,16488.9804560183,307.932901226288,153888.03457642,184250.348413096,217322.449858047
"R[18]",349478.73222632,29367.9422496989,536.31155436054,296022.72188244,348390.643971437,411119.615263394
"R[19]",252249.552643143,26345.4244994024,494.756365107934,204366.303148175,251242.934683989,308065.214068777
"R[20]",230124.911538651,19555.1351421929,398.20627480196,193210.822720961,229146.345258054,269897.623467307
"R[21]",170482.766583317,36905.7347820414,701.96885207769,112245.811319452,165173.635049007,253500.548353759
"R[22]",267744.413825987,57883.8037072498,1081.36950067659,148433.026795423,267826.943668809,380011.663702715
"R[23]",213261.773621121,56565.6908301693,1032.97448571965,104711.856592909,212341.596602715,326926.400876356
"R[24]",331268.79416292,41864.9672725115,730.38162969777,251516.394431892,330584.986377084,412965.606169805
"R[25]",266631.01720859,22655.5648163327,432.844175823693,225002.888257609,266076.561082444,313802.457826815
"R[26]",53693.6881185514,8206.25151798522,149.813234336224,38646.3078059739,53119.4178741587,71023.3790994218
"R[27]",170916.790222219,12300.9782881048,224.584979483977,148009.82941971,170797.568974645,195459.832738326
"R[28]",150309.243027272,11759.0842049578,218.425957157291,128067.022009698,149871.920628219,174757.827599922
"R[29]",81794.9314755996,9097.03394348669,166.043178750263,64417.6212079682,81665.5300637452,100647.10840977
"R[30]",134609.42084651,9590.11369514299,178.249904510287,116174.890291944,134358.853321972,154274.378093453
"R[31]",59433.919920528,6589.20800671888,124.921171476514,47214.0939153084,59291.5057674261,72694.4332717626
"R[32]",65490.5665234927,6585.17768646925,113.783270978818,53332.706739853,65265.6213102783,78926.6850631062
"R[33]",47632.0372779306,5262.8708270259,96.1036934380173,38156.1092287708,47267.4974023066,58444.7870666788
"R[34]",161952.264291328,13075.0996767443,238.700000715827,137815.544958984,161899.806707893,189389.564832686
"R[35]",228107.104709808,14649.2274073583,267.305169717291,198803.9176115,228177.618713116,257588.999227296
"R[36]",63579.794710582,6944.54556210985,129.336339428802,50952.7195399757,63423.8863953829,77971.5307534391
"R[37]",87441.9874301531,8133.78381782087,148.549871678158,72250.1149245391,87126.3004779888,103963.782894704
"R[38]",220765.326909517,14892.072719938,271.788844047671,192712.403023313,220785.444189654,251404.635870906
"R[39]",161249.888592815,14418.4934999691,265.265106461396,133512.954842516,161084.866229079,190864.20030406
"R[40]",198633.680190086,13363.5368409013,247.366329498605,173691.871701993,198093.871004285,226196.807127441
"R[41]",86035.9015924084,9191.15564989188,170.528653837532,69089.7404646214,85937.0776653221,104705.972074914
"R[42]",118638.821664026,21622.4873872633,394.857192148379,84593.3588656576,115921.365171743,171386.465129264
"R[43]",174079.847694419,99158.4037655303,1844.76740707549,54784.5037544829,152362.480094576,425674.834547668
"S[1]",95570.9179327124,7831.73314081426,142.979633349701,81543.4172067946,95262.6453614254,112045.462380705
"S[2]",73504.4112458036,8517.99765946838,158.847730009344,57888.7028982424,73000.8662083572,91085.2653211221
"S[3]",92354.9591206535,7454.25156641293,136.098075285717,78486.1009595938,91745.6659961377,107805.200461251
"S[4]",109945.870543265,8808.76882004206,166.037873221499,93425.0516982791,109659.690898998,128305.383920248
"S[5]",139449.817910858,15786.7929343483,295.138372423187,110633.072632705,138691.511227976,173170.204844607
"S[6]",115957.422836869,9368.3151604275,178.505580400014,98670.7302504045,115568.398742504,134944.942862457
"S[7]",115315.510817532,21861.2385206258,399.17691738139,77620.1021881491,113170.499331733,165097.841838486
"S[8]",177496.49019578,20414.0057584328,372.675965651479,140733.128604843,176431.323660823,219063.532599515
