Year,SMSY,UMSY,SMAX,SEQ,S_mean,S_sd,S_MC_error,S_val2.5pc,S_median,S_val97.5pc,R_mean,R_sd,R_MC_error,R_val2.5pc,R_median,R_val97.5pc,N_mean,N_sd,N_MC_error,N_val2.5pc,N_median,N_val97.5pc,qS_mr_mean,qS_mr_sd,qS_mr_MC_error,qS_mr_val2.5pc,qS_mr_median,qS_mr_val97.5pc,qS_weir_mean,qS_weir_sd,qS_weir_MC_error,qS_weir_val2.5pc,qS_weir_median,qS_weir_val97.5pc,log.resid_mean,log.resid_sd,log.resid_MC_error,log.resid_val2.5pc,log.resid_median,log.resid_val97.5pc,mu.HB_mean,mu.HB_sd,mu.HB_MC_error,mu.HB_val2.5pc,mu.HB_median,mu.HB_val97.5pc,DIDSON,mr,weir,lnalpha,beta,lnalpha.c
1980,98369.54,0.54,185726.31,240618.31,139684.6417,15893.97143,316.6506202,111312.6066,139153.2536,172795.5063,210500.6568,18905.6355,345.0365966,174542.955,209895.8103,249669.814,171422.343,16175.91474,295.4145914,142007.0545,170852.1046,205731.8905,221065.0639,23457.48768,458.1130713,179385.6514,220061.6984,270796.5984,102121.7261,9748.00822,178.0314004,84312.0303,101644.0362,122617.6869,0.06820302,0.22290769,0.004187116,-0.374252857,0.071067129,0.50879816,0.18645269,0.023084076,0.000453076,0.145245237,0.185263172,0.235063717,NA,NA,"101,135",,,
1981,98369.54,0.54,185726.31,240618.31,115900.6294,9449.479857,172.525933,98704.09199,115519.3348,135650.8163,130273.0357,13893.19978,254.0289481,104373.0017,130118.538,159651.8983,165278.0828,10724.26705,192.4230884,145781.7332,164821.6265,187052.7975,183410.6209,12714.33037,232.1535503,159826.5998,183052.0615,209506.3535,84721.10608,4256.619381,77.7192143,76822.37414,84529.22029,93300.33191,-0.358932863,0.213666374,0.003995572,-0.784723949,-0.352514093,0.065267636,0.299089362,0.026667642,0.000486771,0.248229862,0.298221561,0.353840068,NA,NA,"84,097",,,
1982,98369.54,0.54,185726.31,240618.31,115094.1675,22226.38387,405.8626802,77913.99813,112649.5908,164226.7323,147687.242,11940.31643,218.0074795,125162.531,147452.7265,173132.5277,240990.853,24909.61318,454.6107105,198776.6076,238347.8364,294613.5203,182133.9792,34312.31752,626.5415756,125206.5633,178377.9673,258186.0232,84153.24552,15400.79163,286.8260862,57719.65139,82828.79192,118293.1745,-0.212450845,0.22009619,0.004154001,-0.658619324,-0.210602471,0.207948092,0.52546929,0.054155473,0.001013564,0.418537679,0.524942357,0.631362987,NA,NA,"86,213",,,
1983,98369.54,0.54,185726.31,240618.31,176833.5148,20690.16324,380.8304476,140358.7126,175781.3532,221704.7236,155228.0571,17678.74512,334.6536658,122326.5266,154769.2911,191237.6742,298418.9129,23721.95817,433.1689263,255343.8932,296857.7534,348737.1918,279858.5351,30683.09104,554.3448957,225701.2361,277853.433,346736.9888,129279.8828,12815.88363,235.2099927,106583.1174,128510.594,156203.1861,-0.272170695,0.263034556,0.004803545,-0.791798565,-0.269754979,0.217737824,0.408432656,0.036790862,0.000671691,0.337006603,0.407599232,0.483297756,NA,NA,"134,601",,,
1984,98369.54,0.54,185726.31,240618.31,171351.756,19664.94767,353.919189,135592.1482,170687.7848,212031.3444,375179.9432,26912.96872,502.5754205,324493.9005,374450.3241,430638.1627,272525.2857,21793.63454,390.0742012,231858.2086,271879.5655,319315.669,271177.3824,29054.01846,520.686201,218286.7519,269706.0906,330418.7401,125277.4067,12184.4215,222.4819822,103077.9422,124937.6448,149980.125,0.611563026,0.241436932,0.004568283,0.107207752,0.615671651,1.07359444,0.372307076,0.036341339,0.000644655,0.3042848,0.370508943,0.444476704,NA,NA,"123,190",,,
1985,98369.54,0.54,185726.31,240618.31,81166.64393,9407.324546,164.8689027,64411.13123,80825.48346,100691.2978,172972.5571,16016.69779,304.9055156,143768.2037,172343.4934,205071.3456,216467.4248,16095.20934,280.5645724,185715.0499,216201.1594,249901.571,128443.3724,13825.00521,248.1843802,103183.8148,127905.9491,156749.1709,59334.26801,5750.232135,104.9903759,48630.25816,59244.65698,71199.30273,0.098044195,0.222213546,0.004057608,-0.331143019,0.094493574,0.550616667,0.624778882,0.035990655,0.000618312,0.554122467,0.625390835,0.692966179,NA,NA,"58,335",,,
1986,98369.54,0.54,185726.31,240618.31,32864.83284,2590.221432,48.03760881,28175.58653,32774.43165,38271.44059,185035.8695,16460.39637,300.6082469,153664.517,184795.4724,218716.6542,195382.7642,15674.13297,286.2331871,166662.7902,194802.6941,228066.0449,52013.14636,3520.239731,65.6807265,45467.01263,51858.39609,59223.19676,24027.00845,1175.923138,21.48283614,21776.75062,23987.89898,26452.21663,0.804916942,0.245530282,0.004506798,0.326349826,0.804626214,1.276355446,0.830892043,0.017310702,0.000316097,0.794201887,0.83145556,0.862724672,NA,NA,"23,947",,,
1987,98369.54,0.54,185726.31,240618.31,68204.85436,7949.033348,142.2146925,54042.96652,67763.36344,84812.00392,348238.4377,28884.73562,536.2486987,293995.061,347517.5124,405123.6005,138979.4542,10286.55552,187.8405628,120395.5203,138478.0036,160516.445,107924.6643,11597.39975,211.7598155,87172.41171,107166.1613,131868.9111,49851.91024,4788.821092,92.93425515,41249.57015,49606.50224,60197.9572,0.902599834,0.220686074,0.004095749,0.484312439,0.897883834,1.353489514,0.509693346,0.038335325,0.00072475,0.432712514,0.509913812,0.582978514,NA,NA,"48,972",,,
1988,98369.54,0.54,185726.31,240618.31,39935.74183,4696.153699,85.7453831,31618.6345,39619.64893,49997.86805,252101.3154,26394.75339,475.0740159,203537.0486,251233.5114,306582.8202,120365.7024,8988.030872,170.5446339,104177.2673,119948.5589,138798.5213,63202.59723,6965.186778,129.4620777,51016.60608,62723.52506,78358.82298,29194.76695,2904.150168,53.89953499,24099.26473,29048.56789,35630.77726,0.959406215,0.248201227,0.004548262,0.483785376,0.961929668,1.436868236,0.667752081,0.034649362,0.000646061,0.59788565,0.668352895,0.732353111,NA,NA,"27,722",,,
1989,98369.54,0.54,185726.31,240618.31,191310.9354,15085.81483,270.6694378,162741.5841,191127.7491,221749.8913,229393.7716,18895.27372,340.1238053,192980.555,228960.3444,268450.5706,342116.5748,21190.03278,386.9194141,302156.6061,341732.2194,385895.2079,302772.1109,20465.52299,373.7063201,264078.981,302870.5822,343622.3144,139878.7,7153.417965,130.629483,126165.8293,139786.818,153597.7352,0.115889701,0.263475856,0.00481194,-0.391439972,0.115479178,0.629653784,0.440623107,0.030719241,0.000550074,0.379151435,0.440252373,0.501416545,NA,NA,"141,475",,,
1990,98369.54,0.54,185726.31,240618.31,82599.25648,6567.405984,108.2116585,70833.24779,82417.6723,96275.1423,167843.9454,35257.34553,626.6355613,109599.4567,163925.5926,246503.777,234101.9369,15757.49835,287.7431795,204265.4493,233065.6488,265685.1699,130726.4222,8982.381411,151.5343413,114086.4234,130396.1504,149008.0299,60384.14192,2972.892267,48.01342456,54640.08107,60312.61506,66642.4267,0.037052006,0.287231833,0.005187886,-0.506445534,0.028404278,0.608241447,0.646336739,0.028450279,0.0004762,0.588193312,0.646784146,0.70152584,NA,NA,"60,230",,,
1991,98369.54,0.54,185726.31,240618.31,71033.89828,5662.825041,103.4093759,60759.19018,70786.22294,82570.1791,270713.7086,58402.00666,1066.436277,153665.8431,272664.7462,383045.0916,134423.2269,8436.358789,154.0655086,118896.5808,134296.8511,151884.4981,112422.4067,7738.947536,141.3004695,97629.46829,112018.1189,128814.3606,51930.70525,2585.175725,47.18949712,47128.1932,51903.08306,57183.41479,0.599516906,0.30073748,0.005492094,-0.04077721,0.621030231,1.128863441,0.471230434,0.031918131,0.000582898,0.408620179,0.470905659,0.535362526,NA,NA,"51,138",,,
1992,98369.54,0.54,185726.31,240618.31,131009.4451,10449.21993,204.9725265,111388.9828,130625.2917,152615.3443,209372.6433,58326.44233,1065.128457,100294.6457,209852.8408,325586.1667,243969.8405,15265.15747,289.8118988,216011.7807,243693.3162,275812.8706,207325.5065,14063.64793,263.0460769,181396.0358,206756.5248,235625.9865,95774.41542,4756.075016,93.04006579,86921.70801,95692.9001,105205.4495,0.038494865,0.364066019,0.006816325,-0.762031964,0.069571377,0.664422401,0.462774459,0.030896319,0.000554519,0.402897294,0.462830001,0.52454218,NA,NA,"95,880",,,
1993,98369.54,0.54,185726.31,240618.31,283951.0804,22545.18334,418.8137779,241618.4383,282635.8841,330995.7492,334322.054,41001.34487,735.2436429,253103.9504,333952.6204,415436.9192,385607.632,24729.44723,371.2495313,338387.7294,384909.2112,435802.3232,449380.0404,30504.40519,556.1599008,390798.8332,448835.6446,510930.2064,207587.6992,10249.08989,183.4135449,188208.5568,207177.1153,227771.7298,0.593316659,0.398154685,0.007271076,-0.196843084,0.597527891,1.379090479,0.264030491,0.024161483,0.000441024,0.218251338,0.263264483,0.313970598,NA,NA,"212,757",,,
1994,98369.54,0.54,185726.31,240618.31,107922.9302,9279.921562,169.4327667,90570.47421,107609.2583,127121.7215,264911.6017,22385.40692,413.4292106,224985.4928,263581.031,312660.5636,235012.0633,15331.37944,279.9587593,206079.9091,234448.783,266093.7486,170787.491,12757.87564,225.8730483,146844.3606,170233.2651,198423.4028,78979.15167,5883.629786,107.4391336,67765.61551,78752.09274,91311.11252,0.38170792,0.212721972,0.003893908,-0.041448774,0.387059988,0.777663831,0.540348519,0.032400597,0.000629822,0.476232662,0.540597942,0.601427746,NA,"153,540","86,385",,,
1995,98369.54,0.54,185726.31,240618.31,99556.85084,8434.260063,148.7238223,83720.92023,99143.23756,117176.0034,54107.76472,8187.98199,146.5901183,39027.83313,53707.38609,71280.3778,169873.6825,10780.09962,188.5517671,149882.5143,169826.1793,191758.531,157554.2136,11634.5636,204.9288201,135601.8752,156764.3027,181680.5368,72867.28033,5478.276363,95.56624039,62882.61842,72541.93921,84301.8415,-1.17819023,0.241768205,0.004536117,-1.643163052,-1.173759837,-0.728026348,0.413957158,0.032318349,0.00056264,0.351169879,0.413816723,0.478844057,NA,"184,541","61,783",,,
1996,98369.54,0.54,185726.31,240618.31,161085.275,16987.1513,310.2106754,130433.0932,159968.2903,196515.3987,170608.8233,12305.37117,216.5065207,147642.2369,170273.8183,195822.305,259618.6114,19651.79845,358.9038053,225397.0985,258661.6564,301902.232,254963.594,25066.67212,457.7236157,210189.1979,253658.2185,306191.8478,118028.8956,12780.86357,223.938119,94950.33488,117075.326,144058.9811,-0.166389569,0.232214887,0.004334971,-0.641970714,-0.159000585,0.284701765,0.380247772,0.033942073,0.00060203,0.314593371,0.379960775,0.447718351,NA,"262,852",NA,,,
1997,98369.54,0.54,185726.31,240618.31,152379.2088,16241.96757,313.9589019,123471.7862,151584.7105,185922.1627,149791.9453,11846.72587,211.7761433,127461.0868,149540.7211,173789.6966,227021.2312,17622.75007,321.8528633,195072.3622,226155.4326,263745.5959,241149.8353,23683.34131,432.5387429,199290.2898,239736.4685,290677.71,111655.7079,12283.13941,224.3312671,89396.93399,110827.1678,137068.966,-0.289572371,0.226542765,0.004295039,-0.741320058,-0.283755757,0.156969654,0.329788259,0.032171087,0.000621713,0.268883996,0.32945484,0.393412576,NA,"238,803",NA,,,
1998,98369.54,0.54,185726.31,240618.31,134414.1165,13133.61906,227.3160969,110368.7282,133790.6409,162748.1343,82313.50223,9035.298865,164.9469638,65386.49368,82146.41322,100761.2959,249408.2821,16995.50696,306.213446,218336.7599,248990.3385,285407.4348,212730.668,18932.66917,324.7657646,178038.8731,211912.5134,251087.5013,98489.94985,9975.978305,182.1681801,80423.21319,97966.32314,119037.3629,-0.863113967,0.230000421,0.004200319,-1.315867057,-0.862533592,-0.415550345,0.461216225,0.035236601,0.000643333,0.39581735,0.460500523,0.531017674,NA,"211,114",NA,,,
1999,98369.54,0.54,185726.31,240618.31,156968.7094,9507.051902,169.6434458,139301.6465,156663.19,176180.4784,134577.6888,9821.812465,174.3717191,115383.4721,134715.0714,154196.447,304751.9356,17492.32392,312.9018717,271963.9962,304257.383,340416.405,248428.709,11330.03452,206.8620883,226866.9821,248110.8465,270979.3255,114960.4984,6705.656849,124.9175024,102285.559,114666.7587,128540.0909,-0.404938219,0.225963335,0.004204921,-0.856678282,-0.398931116,0.014005269,0.484235962,0.028530779,0.000530209,0.427513703,0.484891926,0.540382632,NA,"240,002","134,048",,,
2000,98369.54,0.54,185726.31,240618.31,67069.12499,4866.439945,88.87080137,58101.66947,66876.19974,77131.24599,59721.8071,6674.7181,121.9016049,47256.58549,59412.73781,73785.84356,147143.6853,9108.961676,160.0912099,130454.2176,146667.5187,165761.187,106141.1599,6316.91626,117.3793293,94804.69354,105995.1529,118982.7213,49050.68417,2280.76,40.92317014,44775.85135,49007.21052,53779.38289,-0.857006615,0.223913047,0.004180336,-1.308066323,-0.857653761,-0.427632005,0.543488457,0.030627228,0.000585329,0.481331529,0.544440965,0.600894058,NA,"132,687","47,077",,,
2001,98369.54,0.54,185726.31,240618.31,67105.98276,5262.01062,98.25832952,57448.97791,66826.34222,77966.32619,64859.31808,6421.450916,117.1572937,53141.21338,64456.59143,78013.65156,127450.4005,8010.663362,146.2240407,112599.5746,127086.2571,143781.3797,106196.8988,7021.068772,124.5981263,93095.2973,105904.2402,120270.616,49152.86781,3846.519365,73.82973206,41902.88556,48989.24435,57102.37193,-0.772402852,0.226387018,0.003985977,-1.20925643,-0.772981418,-0.329805354,0.473133204,0.031074442,0.000557864,0.410616337,0.472890117,0.531494184,NA,"105,064","53,239",,,
2002,98369.54,0.54,185726.31,240618.31,90703.99997,9098.304678,167.0782169,74024.26456,90280.4603,109574.4432,47613.42334,5038.419016,93.85433298,38211.33343,47463.3285,57850.15689,138817.12,10076.31695,175.8941809,119819.1601,138505.5016,159166.0292,143543.2545,13109.04485,232.9663869,119909.3246,142985.7374,171551.3763,66351.64707,5727.526838,104.5784015,55954.14073,66178.08958,78214.75212,-1.253554979,0.219432314,0.00412759,-1.692721352,-1.256117129,-0.813952145,0.347352237,0.032097139,0.000586133,0.285362012,0.346886778,0.411513578,NA,"148,465","65,611",,,
2003,98369.54,0.54,185726.31,240618.31,74397.0716,5754.240318,103.1028915,63654.05597,74174.96909,86571.91112,162163.324,12991.42751,238.2967453,137276.1999,161713.2244,188848.0037,124481.8757,7621.433223,139.1098011,110551.5088,124140.5231,140259.6126,117740.7945,7725.215555,146.6131923,103419.3618,117548.407,133865.7376,54494.19389,4205.651761,77.2896026,46503.70871,54423.59288,62984.07075,0.081576432,0.213853774,0.003905099,-0.348185674,0.079589635,0.503962191,0.402297228,0.029096348,0.000531379,0.344527393,0.401045026,0.459539501,NA,"116,891","55,516",,,
2004,98369.54,0.54,185726.31,240618.31,77434.04869,5385.168282,100.5113461,67343.78924,77286.98475,88356.75902,227985.4284,14137.27816,262.1952687,200730.0561,227543.1653,256800.0447,128038.4102,7350.963097,136.5663428,114261.5449,127719.7644,143685.3022,122545.9261,6877.331875,121.8010013,109494.4706,122463.5909,136140.4762,56722.55726,4004.534375,71.60687178,49277.41894,56597.69711,64897.30486,0.399633129,0.209269844,0.003811759,-0.018743957,0.399706824,0.79430982,0.395032506,0.028347414,0.000518533,0.338886533,0.39464683,0.452186518,NA,"118,795","83,534",,,
2005,98369.54,0.54,185726.31,240618.31,54080.91328,5285.081533,99.11841994,44554.47109,53820.88657,65223.69509,63623.04504,6978.089843,126.0888899,50782.54763,63492.21299,78073.88481,77409.07307,5727.673581,104.5888767,67057.56809,77048.17501,89251.53754,85588.53049,7590.250684,138.6059528,71652.85519,85188.37885,101365.4527,39603.51162,3773.841291,63.39204503,32798.82049,39397.35301,47614.30455,-0.645583884,0.247798836,0.004515974,-1.130569829,-0.646548159,-0.161032754,0.302155946,0.029324606,0.000548858,0.246413938,0.301481767,0.362659146,NA,"89,072","32,098",,,
2006,98369.54,0.54,185726.31,240618.31,53003.98631,6784.618313,123.9102437,40950.39178,52500.99182,68001.52697,86788.02492,8064.816839,147.2242121,71896.06458,86554.58469,103292.4791,69036.68163,6969.342779,127.270206,56198.97205,68478.45073,84294.75954,83895.30346,10263.48198,193.8789977,65524.38142,83243.91496,106278.8959,38808.33492,4840.386452,88.40177904,30224.55634,38522.05462,49040.01458,-0.315806324,0.242770991,0.004508964,-0.79906059,-0.318957765,0.160792942,0.234045176,0.028438017,0.000510643,0.181167504,0.233000439,0.293038076,NA,"91,439","38,850",,,
2007,98369.54,0.54,185726.31,240618.31,39081.5044,3344.739593,60.65866852,32904.79034,39011.22351,46015.81195,221156.6396,15234.3134,278.1395904,191980.8208,220818.2162,252504.9789,53554.17761,3594.485692,64.5618965,46800.24282,53378.4867,61002.5559,61844.98772,4579.773049,81.38617474,53154.55796,61749.673,71301.18184,28600.51703,2128.400884,38.86396114,24658.28837,28524.25896,33054.19623,0.845917374,0.239228829,0.004366861,0.393685288,0.846456522,1.306312006,0.270790695,0.026468521,0.00048334,0.222281974,0.270253374,0.323883216,NA,"59,884","27,915",,,
2008,98369.54,0.54,185726.31,240618.31,76714.54663,5737.439766,104.7371771,65893.9385,76511.71207,88402.92629,161043.4665,14608.19839,266.7405621,133252.4763,160687.3153,189099.38,99390.45549,6140.036566,112.1174068,87776.16668,99239.67223,111627.6204,121514.3999,9156.615615,163.7337304,104763.4761,121274.6769,140187.8676,56255.7148,4996.487696,91.2467356,47006.74936,56044.36648,66720.83667,0.056714928,0.218339423,0.003986172,-0.374381581,0.056800743,0.485689129,0.228523085,0.021857478,0.000397911,0.188051419,0.22789086,0.271581848,"74,919","119,808",NA,,,
2009,98369.54,0.54,185726.31,240618.31,154357.5824,7210.936573,134.8048603,140870.8491,154403.2325,169420.6409,199092.157,13786.39902,248.8151704,172973.3545,198584.6814,228211.4456,237906.1724,10886.9484,198.6948986,217840.9125,237633.0095,259291.2848,244647.0368,14420.6897,268.3311728,217376.2703,244521.5427,273980.763,113256.9072,8486.92413,158.1750047,97745.64915,112994.3684,130518.7527,-0.009860688,0.223075227,0.004121054,-0.456504256,-0.003693515,0.421538411,0.350726873,0.025026494,0.000434353,0.303304248,0.350401607,0.400334947,"153,033","285,218",NA,,,
2010,98369.54,0.54,185726.31,240618.31,57834.77016,2576.818059,47.05631726,53026.88927,57746.85615,63230.11612,85921.45946,8970.525385,161.6651186,68911.12638,85594.65082,104685.4296,107027.7739,5445.294472,98.85501143,96803.44086,106813.1625,118515.6648,91648.26049,4950.652676,90.70494614,82255.74884,91509.09473,102182.42,42429.98445,3050.709204,54.78305405,36937.14886,42304.06962,48633.19156,-0.395181055,0.233848146,0.004351647,-0.84978832,-0.393231277,0.064290824,0.458775047,0.027312338,0.000498456,0.407495576,0.459217827,0.512807697,"61,906","72,318",NA,,,
2011,98369.54,0.54,185726.31,240618.31,65219.06188,2841.944826,51.8750889,59766.93621,65178.9464,70801.95052,118602.2167,21900.57292,399.8614814,85134.74998,115369.9742,170899.8176,81049.5225,3190.589374,58.24824597,75094.07301,80972.8183,87283.12056,103338.0632,5277.438385,91.67953161,93624.45032,103207.2836,113822.4569,47842.52874,3340.05786,55.92197837,41551.0184,47829.64117,54782.21579,-0.163571104,0.262786529,0.004799095,-0.678199805,-0.163482336,0.358911466,0.195276994,0.017102912,0.000311947,0.163357765,0.194896737,0.231010217,"63,628","109,335",NA,,,
2012,98369.54,0.54,185726.31,240618.31,114220.0205,8174.105763,149.2524815,99610.16505,113856.0358,131369.4758,177847.3929,103954.3565,1897.287847,56650.30401,154350.7696,437099.3757,169205.2778,9727.65885,177.5875719,151340.9346,168986.7992,189308.9057,180922.467,13068.97381,238.6539481,157587.8987,180288.6804,209142.0656,83756.87893,7194.024167,130.8482447,70963.06471,83337.59283,99023.74809,-0.173261301,0.532714304,0.009341008,-1.186822334,-0.1769263,0.893061878,0.3250175,0.027252356,0.000497442,0.273394974,0.324396076,0.378731959,"121,810","171,924",NA,,,
2013,98369.54,0.54,185726.31,240618.31,127079.7815,9119.665823,166.1794008,110378.7494,126768.6493,145964.7769,,,,,,,202096.659,11821.48038,206.504263,180447.628,201778.6013,226292.4281,201298.4925,14642.03867,280.9574496,174854.6465,200480.916,231800.3974,93195.54664,8117.982021,149.4593064,78453.18317,92744.09928,110166.2186,,,,,,,0.371096862,0.02821501,0.000514793,0.317077723,0.370548775,0.429221504,"116,300","224,516",NA,,,
2014,98369.54,0.54,185726.31,240618.31,77896.58281,3594.626179,65.64338219,71163.05412,77838.46316,85317.71612,,,,,,,161305.2528,8929.417383,163.636433,144372.2529,161013.2102,178921.083,123458.4078,7164.678146,126.5640185,109967.2407,123368.5286,137468.8866,57152.06066,4217.997721,73.94897866,49071.92263,56848.29472,66128.43822,,,,,,,0.516105836,0.027020158,0.000495702,0.461426956,0.51670613,0.568041278,"70,470","212,201",NA,,,
2015,98369.54,0.54,185726.31,240618.31,94136.23974,8764.886642,162.5788497,78419.70901,93584.13061,112490.57,,,,,,,127780.2086,9288.142029,172.8132891,110714.0184,127419.2503,147414.6413,149031.338,13045.53724,238.2005847,125011.3433,148497.8919,176261.8805,68992.5723,6827.349851,124.678076,56600.3873,68583.44344,83300.89888,,,,,,,0.264031821,0.027057626,0.000510024,0.214423218,0.263482876,0.317865093,"175,874","124,892",NA,,,
2016,98369.54,0.54,185726.31,240618.31,71874.93787,4939.541062,90.2114019,62828.40538,71665.16914,81896.64618,,,,,,,108083.6784,6063.245029,110.7223253,96772.03714,107869.3264,120311.2159,113832.6109,7652.01258,137.554216,99811.78841,113446.4535,129375.7542,52700.16699,4335.040156,77.53461904,44618.00312,52614.33624,61834.2215,,,,,,,0.334968713,0.027120866,0.000496438,0.283449689,0.33469245,0.390229925,"88,513","96,148",NA,,,
