,beta,lnalpha,lnalpha.c,S.max,S.eq.c,U.msy_Hilborn,S.msy_Hilborn,Smsy_lambert,Umsy_lambert,,
232,6.69772E-06,1.34602279,1.531913065,149304.5625,228721.61,0.601683498,89834.09143,90246.50752,0.604445745,,
233,7.07544E-06,1.044599514,1.19239935,141334.0527,168526.6327,0.49667254,70196.74301,70631.78922,0.499750682,,
234,4.26568E-06,1.144017523,1.352390699,234429.4717,317040.237,0.548168107,128506.7598,129218.4524,0.551203957,,
235,5.22185E-06,0.843397988,1.044101701,191503.1664,199948.7818,0.445740465,85360.71049,85922.40375,0.448673541,,
236,4.99318E-06,1.40885078,1.70518482,200273.3563,341503.0871,0.649056541,129988.7319,130455.7178,0.651388284,,
237,4.89517E-06,0.874366877,1.180147892,204283.0897,241084.2577,0.492581513,100626.0733,101253.8095,0.495654387,,
238,8.10206E-06,1.407630037,1.554539845,123425.3689,191869.6539,0.608108334,75055.99542,75390.90957,0.610821829,,
239,5.43407E-06,0.754279586,1.090824173,184024.0404,200737.8718,0.46211927,85041.05527,85592.70485,0.465116974,,
240,2.78189E-06,0.613797782,1.361387032,359468.1652,489375.2985,0.55095729,198051.6063,199139.898,0.553984795,,
241,6.26506E-06,0.829649787,1.014555044,159615.3365,161938.5449,0.435224987,69468.5827,69928.83775,0.438108513,,
242,6.85212E-06,1.289556582,1.421527751,145940.2557,207458.1233,0.569311995,83085.53811,83516.99519,0.57226839,,
243,7.29875E-06,1.802763252,2.339282253,137009.7205,320504.4075,0.786584224,107769.6847,107966.3737,0.788019808,,
244,6.13507E-06,1.49938672,1.742346078,162997.2643,283997.6442,0.658669149,107361.2694,107724.3078,0.660896416,,
245,7.57714E-06,1.789896567,2.060223804,131975.8533,271899.7946,0.732995353,96737.68726,96924.72686,0.734412579,,
246,1.57945E-06,0.672151276,0.863130058,633130.8927,546474.304,0.379415484,240219.6642,241822.9271,0.381947761,,
247,5.39962E-06,1.210768065,1.429220037,185198.2335,264689.0262,0.571623125,105863.5929,106409.0826,0.574568562,,
248,2.36225E-06,0.918308832,1.069012035,423324.9542,452539.4707,0.454510946,192405.8255,193662.9542,0.4574806,,
249,3.50475E-06,1.154214725,1.387583379,285326.9782,395914.9726,0.559014555,159501.9338,160357.8473,0.562014319,,
250,5.98962E-06,0.618983709,0.876442515,166955.5917,146326.9788,0.384450654,64186.18642,64615.12427,0.387019827,,
251,6.62634E-06,1.115865028,1.373724238,150912.8816,207312.6833,0.554763839,83721.00959,84176.02306,0.557778913,,
252,5.5229E-06,0.953305344,1.104469966,181064.1722,199979.9402,0.46684521,84528.94144,85074.5491,0.469858548,,
253,3.65387E-06,0.793890075,1.019795408,273682.0907,279099.7393,0.437098917,119626.1454,120417.8517,0.439991712,,
254,6.51741E-06,1.291565741,1.58063283,153435.2993,242524.8714,0.615428405,94428.44151,94835.65929,0.618082408,,
255,1.10999E-05,1.513795669,1.778400594,90091.16498,160218.1814,0.66781069,60163.84305,60355.22283,0.66993498,,
256,5.30275E-06,1.128019087,1.542056064,188581.3456,290803.0075,0.604572449,114011.0859,114527.9369,0.607313181,,
257,9.26789E-06,1.408409945,1.796326848,107899.4229,193822.6303,0.672288114,72539.49951,72763.16207,0.674360994,,
258,1.833E-06,0.855619939,1.109884511,545554.4495,605502.4335,0.468713202,255708.5727,257355.6732,0.471732333,,
259,6.48927E-06,1.101389399,1.313192011,154100.508,202363.556,0.535882877,82579.82365,83052.13953,0.538947863,,
260,1.58119E-06,0.873826588,1.081280702,632436.8288,683841.7385,0.458798594,290161.128,292049.5161,0.461784486,,
261,5.88973E-06,1.035476735,1.216091708,169787.194,206476.7989,0.504524321,85661.76883,86185.53836,0.50760918,,
262,7.82723E-06,1.323699656,1.565669666,127759.1362,200028.6041,0.611242328,78091.7918,78435.27634,0.61393086,,
263,8.18338E-06,1.503833289,1.646022473,122198.9574,201142.23,0.633353938,77395.19085,77699.65462,0.635845479,,
264,3.30958E-06,0.975141453,1.138337405,302153.325,343952.4319,0.478461859,144568.8416,145489.1116,0.481507564,,
265,8.94565E-06,1.414690079,1.673341729,111786.222,187056.5501,0.640665787,71617.60788,71888.01639,0.643084765,,
266,4.81634E-06,1.092507026,1.279345502,207626.6621,265626.2364,0.525102007,109025.177,109664.7682,0.528182494,,
267,7.81731E-06,1.252278113,1.461399882,127921.2431,186944.0896,0.581201668,74348.03987,74718.40168,0.584096901,,
268,6.78895E-06,1.276115849,1.395950839,147298.2486,205621.1138,0.561567907,82717.96926,83158.36745,0.564557747,,
269,8.06853E-06,1.460885103,1.699622146,123938.3821,210648.419,0.647600992,80262.61924,80553.52228,0.649948151,,
270,6.85026E-06,1.202801962,1.375081584,145979.8808,200734.2457,0.555181337,81045.30534,81485.23569,0.558194974,,
271,5.2047E-06,1.501192153,1.862002767,192134.0068,357754.0522,0.688307582,132247.2937,132609.7288,0.690193949,,
272,5.71529E-06,1.017163946,1.196145063,174969.1281,209288.4587,0.497919121,87120.47438,87659.29317,0.500998628,,
273,4.94002E-06,0.890723913,1.044116035,202428.1878,211358.5168,0.445745537,90231.46125,90825.20297,0.448678635,,
274,7.37614E-06,1.114229131,1.301758106,135572.2943,176482.3331,0.532258861,72159.555,72575.92936,0.535330096,,
275,7.34176E-06,2.39234935,3.498254491,136207.1929,476487.4241,0.892482332,121562.5131,125828.7899,0.923804296,,
276,5.76146E-06,1.331061659,1.578513598,173567.2293,273978.2317,0.614837436,106715.6303,107177.1385,0.617496396,,
277,6.82601E-06,1.318576722,1.500587549,146498.4215,219833.7073,0.592670365,86825.27297,87239.13523,0.595495394,,
278,7.18435E-06,1.491466669,1.696786519,139191.4289,236178.1401,0.646857345,90036.99816,90364.79265,0.649212336,,
279,5.25672E-06,0.894239121,1.077649217,190232.5409,205003.9487,0.45753166,87037.41023,87604.53317,0.460512869,,
280,4.18304E-06,1.086451232,1.267865703,239060.4518,303096.5477,0.521409011,124648.2736,125385.4586,0.524492687,,
281,2.99663E-06,0.891333725,1.042983816,333708.547,348052.6137,0.445344841,148615.3798,149593.587,0.448276163,,
282,5.03215E-06,0.911087222,1.220602238,198722.0335,242560.5588,0.506010231,100555.3822,101168.5628,0.509095851,,
283,2.72633E-06,0.566484965,0.963125483,366793.5997,353268.2629,0.416629993,152817.2148,153837.5816,0.419411848,,
284,2.98575E-06,0.756326905,1.065107849,334924.7307,356730.9593,0.453142093,151768.4935,152761.2907,0.456106333,,
285,6.54758E-06,1.376563385,1.624063133,152728.2494,248040.3193,0.627400892,95821.83998,96210.99513,0.629948916,,
286,5.06513E-06,1.214875964,1.451703389,197428.2145,286607.2079,0.578330703,114178.7981,114753.5293,0.581241793,,
287,6.19057E-06,1.138959483,1.297264369,161535.9592,209554.8441,0.530829546,85748.05978,86244.52586,0.533902955,,
288,4.10108E-06,0.751064551,1.018138893,243838.4287,248261.388,0.43650697,106437.1738,107141.8394,0.439396858,,
289,1.82351E-06,0.632818401,1.44052458,548392.6755,789973.1286,0.575004515,315328.2646,316934.2844,0.57793311,,
290,4.75587E-06,0.774237196,0.96284047,210266.2499,202452.8549,0.416525911,87581.34133,88166.14206,0.41930715,,
291,6.39102E-06,0.685029507,0.992935153,156469.5154,155364.0823,0.427453161,66883.38902,67328.25215,0.430296291,,
292,4.15499E-06,1.032871977,1.1820465,240674.2482,284488.1528,0.493216875,118704.6006,119444.378,0.496290645,,
293,6.2905E-06,1.307004457,1.644203676,158969.8616,261378.8308,0.632863437,100606.213,101003.0472,0.635359723,,
294,5.33119E-06,1.160186312,1.308758306,187575.4884,245490.9785,0.534479772,100255.3042,100830.6978,0.537547303,,
295,1.66795E-06,0.511340491,0.951100691,599537.0852,570220.136,0.412228869,247146.4944,248798.4326,0.414984225,,
296,6.09811E-06,1.372181975,1.622179188,163985.2542,266013.4665,0.626887022,102800.2276,103218.8467,0.629439806,,
297,3.06634E-06,0.721519919,1.04846765,326121.5035,341927.8464,0.447283916,145868.9032,146827.6461,0.450223749,,
298,2.68813E-06,0.86131131,0.994060541,372005.9407,369796.4267,0.427859325,159166.2108,160224.6858,0.430704643,,
299,3.79478E-06,0.958786395,2.23322392,263520.0066,588499.1821,0.767501725,202252.0595,202591.7948,0.768790944,,
300,3.28318E-06,0.935907015,1.28522174,304582.5871,391456.1625,0.526985225,160510.5233,161448.1647,0.530063673,,
301,4.09266E-06,0.873732371,1.119201697,244339.7592,273465.4731,0.471917978,115308.3251,116048.3202,0.474946528,,
302,3.35003E-06,0.607441377,0.886996516,298504.4221,264772.3825,0.388424861,115946.5386,116721.952,0.391022522,,
303,4.46737E-06,1.299364329,1.566048654,223845.135,350552.3724,0.61134874,136847.4412,137449.0633,0.614036411,,
304,4.21531E-06,0.950609424,1.113363868,237230.7231,264124.1155,0.469911397,111477.4205,112194.5049,0.472934127,,
305,5.56461E-06,1.319067983,1.713585528,179707.1839,307943.6296,0.651246489,117033.6725,117448.4974,0.653554826,,
306,4.76191E-06,1.110426676,1.328206436,209999.5982,278922.8178,0.540613954,113528.7132,114170.3097,0.543669182,,
307,3.09361E-06,1.053481562,1.244946728,323246.7232,402424.9502,0.513980899,166142.6414,167140.4636,0.517067774,,
308,5.70095E-06,1.386293978,1.638640743,175409.37,287432.9405,0.631360328,110746.5173,111186.9219,0.633871052,,
309,3.96529E-06,0.934794831,1.062373043,252188.6501,267918.4236,0.452181968,114035.16,114781.7332,0.455142344,,
310,4.51097E-06,0.882008271,1.021993818,221681.5723,226557.1965,0.437883913,97070.79444,97712.92229,0.440780536,,
311,1.47914E-06,1.008844272,1.220435016,676069.9891,825099.4883,0.505955194,342061.1226,344147.2006,0.509040789,,
312,4.46714E-06,1.025991622,1.217871517,223856.6716,272628.6643,0.505110986,113072.4642,113763.1021,0.508196165,,
313,8.7789E-07,0.579912966,1.029684349,1139094.918,1172908.209,0.440624684,501913.3387,505227.7907,0.443534408,,
314,6.3877E-06,1.354013848,1.6233077,156550.758,254130.0509,0.627194898,98187.83668,98587.03082,0.629744832,,
315,5.58275E-06,0.855432789,1.0161388,179123.048,182013.879,0.435791736,78060.344,78577.35571,0.438678085,,
316,3.53069E-06,1.26143996,1.59258892,283230.4817,451069.7271,0.618750697,175249.0581,175992.7226,0.621376349,,
317,7.42613E-06,1.282942142,1.597313776,134659.6576,215093.7261,0.620058097,83496.81101,83848.84745,0.622672365,,
318,6.32757E-06,1.444279311,1.655593119,158038.635,261647.6766,0.635927359,100501.0918,100890.8769,0.638393751,,
319,4.23838E-06,1.118430046,1.406491858,235939.3729,331846.8069,0.564770575,133251.6152,133953.917,0.567747194,,
320,4.16583E-06,0.953938413,1.45289637,240048.1229,348765.0464,0.578684635,138912.1603,139610.5015,0.581593807,,
321,5.23196E-06,1.05124319,1.185869412,191132.8015,226658.543,0.494494668,94514.15118,95101.97746,0.497570154,,
322,1.89157E-06,0.969108659,1.098016876,528662.0245,580479.8247,0.464613564,245623.5473,247212.7738,0.467619693,,
323,1.08766E-05,1.682817928,1.849428241,91940.27301,170036.9373,0.685287183,63005.4907,63182.16549,0.687208809,,
324,5.25018E-06,0.627238409,0.846233082,190469.6655,161181.732,0.372988811,71043.05405,71516.17029,0.375472756,,
325,5.92939E-06,1.22175847,1.391447734,168651.3037,234669.4743,0.560194991,94477.61558,94982.76734,0.563190235,,
326,7.9922E-06,1.392790884,1.54427853,125122.0043,193223.2249,0.605203533,75724.27899,76066.60575,0.607939476,,
327,4.37538E-06,0.995501271,1.397111546,228551.4663,319311.8925,0.561921326,128427.943,129110.9516,0.564909749,,
328,6.09268E-06,1.035050279,1.24802901,164131.4119,204840.7636,0.514984156,84525.07671,85031.69971,0.518070848,,
329,6.44224E-06,0.924512602,1.188822454,155225.3981,184535.4386,0.495480309,76911.12821,77388.71485,0.498557039,,
330,3.25387E-06,0.78426674,0.975917292,307326.0835,299924.8392,0.421289627,129473.291,130336.5481,0.424098556,,
331,8.46911E-07,0.873590734,1.101097287,1180762.29,1300134.154,0.465679577,549856.8838,553410.5204,0.468689189,,
332,6.29922E-06,1.193367086,1.380935673,158749.9065,219223.409,0.556979003,88420.36468,88897.77067,0.559986287,,
333,5.8539E-06,0.257586528,0.704553797,170826.2823,120356.3059,0.317529175,54242.32847,54587.7365,0.319551159,,
334,1.08126E-05,1.745021634,1.977544664,92484.40862,182892.0487,0.715024529,66128.62072,66275.32202,0.716610756,,
335,4.18091E-06,0.627769533,0.835000109,239182.1804,199717.1468,0.368694292,88185.10465,88771.31984,0.371145207,,
336,3.94379E-06,1.023471754,1.171160916,253562.876,296962.9302,0.489567206,124136.0687,124914.0586,0.492635439,,
337,3.83738E-06,0.720553584,1.048921403,260594.6274,273343.2821,0.447444174,116601.5477,117367.8333,0.450384701,,
338,5.14543E-06,1.233260841,1.408649551,194347.305,273767.2439,0.565424226,109888.6746,110466.6276,0.568398042,,
339,6.82693E-06,1.436675767,1.697496334,146478.8169,248647.2547,0.647043601,94778.18113,95122.85044,0.649396632,,
340,5.03636E-06,1.577728469,1.872874463,198556.2168,371870.8678,0.690901119,137182.7123,137551.2627,0.69275727,,
341,5.03076E-06,1.49846147,1.787602508,198777.1262,355334.4894,0.670114663,133203.467,133620.4818,0.672212565,,
342,4.89902E-06,1.406182828,1.67851656,204122.3877,342622.8082,0.642039031,131054.5401,131545.4503,0.644444011,,
343,5.19679E-06,1.001752867,1.314497775,192426.6621,252944.4192,0.536295579,103197.5683,103787.2034,0.539359786,,
344,4.201E-06,0.707898654,0.864630789,238038.7669,205815.6469,0.379984346,90451.00529,91054.78809,0.382520836,,
345,6.57787E-06,1.189750959,1.37013906,152024.7914,208295.1048,0.553659857,84170.02426,84628.95719,0.55667866,,
346,2.92351E-06,0.708530236,0.88784723,342054.2843,303691.9489,0.388744526,132971.7306,133861.047,0.391344454,,
347,5.71993E-06,1.361817978,1.518386294,174827.3438,265455.4426,0.597808361,104513.2479,105001.0251,0.600598412,,
348,2.41644E-06,1.551234228,2.457552999,413831.3339,1017012.436,0.806006827,333550.8805,334328.5854,0.807886107,,
349,3.35677E-06,0.053777984,0.61517833,297905.2271,183264.8402,0.281098059,83740.58103,84244.83519,0.282790725,,
350,7.34596E-06,1.843347522,2.687169688,136129.3219,365802.5875,0.838123179,114093.14,114621.0644,0.842001288,,
351,2.81955E-06,0.753967498,1.013998707,354666.0359,359630.9019,0.435025817,154288.8821,155311.2177,0.437908348,,
352,6.33726E-06,1.150255633,1.2821217,157796.8781,202314.8016,0.525992326,82999.947,83485.89157,0.529071884,,
353,8.54525E-06,1.500633804,1.704009386,117024.0892,199410.1465,0.648749334,75919.29994,76192.55185,0.65108434,,
354,4.86067E-06,0.535928242,0.974122571,205733.0581,200409.2155,0.420637251,86538.98794,87116.11042,0.423442451,,
355,3.5991E-06,0.75040862,0.925613407,277847.4395,257179.3151,0.402833491,111926.254,112675.3043,0.405529396,,
356,7.41021E-06,1.358829792,1.46572925,134948.9991,197798.6952,0.582479269,78604.9943,78994.72093,0.585367224,,
357,4.47967E-06,1.007689427,1.171293866,223230.8032,261468.8706,0.489611881,109296.4534,109981.3939,0.492680187,,
358,4.12347E-06,0.814906555,0.925037682,242514.2266,224334.7981,0.402620211,97641.12914,98294.58656,0.405314723,,
359,4.85887E-06,0.859390626,1.028060364,205809.296,211584.3798,0.440046614,90565.6839,91163.97044,0.442953609,,
360,5.87492E-06,1.122297477,1.285100903,170215.0229,218743.4797,0.526946548,89694.21881,90218.22438,0.53002504,,
361,5.08695E-06,1.250184445,1.45516772,196581.2695,286058.7177,0.579357943,113890.92,114462.086,0.582263439,,
362,7.42959E-06,1.124070775,1.369995866,134596.9728,184397.2962,0.553615726,74515.00077,74921.34233,0.556634676,,
363,2.12156E-06,0.963976518,1.181262244,471351.6682,556789.9292,0.492954488,232354.9201,233803.5741,0.496027891,,
364,3.69311E-06,0.705243584,1.072008605,270774.2955,290272.3749,0.455560131,123353.9736,124159.183,0.45853386,,
365,6.62577E-06,1.161486345,1.328179257,150925.8323,200456.5598,0.540605419,81591.32277,82052.43842,0.543660665,,
366,4.26234E-06,0.865357968,1.09726119,234612.6517,257431.3575,0.464351847,108942.8181,109647.8909,0.46735711,,
367,6.82264E-06,0.960544014,1.315436972,146570.7513,192804.5852,0.536592276,78648.73303,79097.77283,0.539655914,,
368,3.24102E-06,0.385038154,0.54017046,308544.5516,166666.6525,0.249660341,77031.33807,77465.05214,0.251066019,,
369,5.95657E-06,1.289763962,1.417719603,167881.7299,238009.2195,0.56816478,95384.48621,95881.69614,0.571126448,,
370,8.76565E-06,1.411185067,1.561053579,114081.7055,178087.6546,0.60994461,69583.52138,69891.42354,0.612643572,,
371,3.42477E-06,0.699941235,0.94245243,291990.0073,275186.692,0.409051054,119438.8203,120237.6111,0.411786733,,
372,4.45159E-06,1.081021746,1.25484905,224638.6247,281887.5648,0.517199295,116182.9384,116876.1759,0.520285308,,
373,5.21981E-06,0.809542991,1.114007021,191577.9714,213419.2052,0.470132695,90067.06808,90646.28193,0.47315608,,
374,5.42893E-06,0.978618028,1.183207619,184198.3393,217944.8784,0.493605191,90921.25637,91487.53808,0.496679495,,
375,7.12164E-06,1.246854913,1.444892724,140417.1586,202887.7307,0.576306313,80923.29494,81333.57337,0.579228167,,
376,6.33207E-06,1.242024498,1.841131279,157926.2949,290763.0412,0.683282132,107908.2155,108215.3894,0.685227178,,
377,6.28513E-06,1.295260772,1.502925297,159105.5944,239123.8228,0.593347737,94404.94442,94853.70833,0.596168278,,
378,4.28031E-06,0.876541327,1.069029981,233627.967,249755.3011,0.454517234,106187.9372,106881.7372,0.457486912,,
379,4.95878E-06,0.754198607,0.898604812,201662.449,181214.847,0.392778063,79208.58614,79738.5948,0.39540626,,
380,7.27834E-06,1.412632783,1.681290698,137393.9289,230999.1346,0.64277366,88313.19858,88642.59299,0.645171105,,
381,7.3493E-06,1.778920112,2.025149028,136067.3228,275556.6065,0.725488513,98715.27968,98917.02006,0.726971164,,
382,4.33824E-06,0.67340827,0.940773866,230508.186,216856.0774,0.40843305,94147.16156,94776.86378,0.41116485,,
383,6.62611E-06,1.175329945,1.444194723,150918.0304,217955.023,0.576098474,86943.64693,87384.77123,0.579021413,,
384,5.0068E-06,1.197192462,1.374135112,199728.4683,274453.9011,0.554890244,110827.3786,111429.4881,0.557904885,,
385,4.5687E-06,0.647522055,0.970565803,218880.4342,212437.8644,0.419343043,91785.98736,92398.35877,0.422140787,,
386,2.346E-06,0.762691901,1.068956059,426257.4432,455650.4765,0.454491335,193730.3146,194996.119,0.457460913,,
387,6.38596E-06,1.188994569,1.379399413,156593.4607,216004.9279,0.556507715,87145.46899,87616.65485,0.55951669,,
388,3.54904E-06,0.718929879,0.902929981,281766.0658,254415.0286,0.394395212,111127.1873,111870.8685,0.397034569,,
389,4.57244E-06,0.773071441,0.910268444,218701.381,199076.9659,0.397133017,86853.53933,87434.85147,0.399791035,,
390,7.52195E-06,1.322238436,1.639726002,132944.2833,217992.1981,0.631653906,83974.77577,84308.18891,0.634161822,,
391,5.30361E-06,0.818541588,1.108326306,188550.6793,208975.6779,0.468176049,88274.91208,88843.86153,0.471193537,,
392,5.14003E-06,0.493745539,0.840369204,194551.5705,163495.1485,0.370749174,72129.83411,72609.75213,0.373215965,,
393,6.72195E-06,1.317746539,1.615568455,148766.3322,240342.1934,0.625079927,92990.84807,93373.08538,0.627649308,,
394,5.51508E-06,1.212538686,1.455085519,181321.1719,263837.8114,0.579333589,105045.4452,105572.2972,0.582239218,,
395,5.68837E-06,0.813088325,1.27401464,175797.4015,223968.4631,0.523389389,92010.49449,92552.31948,0.526471488,,
396,3.30935E-06,0.878558894,1.047402878,302174.351,316498.2849,0.446907744,135044.0574,135931.9057,0.449845942,,
397,4.78123E-06,1.099128454,1.27122865,209151.3598,265879.2008,0.522492765,109280.0724,109924.8548,0.525575616,,
398,4.5746E-06,1.35627266,1.667834801,218598.201,364585.6871,0.639200296,139728.0348,140260.0573,0.641634088,,
399,1.08001E-06,0.645582241,0.778310482,925921.2393,720654.206,0.346751537,321064.6124,323170.187,0.349025569,,
400,6.33582E-06,1.153443864,1.285142184,157832.8221,202837.6177,0.526959762,83171.54631,83657.43096,0.530038238,,
401,6.9913E-06,1.337865398,1.536360665,143034.9132,219753.2143,0.602952046,86243.19354,86636.95181,0.605704928,,
402,6.34382E-06,1.552520789,1.769635629,157633.777,278954.3481,0.665605096,104921.8453,105260.6641,0.667754501,,
403,5.02517E-06,2.19090028,2.667768891,198998.4083,530881.763,0.835695086,166301.9918,167026.3308,0.839335009,,
404,8.44079E-06,0.940603281,1.13574695,118472.3344,134554.5925,0.477578995,56579.89847,56940.47562,0.480622551,,
405,3.42958E-06,0.904144093,1.026634171,291581.276,299347.3015,0.439538645,128161.2389,129008.1605,0.442443226,,
406,3.90491E-06,0.722386266,0.891727748,256088.0943,228360.8597,0.390201388,99925.92979,100594.3732,0.392811597,,
407,4.31205E-06,0.555494407,0.967037807,231908.5061,224264.2933,0.418057555,96951.1031,97598.18787,0.420847814,,
408,3.91303E-06,1.148410954,1.286121664,255556.7431,328677.0636,0.527273207,134748.2234,135534.8553,0.530351317,,
409,5.9329E-06,1.36967402,1.706009705,168551.6087,287550.6803,0.649272015,109435.8426,109828.4752,0.651601465,,
410,1.82693E-06,0.651675126,0.834007645,547366.043,456507.4646,0.36831401,201602.5822,202942.514,0.370761973,,
411,7.59025E-06,1.711936611,1.95123791,131748.0206,257071.7324,0.709105898,93423.29852,93640.61497,0.710755384,,
412,5.22125E-06,1.812802684,2.292406032,191525.1939,439053.5098,0.778344237,149072.5309,149330.1539,0.77968935,,
413,3.23853E-06,0.862815209,1.033174616,308782.0422,319025.768,0.441865823,136440.2312,137340.4922,0.444781345,,
414,4.78933E-07,0.207293073,0.415581846,2087973.077,867723.7051,0.195701344,408619.1372,410569.2583,0.196635322,,
415,2.86783E-06,0.856349846,1.039115047,348695.7997,362335.0524,0.443974318,154811.9799,155831.9772,0.446899496,,
416,4.97255E-06,1.159037482,1.40031939,201104.2256,281610.1466,0.562897088,113200.9829,113801.17,0.565881545,,
417,4.83783E-06,1.135644647,1.425623525,206704.0978,294682.2247,0.570543592,117933.6985,118543.602,0.573494204,,
418,9.02148E-06,1.6575659,1.798098561,110846.5759,199313.0686,0.67272819,74569.61638,74798.82494,0.67479599,,
419,3.07038E-06,0.83301434,1.084536965,325692.9442,353226.0371,0.459933052,149796.95,150770.7729,0.462923056,,
420,5.06072E-06,1.217598217,1.397672457,197600.4081,276180.6478,0.562092048,111069.618,111659.9957,0.565079783,,
421,5.16865E-06,1.027149676,1.336988142,193474.1593,258672.6568,0.543366461,105127.3691,105717.2157,0.54641517,,
422,3.73609E-06,1.078206998,1.272177179,267659.2074,340509.9356,0.522798155,139931.7399,140756.8267,0.525880757,,
423,6.60023E-06,1.193190022,1.41233224,151509.8611,213982.2616,0.566538355,85836.1475,86285.9732,0.569507308,,
424,4.57217E-06,1.251783107,1.519476087,218714.3869,332331.2808,0.598121513,130817.78,131427.5227,0.600909362,,
425,4.55038E-06,1.088352955,1.267150521,219762.0144,278471.5509,0.521178329,114535.1995,115212.9103,0.524262169,,
426,2.8707E-06,0.961071971,1.136379216,348347.6728,395855.0552,0.477794567,166438.6256,167499.0256,0.480838653,,
427,6.11682E-06,1.172675316,1.449921199,163483.6739,237038.4445,0.577801596,94461.12767,94937.50863,0.580715532,,
428,6.86684E-06,1.027664436,1.28748655,145627.4137,187493.3365,0.527709762,76849.00781,77297.18893,0.530787349,,
429,5.61586E-06,0.827921823,1.097835738,178066.9682,195488.2814,0.464550837,82721.1592,83256.41467,0.46755676,,
430,5.05335E-06,1.241329425,1.420372297,197888.5035,281075.3481,0.568964126,112591.4594,113176.8148,0.571922132,,
431,4.18158E-06,0.928437208,1.142503667,239143.8703,273222.7487,0.479879809,114760.3149,115489.4762,0.482928858,,
432,5.14184E-06,0.812435693,1.066705614,194482.7768,207455.8697,0.453702546,88237.331,88814.25828,0.456669016,,
433,5.78786E-06,1.121466206,1.34211056,172775.5456,231883.8842,0.544967027,94156.97544,94683.01376,0.548011661,,
434,4.62699E-06,1.065138464,1.206383654,216123.2445,260727.5493,0.501316521,108346.1529,109012.3872,0.50439918,,
435,8.68126E-06,1.201608539,1.528471618,115190.6708,176065.671,0.600700025,69195.03883,69514.04998,0.603469443,,
436,4.1585E-06,0.930985218,1.096923501,240471.5418,263778.8855,0.464234869,111635.2747,112357.8616,0.467239744,,
437,3.39506E-06,0.82226868,0.960411862,294545.4673,282884.9606,0.415638565,122424.4553,123242.1028,0.418414528,,
438,1.99616E-06,0.556299812,0.974907275,500961.2735,488390.7903,0.420922544,210865.8937,212272.0086,0.423729378,,
439,6.63981E-06,1.398871182,1.686980571,150606.7592,254070.6766,0.644277044,97032.47764,97391.21189,0.646658971,,
440,4.61775E-06,1.178710829,1.417308833,216555.4547,306925.9588,0.568040913,123012.3583,123653.8455,0.571003144,,
441,5.25463E-06,1.145612693,1.327032245,190308.4407,252545.4374,0.540245102,102813.203,103394.7958,0.543301156,,
442,6.53763E-06,1.276905563,1.530752103,152960.5492,234144.6823,0.601351911,91983.1186,92406.0046,0.604116585,,
443,5.47816E-06,1.08502703,1.287047776,182543.0624,234941.6425,0.52756945,96304.14296,96865.9662,0.530647207,,
444,4.31209E-06,1.202053565,1.410275412,231906.2508,327051.6832,0.565916334,131239.5353,131928.6867,0.568888015,,
445,6.24075E-06,1.352891255,1.521790367,160237.2044,243847.4341,0.598785969,95947.7897,96393.75406,0.60156912,,
446,2.23024E-06,0.987761751,1.20583059,448382.3506,540673.1543,0.501133376,224699.3612,226081.5046,0.504215887,,
447,8.12926E-06,1.614817139,1.827000531,123012.4628,224743.835,0.6798451,83629.42007,83873.6197,0.681830262,,
448,5.83737E-06,1.681322637,2.134160481,171310.1525,365603.3574,0.748255373,128183.7421,128409.4534,0.749572932,,
449,4.58395E-06,0.838180584,1.02259569,218152.6287,223081.9378,0.438098709,95572.38493,96204.51795,0.440996373,,
450,3.90307E-06,0.979275974,1.230412558,256208.5943,315242.272,0.509232225,130469.6725,131260.5126,0.512318929,,
451,6.62639E-06,1.240519872,1.370018232,150911.6813,206751.7549,0.553622619,83548.12028,84003.71167,0.556641546,,
452,3.2827E-06,0.449125925,0.669136895,304627.4759,203837.4833,0.303226355,92371.07901,92948.03345,0.305120322,,
453,7.1876E-06,1.084509125,1.262041186,139128.5882,175586.0086,0.519528236,72281.23006,72710.42643,0.522613126,,
454,4.34505E-06,0.929773659,1.156936825,230146.8905,266265.4127,0.484773215,111569.0481,112273.1926,0.487832759,,
455,3.94977E-06,0.355894988,0.516068615,253178.9855,130657.7283,0.23939143,60608.87946,60941.30641,0.240704442,,
456,6.22547E-06,0.991473408,1.192971434,160630.4959,191627.593,0.496863058,79811.35941,80305.8375,0.499941416,,
457,3.01143E-06,0.670740103,0.897707038,332067.6143,298099.4345,0.392442064,130317.3,131189.265,0.39506793,,
458,5.48866E-06,1.131586797,1.29501578,182193.8721,235943.9394,0.530113279,96583.39096,97143.53456,0.533187716,,
459,9.00009E-06,0.920934714,1.209772678,111109.9464,134417.7774,0.502437844,55825.84189,56168.451,0.505521358,,
460,3.35019E-06,0.98837044,1.183079591,298490.281,353137.7596,0.493562383,147323.5745,148241.207,0.496636629,,
461,2.17516E-06,0.556722136,0.694608261,459736.3944,319336.6975,0.313530486,144141.3752,145054.6089,0.315516915,,
462,2.81897E-06,0.460860807,0.689940581,354740.1222,244749.6059,0.31164903,110554.415,111253.1224,0.313618662,,
463,1.04027E-06,0.378807328,0.536815494,961287.7876,516034.1789,0.248235786,238626.0294,239964.8831,0.249628557,,
464,6.21804E-06,0.994154018,1.169996928,160822.2903,188161.5856,0.489175967,78670.39942,79163.73524,0.492243551,,
