"","Chain.1","Chain.2","Chain.3"
"3083000",7.35276031859157e-06,4.22723352910432e-06,4.77497197445618e-06
"3084000",4.87011741181718e-06,2.64957068704294e-06,3.49865823443964e-06
"3085000",5.60769033469161e-06,4.10785542171032e-06,5.4424770357546e-06
"3086000",4.25153945647118e-06,6.72597898583875e-06,7.65925099820518e-06
"3087000",7.61265748347816e-06,2.94837386879877e-06,6.83560834077019e-06
"3088000",6.32393818065723e-06,6.87242828481104e-06,4.49907586355368e-06
"3089000",3.35910119874202e-06,6.97800027919509e-06,3.90209634865983e-06
"3090000",5.19447127025285e-06,5.93453098223082e-06,3.97282276201649e-06
"3091000",6.02371209971415e-06,4.65780046145289e-06,7.49923340298295e-06
"3092000",7.32227309527095e-06,6.39541042891835e-06,5.49192742600538e-06
"3093000",1.32321921320683e-06,4.72488042163363e-06,7.14867520094754e-06
"3094000",2.75974551539202e-06,6.905223275119e-06,2.68490843321868e-06
"3095000",5.84997528384521e-06,2.35556462965522e-06,4.33960469705824e-06
"3096000",9.18016016436892e-06,7.89563819599609e-06,4.139045170738e-06
"3097000",5.26991264000031e-06,6.22972446651406e-07,2.78393021304403e-06
"3098000",8.53913744280226e-06,1.55494719596058e-07,5.05735348810226e-06
"3099000",3.03271711105149e-06,5.2873516469505e-06,4.32528982496777e-06
"3100000",5.83834155619036e-06,4.59645265086927e-06,4.09156982119811e-06
"3101000",4.91579533608583e-06,3.23045978545607e-06,8.5680622574582e-06
"3102000",7.60019540679074e-06,6.58734194683238e-06,4.49293852488141e-06
"3103000",7.69882711114435e-06,3.55657644768063e-06,5.56890936197346e-06
"3104000",3.25520761031723e-06,2.05049178299831e-06,4.59553374900051e-06
"3105000",1.8935692148941e-06,5.44148021746476e-06,8.22024718451024e-06
"3106000",7.31416482901226e-06,7.49946059969467e-06,3.39787599723634e-06
"3107000",7.40225223830459e-06,5.77227832521957e-06,2.80266185887545e-06
"3108000",2.86486567197955e-06,3.30548495554922e-06,3.4051890013919e-06
"3109000",7.14585985867554e-06,3.91369648387786e-06,4.78561113063812e-06
"3110000",3.84148106163113e-06,3.16789636822386e-06,3.82640815110961e-06
"3111000",1.05155201587379e-05,5.97183646644921e-06,8.1458400552074e-06
"3112000",2.04606377829438e-06,7.19481356871648e-06,5.31673632303079e-06
"3113000",3.6504724942158e-06,4.02982314777182e-06,6.30580057283301e-06
"3114000",4.42935053140807e-06,4.49317054187424e-06,4.86984438290215e-06
"3115000",5.7072169668986e-06,7.31469723886162e-07,5.4513430736368e-07
"3116000",3.61997950816512e-06,3.2855423224976e-06,5.96338500564503e-06
"3117000",5.07786843221798e-06,7.90828121669764e-06,4.67411744698064e-06
"3118000",5.23657802702497e-06,1.91211882116538e-06,5.94389343788163e-06
"3119000",2.21989519942683e-06,7.74613485563109e-06,6.31331110359201e-06
"3120000",3.2979802606466e-06,1.58536444977484e-06,6.11592473590401e-06
"3121000",4.865951237218e-06,3.26723248937338e-06,5.77426388554416e-06
"3122000",5.68409112596721e-06,4.02457866767415e-06,2.9133607356481e-06
"3123000",5.72243605926127e-06,5.80377971393071e-06,6.29877178370995e-06
"3124000",5.30659945734897e-06,5.74469237319643e-06,4.80518936427447e-06
"3125000",6.17786023432225e-06,6.00229674020926e-07,2.30550942233165e-06
"3126000",2.76824836924865e-06,4.71323386571092e-06,5.48176778411368e-06
"3127000",5.42683252530572e-06,3.63946382298267e-06,6.29238665415465e-06
"3128000",4.19800123089974e-06,6.03440803139003e-06,7.27073792265201e-06
"3129000",9.84382626628945e-06,6.22582297923014e-06,7.66850465880928e-06
"3130000",5.28702199595229e-06,5.62760758473124e-06,4.76763943832143e-06
"3131000",4.41146005229711e-06,6.15775329806366e-06,3.97755732639111e-06
"3132000",3.22030358532535e-06,4.36268608457995e-06,4.68858568512053e-06
"3133000",2.80414978146886e-06,6.11018049250796e-06,2.80958317724604e-06
"3134000",8.04097899631195e-06,2.32433578561895e-06,1.9294220077997e-06
"3135000",7.3772179861034e-07,1.69382836290258e-06,2.30380188965556e-06
"3136000",2.45807976074552e-06,5.26198835479199e-06,8.02146958682664e-06
"3137000",6.4255539612176e-06,3.5323652821843e-06,5.70492650110663e-06
"3138000",2.20761160568888e-06,6.38983647734871e-06,8.06194805816479e-06
"3139000",9.37985810431002e-06,2.16853519106933e-06,2.92606911876872e-06
"3140000",5.13604731934791e-06,7.47188090979311e-06,4.47216118404301e-06
"3141000",7.03674197391144e-06,8.7213758606006e-07,7.91025519218059e-06
"3142000",6.22488468767879e-06,8.94092929411271e-06,5.88400700513154e-06
"3143000",6.81068684427737e-06,5.39234736186466e-06,7.43301648457176e-06
"3144000",6.46842405558134e-06,5.49239847076765e-06,3.85378880417565e-06
"3145000",7.90473208564313e-06,4.52244221203861e-06,5.81137684523623e-06
"3146000",2.69002305613296e-06,2.03646757284524e-06,5.6512369951239e-06
"3147000",6.8534805580682e-06,4.9371031502011e-06,6.01605676064601e-06
"3148000",3.63504325331567e-06,6.40143793393061e-06,5.66214453376649e-06
"3149000",4.2395211202689e-06,3.54399796158597e-06,1.42430151501786e-06
"3150000",5.61949368407417e-06,4.88012902143244e-06,3.97603648678224e-06
"3151000",6.08474319509805e-06,7.83140294067215e-06,6.80025014157486e-06
"3152000",8.29656407084046e-06,7.22980426317003e-06,5.11432282731141e-06
"3153000",4.20775545220548e-06,5.43518754752025e-06,8.25431674329922e-06
"3154000",5.44870271449803e-06,5.50689120259372e-06,3.81879032829273e-06
"3155000",6.38963092915606e-06,4.14377871759577e-06,5.98266860315183e-06
"3156000",3.97895648171783e-06,4.84439990325186e-06,5.40601768034121e-06
"3157000",5.3453244630281e-06,6.92679233049508e-06,6.03205804543793e-06
"3158000",5.83460243645119e-06,2.7790562648691e-06,1.89166619196568e-06
"3159000",6.38053188784788e-06,5.80217043536699e-06,6.87458419252918e-06
"3160000",9.39542720019476e-06,9.0784513621063e-06,6.45169133760728e-06
"3161000",7.93913471320407e-06,2.69310116098826e-06,5.37472755413379e-06
"3162000",3.22443098123341e-06,7.51374016890435e-06,1.02518618860526e-05
"3163000",4.76691534149875e-06,2.28368111730856e-06,4.58477362723628e-06
"3164000",4.65694208856342e-06,1.62495265093623e-06,3.65299826507796e-06
"3165000",2.86208389531368e-06,4.59990607435834e-06,7.67121272793696e-06
"3166000",4.90390040146077e-06,5.39437730726162e-06,7.44133777277977e-06
"3167000",4.51106509161444e-06,5.81590259792901e-06,2.94852724351547e-06
"3168000",6.46787712264171e-06,3.16170790758084e-06,6.7537930812122e-06
"3169000",4.83371810042883e-06,4.86024331918566e-06,6.89538338527663e-06
"3170000",4.82291993285352e-06,4.38532060137606e-06,5.94090700830667e-06
"3171000",3.21009271476709e-06,4.81966543405371e-06,1.26372889467843e-05
"3172000",4.6956726215115e-06,4.23558442178526e-06,5.4354807359541e-06
"3173000",7.57866910298074e-06,3.44369150249384e-06,8.73320532300763e-06
"3174000",5.38989403961719e-06,3.41622239546611e-06,3.74305593947414e-06
"3175000",4.01865658444756e-06,6.43449069078703e-06,4.06919278557977e-06
"3176000",1.38657535116832e-06,4.37831378866425e-06,7.09057435387943e-06
"3177000",4.11599042369028e-06,6.63854633195375e-06,6.77899255131774e-07
"3178000",2.91498705744897e-06,2.78051005302724e-06,4.5703033473623e-06
"3179000",5.24140047563885e-06,3.16995878101982e-06,4.98424769160479e-06
"3180000",7.2315298179541e-06,4.6133698044808e-06,4.76151269342789e-06
"3181000",3.02067423474434e-06,2.06410087359465e-06,7.28622187375458e-06
"3182000",5.60796146456447e-06,7.68906717970629e-06,5.25999337421497e-06
"3183000",4.72515944413958e-06,6.92659550534624e-06,5.50391994466694e-06
"3184000",6.15794633690238e-06,6.96070072619804e-06,3.92149583750545e-06
"3185000",3.7821753492107e-06,7.01794578768861e-06,4.38318346581038e-06
"3186000",2.09433392470959e-06,7.32585701941585e-07,5.21856665660088e-06
"3187000",7.20109789100164e-06,7.15271428112384e-06,9.16862024864213e-06
"3188000",4.23590990341764e-06,4.87676030786469e-06,4.69132770075289e-06
"3189000",8.45115531145421e-06,4.68663554445424e-06,5.33438039279356e-06
"3190000",7.23369801339329e-06,4.10935706975893e-06,7.16454580538588e-06
"3191000",6.01994248799596e-06,6.83212960521063e-06,3.55227194677254e-06
"3192000",4.23090362239434e-06,4.82620139262772e-06,5.08051329453173e-06
"3193000",3.99020388847028e-06,4.85101793180951e-06,5.44465450884094e-06
"3194000",3.58839410276478e-06,3.37056802917963e-06,6.53659087239178e-06
"3195000",6.16552942880237e-06,5.17299580815949e-06,3.31853160555637e-06
"3196000",5.43184877351489e-06,8.40375771276122e-06,5.77399289634772e-06
"3197000",7.31085851193307e-06,3.73067078470975e-06,3.60528996780035e-06
"3198000",8.49393809274511e-06,4.64086486145231e-06,4.41485689777374e-06
"3199000",2.72159129574489e-06,7.79287265216967e-06,3.51331440469677e-06
"3200000",3.57198963500983e-06,1.27166338110562e-06,5.79415581424959e-06
"3201000",4.68129639223718e-06,4.88027626586956e-06,9.44960435351828e-06
"3202000",3.72349177306916e-06,3.98835964353503e-06,7.40029206420187e-06
"3203000",5.54444812827282e-06,7.3108583823531e-06,6.67798417415778e-06
"3204000",3.86614365106629e-06,6.55193940331419e-06,4.70496768634437e-06
"3205000",5.33797679017703e-06,1.60339700848229e-06,8.57102829165161e-07
"3206000",4.24718371816803e-06,6.16426829506224e-06,6.85458957710639e-06
"3207000",2.52076153463661e-06,3.22859735826596e-06,2.70014124872772e-06
"3208000",5.52712696896441e-06,2.96286711396583e-06,4.97145180397495e-06
"3209000",8.10253116846388e-07,2.67333978091727e-06,6.23032766375374e-06
"3210000",1.73310684577194e-06,8.02658202627711e-06,6.53007342026808e-06
"3211000",7.45091974290409e-06,6.19395652877058e-06,2.88899209283514e-06
"3212000",4.4337773698059e-06,5.45195465359585e-06,3.14381861771577e-06
"3213000",5.53749030192847e-06,8.44839717049209e-06,3.27940405846609e-06
"3214000",7.22432496593444e-06,5.25810442872287e-06,3.79496293735716e-06
"3215000",3.39705991087482e-06,7.32091638346981e-06,5.5420300391169e-06
"3216000",4.30877738740254e-06,4.03810389359125e-06,5.98740407273441e-06
"3217000",5.00187101716822e-06,2.78939884948243e-06,3.80833691066476e-06
"3218000",1.5261730172635e-06,2.14628537832182e-06,4.70437971056656e-06
"3219000",3.94938918753244e-06,5.28538993208949e-06,4.38698283189989e-06
"3220000",7.61217381106486e-06,3.72138467220876e-06,7.39874891773784e-06
"3221000",7.76194065965146e-06,4.23926524514904e-06,5.74369142428275e-06
"3222000",4.56105957978226e-06,5.18732001511816e-06,5.34668486712544e-06
"3223000",9.50598656267137e-06,1.87095258079896e-06,6.3793584153699e-06
"3224000",7.96280174566841e-06,6.43638282312317e-06,5.02939754042588e-06
"3225000",7.93041865457356e-07,1.79803093643396e-06,6.38071746855947e-06
"3226000",7.02591322885248e-06,5.70030106393919e-06,6.62034749142173e-06
"3227000",3.00168291459018e-06,7.19156381213639e-06,5.42229816388407e-06
"3228000",5.49776598873445e-06,3.70248880034033e-06,2.95088774605173e-06
"3229000",3.91203017918214e-06,5.97538945015399e-06,5.89689558542098e-06
"3230000",4.75539205060409e-06,9.69121983641393e-06,3.72319736433532e-06
"3231000",2.42728561153208e-06,2.31418816804394e-06,8.75876307549127e-06
"3232000",6.30490875879875e-06,4.57746872970167e-06,2.86595216186484e-06
"3233000",2.83963028593891e-06,2.00182779995215e-06,4.83019514269106e-06
"3234000",5.82848876121248e-06,4.18695356255259e-06,6.03913881390404e-06
"3235000",7.6394119327628e-06,5.88219104039813e-06,6.98639972447276e-06
"3236000",6.58237744932899e-06,2.12480140415052e-06,4.47058880928831e-06
"3237000",6.80696111962372e-06,7.11444786027974e-06,3.73293776065958e-06
"3238000",6.27877715982175e-06,8.95088735944398e-06,2.17603101946592e-06
"3239000",4.25858124924838e-06,5.8155238725769e-06,5.84458368520141e-06
"3240000",9.81589531087649e-06,6.17129631321305e-06,7.73704530062281e-06
"3241000",4.21237323946625e-06,4.84527704731071e-06,7.15141204261452e-06
"3242000",7.43530387251409e-06,5.6922367649035e-06,6.76814234837645e-06
"3243000",6.19433054590149e-06,6.81624176323186e-06,4.25389566240763e-06
"3244000",3.19210661481681e-06,3.69378285297928e-06,3.88091077082762e-06
"3245000",1.06567463118129e-05,8.88617947962549e-06,4.1905837619334e-06
"3246000",4.78452339630986e-06,3.9200314994921e-06,4.71763869573711e-06
"3247000",3.18236754172935e-06,4.37297045941246e-06,7.49623597208127e-06
"3248000",2.50373713930724e-06,8.84004207823146e-06,4.03776427614099e-06
"3249000",4.08099284167622e-06,3.58090360680475e-06,6.75759148323122e-06
"3250000",6.17381120953015e-06,1.72881420258814e-06,4.50690327965666e-06
"3251000",5.36722263936813e-06,5.38752546079047e-06,3.69564228669233e-07
"3252000",4.62445909573453e-06,4.96545954733156e-06,4.70645544861576e-06
"3253000",4.61304284903463e-06,5.96257356810768e-06,5.72629076063623e-06
"3254000",1.01262647201931e-05,5.3359898750338e-06,4.58224847358635e-06
"3255000",4.96856974075769e-06,4.42975355024376e-06,4.24530998044123e-06
"3256000",6.12878897904895e-06,8.24266543714952e-06,4.56127649500379e-06
"3257000",2.50990509935435e-06,2.92857457614708e-06,5.4503758570217e-06
"3258000",8.93456611935492e-06,3.07110682543398e-06,5.07142769702065e-06
"3259000",4.58247231505903e-06,6.9196229330078e-06,3.96893280051687e-06
"3260000",2.73173281787052e-06,2.17851045740168e-06,3.39991744330358e-06
"3261000",3.89275212309796e-06,8.88373240479872e-06,4.53602666238386e-06
"3262000",6.61683770475365e-06,4.45542265567346e-06,6.30483225215738e-06
"3263000",4.3421484599012e-06,4.65622003565188e-06,5.63697252975834e-06
"3264000",3.59976552012114e-06,5.62200421059289e-06,2.11149868879598e-06
"3265000",6.90134007922158e-06,3.85253070201685e-06,6.69189048572742e-06
"3266000",4.9385646415792e-06,6.91811320297896e-06,4.75060822654168e-06
"3267000",1.48140066091091e-06,3.06059989709875e-06,4.29591656779665e-06
"3268000",4.3756400600733e-06,5.4779603615148e-06,4.76285914051813e-06
"3269000",4.36691477311567e-06,4.34845915177576e-06,5.78938177906987e-06
"3270000",6.1104675033076e-06,7.11461365068763e-06,8.65474925793401e-06
"3271000",5.59312025021632e-06,7.71818112478665e-06,2.03113973546255e-06
"3272000",7.02839222112245e-06,5.63268347438679e-06,4.4634704293917e-06
"3273000",4.86026998759299e-06,2.73281987383479e-07,4.2898817257193e-06
"3274000",2.73069721327376e-06,8.88152628294295e-06,5.11122661031487e-06
"3275000",6.64016877292762e-06,4.75815718196218e-06,3.4168146666484e-06
"3276000",1.56740538629348e-06,5.75944333703274e-06,8.86979811277177e-06
"3277000",3.27194116584308e-06,6.79444301128397e-06,6.60337988065626e-06
"3278000",4.06873303772945e-06,1.00958063511128e-05,4.6737490980148e-06
"3279000",5.47014438822724e-06,2.29791145332748e-06,9.21371406392363e-06
"3280000",7.55170471735484e-06,4.23900614909442e-06,6.05778259414773e-06
"3281000",5.78272104594664e-06,9.36993864446601e-06,1.52221654677143e-06
"3282000",6.51664949539272e-06,4.27496404524394e-06,4.92124454404612e-06
"3283000",5.58713352655479e-06,5.62385133398675e-06,3.69407818788173e-06
"3284000",5.18998421730013e-06,5.12277118010028e-06,5.49742919466642e-06
"3285000",8.08442999115465e-06,5.04017282930812e-06,3.52578061399734e-06
"3286000",3.97659102164225e-06,1.77719724581447e-06,4.03365589666383e-06
"3287000",4.73730973278398e-06,7.04289116494228e-06,5.71500953416722e-06
"3288000",6.1255669374934e-06,1.25574267992198e-06,5.71116530262705e-06
"3289000",6.06497437731495e-06,2.71097802307809e-06,8.76444931335663e-06
"3290000",6.04280556972894e-06,8.7189227130586e-08,5.62800100457905e-06
"3291000",4.93591961607408e-06,5.09781055088252e-06,6.11544999041538e-06
"3292000",5.99253207461411e-06,5.05055272157609e-06,6.59303948129984e-06
"3293000",5.64722348120277e-06,8.48217503545563e-06,4.94609409418282e-06
"3294000",8.33324351843042e-06,7.66805768161407e-06,2.83587752811223e-06
"3295000",3.45354267879897e-06,1.08540619768357e-06,4.75714513067102e-06
"3296000",8.15649405875241e-06,2.29153259019521e-06,1.01267803829247e-05
"3297000",5.75129428744544e-06,3.00536575371494e-06,5.8126229863779e-06
"3298000",1.61826317940358e-06,1.84116324993806e-06,5.09153780192961e-06
"3299000",7.70067890617316e-06,4.33665192791617e-06,3.41055039663808e-06
"3300000",6.8522995421389e-06,5.10245325720623e-06,2.36735812541867e-06
"3301000",3.73623392543027e-06,3.39773749025968e-06,6.34913727995053e-06
"3302000",4.97352203253776e-06,6.64261602782054e-06,4.59416725407138e-06
"3303000",9.26383662805122e-06,1.13531245664145e-05,4.95884159667924e-06
"3304000",5.35120461333573e-06,7.80627173005289e-06,9.35539670022224e-06
"3305000",6.63814528735211e-06,6.28154187121197e-06,2.75147049521328e-06
"3306000",3.84497926111614e-06,6.27233742890626e-06,4.0716540974334e-06
"3307000",8.24753337454168e-06,6.00782281085969e-06,6.61524072948109e-06
"3308000",2.26394169815218e-06,6.08127321378968e-06,1.5618516922989e-07
"3309000",3.95697126400688e-06,4.38769694225617e-06,4.32912980879142e-06
"3310000",3.65248863681913e-06,5.61035772152935e-06,4.08705444751562e-06
"3311000",8.51112556701732e-06,4.96711143596249e-06,4.79381189778743e-06
"3312000",5.67157445643987e-06,4.42182808716141e-06,4.62028538911474e-06
"3313000",4.46818710505211e-06,5.79015276025081e-06,4.72668561569108e-06
"3314000",5.05973912215332e-06,7.80140196573543e-06,3.93109265487743e-06
"3315000",7.57382065804393e-06,3.62428541621271e-06,5.95427820904103e-06
"3316000",7.79870778154314e-06,2.61001632923292e-06,3.46037407895329e-06
"3317000",4.70833106613595e-06,2.2593819185333e-06,3.75387292297405e-06
"3318000",7.7755754970429e-06,4.13761695291974e-06,6.73460947897917e-06
"3319000",7.34343048703096e-06,2.94875266151334e-06,5.23905499171871e-06
"3320000",3.11427458369694e-06,5.80642884864564e-06,7.01737368003787e-06
"3321000",3.23684921752943e-06,2.71060399859202e-06,5.36853894639669e-06
"3322000",9.03751825670685e-06,6.60823324694977e-06,5.07587110313771e-06
"3323000",9.54370753249905e-06,2.66261927824267e-06,6.0313495740021e-06
"3324000",5.52037818734213e-06,3.86250253648481e-06,5.7989390120099e-06
"3325000",6.47225912287831e-06,7.49787289224918e-06,6.30659595388094e-06
"3326000",3.73082502604454e-06,7.63196959283434e-06,3.7754435557595e-06
"3327000",5.86058367239915e-06,4.87319605366505e-06,6.20907113309808e-06
"3328000",8.20986732509847e-06,3.32358120120611e-06,6.73663114826812e-06
"3329000",4.95523095435895e-06,9.19393214263903e-06,3.26128903945039e-06
"3330000",4.82054548301636e-06,3.4573687755817e-06,6.00707954881346e-06
"3331000",2.87645781619751e-06,3.36392758129063e-06,5.91913261955443e-06
"3332000",7.9072979516882e-06,4.04990957388326e-06,5.24391606470358e-06
"3333000",3.4553401812588e-06,4.51792137208827e-06,7.1196168963512e-06
"3334000",1.32985011998847e-06,5.30220875363136e-06,6.64153185524931e-06
"3335000",4.30135031021884e-06,7.2827334688366e-06,5.49599710634489e-06
"3336000",4.68610157177696e-06,4.11324222696614e-06,4.25307082937816e-06
"3337000",4.25688315627836e-06,3.35793036583512e-06,6.96211605255699e-06
"3338000",4.91847422734776e-06,4.4547930085644e-06,9.82459658619253e-07
"3339000",3.5480095741444e-06,5.68676274087359e-06,2.05413652043629e-06
"3340000",3.69036090098417e-06,3.9362279142243e-06,7.4722656553025e-06
"3341000",5.59762340283091e-06,4.03148154566794e-06,3.23981920501846e-06
"3342000",4.15311227261754e-06,5.02919570950329e-06,4.10408751149732e-06
"3343000",4.8314796375878e-06,4.96593858467696e-06,5.50708031375689e-06
"3344000",2.90184816867229e-06,1.10608033912261e-05,5.02506145386555e-06
"3345000",2.73900058201395e-06,7.23103215505881e-06,4.33020833824311e-06
"3346000",8.27409852278267e-06,7.7549957205459e-06,5.27770375992944e-06
"3347000",6.73826084038887e-06,4.83984618332517e-06,6.76990432811672e-06
"3348000",5.2539908133192e-06,4.42267564060651e-06,6.23812646592651e-06
"3349000",3.9283138511912e-06,4.60185895241174e-06,3.05740315037204e-06
"3350000",5.11818679451209e-06,3.49736065637754e-06,2.45171798663143e-06
"3351000",2.94478953200927e-06,4.74235476100157e-06,5.77928085817538e-06
"3352000",7.27336948106984e-06,6.69872463014375e-06,3.94840899604971e-06
"3353000",5.00487950228615e-06,6.50574807277043e-06,6.13190528747406e-06
"3354000",7.61120541026166e-06,3.90245092241336e-06,7.07492321196257e-06
"3355000",4.98826265062534e-06,4.69518677213342e-06,9.09040324825476e-06
"3356000",3.36783722855072e-06,5.2429125660363e-06,4.48349178073835e-06
"3357000",4.62038802349981e-06,9.36041628617133e-06,4.42497480349679e-06
"3358000",6.04376732616289e-06,5.45559763228367e-06,5.09137783801249e-06
"3359000",6.61003319971444e-06,2.18704128532786e-06,7.64830086229155e-06
"3360000",5.34294684497591e-06,6.1010722174312e-06,4.62492424107237e-06
"3361000",6.51085933148024e-06,7.39514554946867e-06,9.22036861801721e-06
"3362000",7.75730432528749e-06,7.40114615121337e-06,5.69242814112525e-06
"3363000",4.30227765053232e-06,6.89203566065186e-06,6.22772126825749e-06
"3364000",7.05557814794756e-06,5.59402368055701e-06,4.35972569425628e-06
"3365000",3.4124676076683e-06,6.72813409491341e-06,1.53352994260454e-06
"3366000",4.76879137242699e-06,6.89400136534018e-06,7.20234203342611e-06
"3367000",5.41828277053706e-06,5.3439216618953e-06,7.31091781095606e-06
"3368000",6.81843225994828e-06,5.07580061292776e-06,5.12206652972468e-06
"3369000",5.19290369313387e-06,6.86796459192961e-06,7.48397002973952e-06
"3370000",8.00921190051633e-06,8.96460919288053e-06,4.10251292429109e-06
"3371000",6.19407176161667e-06,5.83682903637504e-06,5.61210950328287e-06
"3372000",4.52932682314684e-06,4.40629713582717e-06,1.67643900179975e-06
"3373000",7.1966038721174e-06,3.24626790933586e-06,7.12071845893304e-06
"3374000",3.34794232911628e-06,7.492433715575e-06,7.26473421916565e-06
"3375000",5.71313641770542e-06,7.89448272210076e-06,4.73709442156895e-06
"3376000",7.47651395820243e-06,7.47485934921418e-06,4.93025564130966e-06
"3377000",4.09267272408192e-06,4.98770756375446e-06,6.37514437619948e-06
