"","Chain.1","Chain.2","Chain.3"
"5058000",82381.4913336691,156143.436083812,117787.633652748
"5059000",73372.8010823142,235538.001702923,121996.146144469
"5060000",174426.869486873,101126.815802988,93590.064899455
"5061000",95592.7932812653,168969.061642373,96928.2272634762
"5062000",211922.293497215,94460.988427095,76713.86281653
"5063000",116474.535390507,129207.625988475,103140.222629504
"5064000",128959.759128545,136429.291285549,130130.508443744
"5065000",97624.14498,131370.363091259,93994.3060322747
"5066000",149788.260029142,114635.498759671,77927.5291682155
"5067000",78831.8086282439,76366.1721941025,70250.4279052216
"5068000",67707.3706177878,87885.1791405336,133658.689286683
"5069000",130704.752349931,124488.498649829,91332.0678607703
"5070000",160742.015315358,160464.025924997,151416.25982588
"5071000",114696.796717165,73457.073931818,95305.2377119734
"5072000",133812.26601723,70435.2357799951,95970.7204591887
"5073000",126770.417999824,69032.2150404358,111053.10893463
"5074000",119858.122353674,91118.3027649995,106693.830849169
"5075000",66415.7207044956,145843.868399186,119528.93788345
"5076000",74239.5347564783,77669.8880483422,80751.8628549437
"5077000",107040.177081331,84404.9062384319,86010.5274353421
"5078000",147611.825301726,183121.192740623,138117.500948856
"5079000",82696.9254603456,106760.092928454,81074.7573243087
"5080000",191848.173533602,99344.0887731877,282969.554924049
"5081000",317824.129892312,94389.4442283753,107353.053871718
"5082000",176068.52430779,72167.1340908855,85514.3355092799
"5083000",78877.016264813,303650.577370727,64188.4041692454
"5084000",77803.5434665504,204367.201610249,90237.461170699
"5085000",80343.208532589,103562.864946783,118205.090468716
"5086000",89031.0090923377,217744.337698517,94454.1835570248
"5087000",121133.375244443,90370.8189120141,124037.830499003
"5088000",101092.756162399,74015.7911154911,97061.4511801296
"5089000",97704.5694375835,79046.3854453762,106791.077593411
"5090000",89262.930224321,139567.280690023,107092.085696453
"5091000",103271.414180634,194608.54684274,77410.5666803872
"5092000",75160.5882511207,91299.4016153214,335628.986983376
"5093000",91520.1952794,75986.4354408193,132635.202365329
"5094000",162021.324691598,83922.3556103641,71483.3536831451
"5095000",112976.57927219,98743.9624020547,82073.5510235782
"5096000",103453.824054575,127163.260149484,90287.1287092331
"5097000",62227.8963934082,103608.080286296,123226.153983502
"5098000",111465.388735362,101832.833786205,109018.236750774
"5099000",74633.7908049649,97144.5060629423,71753.4414282499
"5100000",169038.410996606,122379.358801704,122736.061676528
"5101000",91308.6564125937,80230.1392508714,104101.357287383
"5102000",84794.5253921897,86979.0682612843,82020.9976849754
"5103000",92946.6603841331,87152.2270519436,98331.6052285589
"5104000",117426.243603164,98981.2530483513,71386.908962648
"5105000",94633.9219139144,155226.560098817,101977.052358658
"5106000",125825.900960094,203574.466845036,120623.673699453
"5107000",107156.276692057,120632.887854346,82462.6536456475
"5108000",138641.027843084,89185.6912041419,145170.267420593
"5109000",137318.987122881,170405.509016182,484323.769509258
"5110000",359978.551131796,98018.6495216187,99162.164409799
"5111000",428949.867918751,130314.748625053,119741.098121958
"5112000",124741.533008719,215297.478466611,106568.737498624
"5113000",142699.889373622,123374.111187502,91657.9299123048
"5114000",99964.9705462792,84673.9485768867,63632.4933071269
"5115000",88512.501102734,462384.846524655,89524.146513017
"5116000",221679.915973342,108514.043729599,85183.9255075527
"5117000",176787.636397318,69610.0993660263,117407.165164707
"5118000",87750.805663806,91101.5973494207,100164.146172085
"5119000",89691.4074031088,253544.2164137,142296.819481943
"5120000",137737.960963427,95698.7549252488,89780.2204407143
"5121000",150933.267428978,104073.897044764,114494.7941363
"5122000",426340.681108063,186621.88490074,149347.754826495
"5123000",117343.94234341,75765.4317153378,116790.153978454
"5124000",90548.5514389645,111758.327904347,97993.2250576907
"5125000",141293.255372524,66155.5442317489,157225.821002272
"5126000",93230.8764608233,90186.3429508455,92218.5544963639
"5127000",142083.072232604,108626.792220207,87153.1895301406
"5128000",79689.1978943035,104656.812288349,89779.1671093659
"5129000",102251.861110119,129986.402677736,70547.5000023912
"5130000",86130.6177302291,251283.704278968,119695.953527298
"5131000",89888.1158535561,112803.947264848,139246.605696511
"5132000",86769.1218184374,104477.907995702,285746.828532059
"5133000",82681.951428282,109900.501230484,124554.055621752
"5134000",110435.085344318,105541.780185889,77069.6973324392
"5135000",121532.280051147,89670.638697585,74641.2660629444
"5136000",73181.2561846295,99369.1575292698,105103.070360325
"5137000",98756.0436728557,92877.7942740013,75204.2180565218
"5138000",80310.8441724913,82517.679785481,80228.3760523338
"5139000",111585.558764432,221244.909154193,74084.361266344
"5140000",64224.9991296152,100518.943090586,81177.0505571565
"5141000",84442.4791282318,100993.572411318,80725.0201624324
"5142000",89620.0175917059,73575.7259026282,79454.7706440368
"5143000",117876.180655123,92131.4423644234,195293.360953515
"5144000",82088.644972597,105168.083036801,91918.4806358449
"5145000",67429.535464038,69462.5874914639,122369.822487676
"5146000",79282.9568624786,92629.8567282031,90609.5385226823
"5147000",119176.983407172,81367.7883826894,93899.9648832792
"5148000",87533.018120796,118319.001394504,99664.1118531479
"5149000",99771.8771616654,113100.386704848,102630.336903642
"5150000",101929.57125049,87605.5402646698,214488.648627246
"5151000",114626.450480765,82094.9665160671,422698.279197827
"5152000",112160.340297524,129367.489140016,80949.8496730999
"5153000",157438.735999386,117871.536323184,66057.264547675
"5154000",116026.789425235,119003.596709256,73956.9009277581
"5155000",85996.9618148469,112097.592292054,98035.0475079457
"5156000",138361.499135384,123226.741771353,103359.146298742
"5157000",97380.082503435,89482.7597790831,194684.65790841
"5158000",152647.534613701,135564.852529321,124245.709811585
"5159000",77468.5878961459,77343.8017705084,104132.215612358
"5160000",134894.437029795,122546.707285181,85115.0006713316
"5161000",103413.489311327,82828.4307337665,211144.928789702
"5162000",87913.9548421336,87851.3309872041,92965.2286347102
"5163000",106741.692353998,182964.405292104,89748.3871529389
"5164000",69847.3477507367,97123.8812451092,70925.4046941538
"5165000",61135.5487784389,132673.176086211,97147.9731692884
"5166000",112417.233289615,118544.01602192,90181.8921762643
"5167000",103300.274045553,73827.9455856287,94953.6374753827
"5168000",139397.572522189,80859.0249311355,110478.365365259
"5169000",96435.7408734268,96947.882936315,49426.0204128784
"5170000",154715.083905689,74397.6291897298,223851.761848697
"5171000",94207.1573782771,72300.3308654837,151233.428367132
"5172000",85349.7875408518,209637.311469141,80856.0329711922
"5173000",77683.333383639,91166.8022106314,101580.198587435
"5174000",86302.0845379551,94969.2715298542,119803.844094757
"5175000",73361.0603565753,97350.9351987081,103157.028828029
"5176000",59667.5803938926,149958.671819979,98561.099187671
"5177000",64560.8004403126,91326.7108003486,133892.326601574
"5178000",105493.167995303,81469.4073566,76934.5346605958
"5179000",166550.70578138,101471.046253091,74623.9591455292
"5180000",130427.843921753,87175.3324871171,107896.420337409
"5181000",105681.033303403,210640.087562739,145418.327404662
"5182000",107166.038347474,82889.099215778,70905.1409640184
"5183000",127741.023457799,136205.537740397,86337.5877306219
"5184000",90006.0059980159,130999.974277945,123968.91319118
"5185000",125805.810864159,97197.3286691995,134292.832652585
"5186000",71568.5165031228,78070.333764243,103102.711029009
"5187000",101566.524728833,161817.51601897,71366.0269624505
"5188000",102442.758007592,99721.9393966341,95416.8880899732
"5189000",96624.6984681164,80416.8620987566,127279.630363746
"5190000",107853.510823123,91096.7636048337,82473.2357283331
"5191000",138542.981740175,111417.783408611,87494.9011599084
"5192000",86867.3526415307,95031.3120417912,192134.66866036
"5193000",108929.422942461,154128.140071621,74261.8970705245
"5194000",133307.149877633,99323.2676327306,126343.724749893
"5195000",70029.0171810528,112268.154080105,93155.9942973419
"5196000",108551.684318071,116105.269717925,92164.5661596057
"5197000",63715.9439583402,95055.5613125344,74988.1251568561
"5198000",166577.667870725,84775.0343608884,80875.9551157112
"5199000",106190.36724412,86960.4530000121,71232.6414781516
"5200000",104290.912945748,87781.5565888962,101332.583116927
"5201000",160728.240326191,94722.0667416441,105279.426498112
"5202000",171256.780953293,73425.6563648866,113816.918627214
"5203000",87151.905237373,110802.87919249,74781.329166342
"5204000",97508.8714655288,106033.763418325,81649.375751031
"5205000",138015.951041311,125111.138679074,105292.770478677
"5206000",97961.4058998617,87116.4933364951,97353.7298230566
"5207000",131474.443923455,91033.4122700264,76881.3751402029
"5208000",100824.57792395,90641.6898360293,102204.944435804
"5209000",72752.7896764925,108221.975326772,85775.8125739528
"5210000",219820.892405033,86743.9227142197,128384.512156471
"5211000",67987.4583387235,74714.6331063307,88663.4287264526
"5212000",67271.2654538768,2915567.47634012,88525.3672377503
"5213000",95645.8312529073,73776.8293769905,129695.847888899
"5214000",89403.0589957365,253018.913360556,122392.185744684
"5215000",62861.3324381418,84679.4723362652,83736.6701431261
"5216000",85257.6318654658,124237.968857471,72250.4841119986
"5217000",107267.535868717,105180.807808136,174925.985717623
"5218000",134050.575024127,123337.557380148,85652.5083632802
"5219000",62911.5772161407,83606.3450624251,85986.8266458267
"5220000",117062.044771302,97470.1416824433,89649.4423154713
"5221000",101812.545789135,102072.896417147,88001.7319321734
"5222000",111041.001011625,134889.491795471,57111.2732132299
"5223000",169911.190924876,90364.87738519,86498.9827133508
"5224000",105566.299514955,149311.469345558,75967.1048386102
"5225000",88185.9518222464,95102.0521528418,81094.34698535
"5226000",90871.88211944,62057.0188908813,75278.2360570866
"5227000",114919.791130384,146480.208144817,131092.217258074
"5228000",97971.5401470304,88774.1180253168,132482.079718964
"5229000",72973.1116336603,84371.5083942599,114185.209781184
"5230000",66484.9376987376,196443.482627178,169986.862385109
"5231000",117702.70258003,193226.631021494,116119.357669165
"5232000",101324.099367024,112200.838736671,80065.1561138143
"5233000",110642.63896158,107508.753864132,359744.304809905
"5234000",71095.4544938238,117494.791826179,87758.9817181799
"5235000",100716.282464754,160255.859617921,88522.8732498044
"5236000",95428.6039615614,102374.178042345,78570.4837526925
"5237000",88810.8936699556,95438.2370383097,111810.752949258
"5238000",179634.409160763,123754.667460214,70921.1717569846
"5239000",62964.974937089,111415.382372087,144186.737844516
"5240000",176808.418702469,125283.167673908,86712.38373557
"5241000",130418.851634584,100435.015429951,163649.985414763
"5242000",203918.071613795,75452.5396283665,97779.3568242461
"5243000",143743.882586307,93436.775806982,129111.53061133
"5244000",72818.7002824777,111248.934152018,82411.4149606099
"5245000",122226.807912812,89319.7304497498,88105.0300369695
"5246000",106932.803611571,129789.949276758,105124.307030497
"5247000",92328.8263098761,91569.7231497173,111398.999001509
"5248000",125935.570750958,64614.696260852,159265.583550051
"5249000",76610.2330363063,75495.2718640322,77834.0698721999
"5250000",71215.4143479128,75166.968753318,112393.6350929
"5251000",122936.587441867,72487.1073076812,69545.8110358554
"5252000",106935.358603127,240108.654986453,99692.462833028
"5253000",438596.258869174,87608.8979307572,97062.7668899298
"5254000",85933.1472362795,128075.469263753,251287.196084075
"5255000",105141.04879284,56323.6993839104,101264.868778202
"5256000",100068.411366608,133683.297848882,85047.1865916015
"5257000",64155.5058756941,118230.061783959,67828.0302265602
"5258000",136045.24774754,107441.527090254,178052.000395624
"5259000",133978.895886596,135291.736729679,169695.050210043
"5260000",105027.786215912,115105.849705481,121788.394262095
"5261000",105683.045792603,148390.498997712,116265.564469816
"5262000",107708.183133807,80749.3996974158,95898.6401347249
"5263000",185107.106634075,73985.6522617612,161671.564809793
"5264000",98632.2740599024,103435.783357415,112805.40365215
"5265000",61248.2166149892,87531.466264286,103305.362909305
"5266000",109681.964089265,92717.9452809991,118582.287009423
"5267000",105627.451712608,111058.962055075,87274.5902232551
"5268000",100547.235804289,107413.801890948,95078.0705161615
"5269000",209089.442875592,72967.3514257258,86044.7474362693
"5270000",215463.28647016,103368.857746618,126697.395656903
"5271000",131071.387509868,86332.9157064832,76775.1858044869
"5272000",96233.055957046,76305.2129866992,77660.745535644
"5273000",134802.861281274,113048.327719775,85093.7520530917
"5274000",118194.166988442,79696.5766007027,92009.0351743345
"5275000",88615.9409973149,133244.848122549,88961.6664166942
"5276000",101324.493586787,102744.587751014,413729.001905794
"5277000",118375.186606843,112985.405680422,123958.805465652
"5278000",152349.455029643,67808.2443659629,77319.1128605575
"5279000",91685.6474645605,125807.776764332,108654.016964146
"5280000",80592.6552129742,79272.2849349106,108757.209640868
"5281000",114002.287379648,78276.6018688636,98738.9451343115
"5282000",207813.054600645,85612.4115736182,97689.7770065019
"5283000",108666.107430439,100469.993006717,104120.932378621
"5284000",206423.735668193,144054.870497527,90387.5197385313
"5285000",80857.3313613227,88776.8322258307,137361.849443375
"5286000",101510.418671222,123343.882898358,101100.5259525
"5287000",89272.9241508857,200444.66561184,83204.2754063982
"5288000",78640.0874215327,91422.8948833508,141335.369365314
"5289000",73270.103006714,125878.213178812,92273.2337195429
"5290000",115727.337960368,97124.1230987395,96043.7028116409
"5291000",90766.2463746019,102925.484657291,101106.710951706
"5292000",78539.0979767887,119528.987319723,109391.531149046
"5293000",118398.617045818,109302.15330532,140111.746573436
"5294000",116065.227872438,148842.770665584,251527.120456301
"5295000",66820.0640553417,112229.503241981,143368.073231091
"5296000",116748.887786796,88570.5135567004,93883.004207994
"5297000",83652.6860785681,69806.3924694378,169860.154857487
"5298000",124248.741470376,113893.410342827,105132.855451683
"5299000",83084.8840399653,173817.392895716,125164.843421908
"5300000",70245.8851666437,93337.7835481624,120334.498077075
"5301000",77557.3361119011,93501.8794287847,76791.1332936472
"5302000",101312.932036652,91974.9475130735,91243.4937808964
"5303000",91322.4274211385,68882.2412923917,145474.368194844
"5304000",77262.2042409934,150834.4809773,80000.680976246
"5305000",56444.8851055901,73071.241580164,84601.0319644796
"5306000",141276.683815937,178319.049020124,96687.7303734212
"5307000",378906.017289043,94217.3577932092,90287.920545944
"5308000",88306.5407279873,78493.2078118975,71953.0182203093
"5309000",138200.273111837,119423.193574333,141769.614922668
"5310000",96685.5306889747,72826.8375280437,222485.692958534
"5311000",97329.5099423604,77496.3802023321,335146.338828281
"5312000",81430.637091172,124884.536111183,81153.1792437543
"5313000",65590.1953813062,92659.5923365109,103352.684034223
"5314000",62807.5261476903,83913.6248171803,154979.18577168
"5315000",92202.3937692703,81930.413013026,191308.916422598
"5316000",670217.854344561,107822.934445813,84385.6638083678
"5317000",80848.2725620782,114611.43384697,88603.8484257937
"5318000",106317.491408461,4373875.83386427,363291.377804947
"5319000",76418.7132037815,108313.708829289,134753.382533931
"5320000",87756.7727461701,115051.857930745,112387.41134738
"5321000",83262.8743190651,310822.578559619,76078.7006494369
"5322000",108310.262303643,136625.175347359,69085.3605095096
"5323000",97826.1314648824,96007.9824685538,87503.6930669067
"5324000",88949.780277295,117898.118245474,200242.157553041
"5325000",193988.864098964,83837.1924361079,119487.230034118
"5326000",85468.4068770284,91240.4176104955,96243.882636076
"5327000",94537.1448666324,121489.174666629,73384.4007487045
"5328000",100279.527218745,2253054.71441373,100218.591206345
"5329000",105644.969764371,94547.3911453225,74274.7172118344
"5330000",90862.2922526618,88778.5072096737,91594.6863262489
"5331000",82043.1199734932,74083.5500648771,99631.2606211758
"5332000",154945.858378191,76957.438615806,84365.5271437809
"5333000",84695.6828783143,167752.024718841,83255.1339656283
"5334000",102758.805435959,87880.9538940016,145876.408942856
"5335000",107749.382706581,120456.617049176,95787.5294652329
"5336000",79764.3263420206,77871.4047205315,72020.7930260685
"5337000",389594.189569745,79197.0556720764,104031.054787385
"5338000",88575.8961540034,92399.3716034414,126156.274021249
"5339000",84849.4635799778,112171.56391878,182602.03583201
"5340000",324939.964161856,103117.793221479,321343.286198772
"5341000",98903.5250523991,95276.7437981204,125182.866618926
"5342000",111101.399354913,85374.9429931266,163562.394487565
"5343000",84451.0969691156,77804.6480951257,93821.8693101644
"5344000",153812.070269915,98496.9894039188,164122.680692426
"5345000",78288.2723663244,62328.9965573637,216366.279788055
"5346000",104129.021170373,73144.365948003,115300.353416009
"5347000",144409.146432019,1459839.43856425,66786.1522899396
"5348000",119473.167875385,85030.6669612442,120041.851979116
"5349000",118789.953015432,94924.4350608042,152405.582319353
"5350000",204357.539050776,96734.7933776662,88200.4145864182
"5351000",94727.4220699404,140166.843818547,110228.011014909
"5352000",74491.6812163552,139549.068549394,156333.583628124
"5353000",119756.640901023,150974.521748905,73881.3526568567
"5354000",89245.2600019099,182268.948531278,76781.5542068601
"5355000",131867.386539118,114386.928197983,92964.5825134247
"5356000",123999.936428137,205652.648905739,76049.6492146344
"5357000",101673.794546855,108358.831844261,78803.3943459023
"5358000",67574.3906107986,82239.5168580957,326211.436187917
"5359000",148352.611200224,107562.800056834,72122.4237425919
"5360000",85092.0540026377,106459.690697754,113642.86346615
"5361000",105984.508719346,82053.3687189671,144662.486648167
"5362000",94308.206495249,86070.7401992101,95318.2063375138
"5363000",67716.3797679685,93714.011234095,101526.737240281
"5364000",138877.413084548,79500.4603750914,101275.451234061
"5365000",90859.1165715948,95179.1019070152,87819.148327782
"5366000",139310.925316194,118598.009704911,74525.5152746709
"5367000",136623.308403747,94961.5284061747,201266.792183741
"5368000",96792.3157276045,111326.759119078,111893.479759193
"5369000",73724.0633348039,118685.906564989,117681.124625686
"5370000",93146.7647843907,115425.026557815,81991.7497038678
"5371000",79088.7660263974,82742.5126320657,149471.075948693
"5372000",73706.4773723299,180811.396211421,94147.4854121374
"5373000",130960.086114956,121356.83422851,84960.6689329849
"5374000",183516.15946746,131567.409681981,65125.9345552145
"5375000",77617.2046510535,101297.403060087,86686.2851737925
"5376000",125712.967520158,80677.5837841399,128333.759711445
"5377000",135518.072554518,85496.8298976535,85415.4934632201
"5378000",84315.9402730079,321801.523824868,106725.94889034
"5379000",70071.4738727712,95845.4317426357,110786.852988993
"5380000",107525.661785528,99871.8662571699,87109.6794513524
"5381000",67510.8947061666,104344.263380422,247692.21488937
"5382000",105855.977708523,80376.6782125731,98286.364150393
"5383000",182591.381568638,80394.0722597986,199267.38794619
"5384000",109055.891882715,123905.260054842,76445.4786896249
"5385000",87819.4157716324,1869144.86298496,74777.684108042
"5386000",63669.5536656908,133801.728396277,87829.1792993877
"5387000",147670.922003737,118301.97927165,195666.131481809
"5388000",184385.258809176,91289.53331297,93246.0581722723
"5389000",90391.7509163484,137655.457167826,121404.333567293
"5390000",462722.499475783,105000.392962061,89588.3575725756
"5391000",230676.005579928,92111.5501551229,63771.0679441053
"5392000",154500.952303098,127527.671186599,97047.4395125837
"5393000",95547.1061782833,79423.6862583959,197676.744232674
"5394000",96636.2942063068,88577.5444849665,98457.8299410405
"5395000",129789.852051238,178937.044728633,84021.6226108041
"5396000",76250.7088147963,103442.651725186,104155.650719124
"5397000",119853.996173157,106522.407653253,127468.404660199
"5398000",90932.5644146839,161721.06969523,123807.939294411
"5399000",71500.6857993613,90372.6003402045,155832.793901863
"5400000",174773.65721871,91051.5885866669,147682.795921381
"5401000",78514.995761965,79024.7914590111,103932.355932403
"5402000",2117142.99242372,130384.642804528,167715.787160164
"5403000",201642.896591635,104200.826229092,265466.678973801
"5404000",118890.647518614,217637.8990363,81592.5174960996
"5405000",119360.681643362,149088.005880819,67972.2011193016
"5406000",206874.114043056,78718.8346813093,121676.936387587
"5407000",135935.586313724,86110.0900287459,137311.834458599
"5408000",111345.366931307,76681.8524252738,192404.233397927
"5409000",162536.548814148,86541.3068613164,129897.242504764
"5410000",95529.2863280985,74342.3586459461,83624.5907168735
"5411000",149079.816651304,92928.4658767743,95810.288893111
"5412000",114680.706686963,68654.2522324708,162712.224096531
"5413000",106289.829008074,95478.4150023735,111752.03206269
"5414000",122223.666738353,94563.958961275,67856.3934260487
"5415000",94047.5895985082,111269.930296852,144951.413200708
"5416000",61887.957473668,92112.4189211501,63661.9951328227
"5417000",80639.5723765537,95488.7714623304,133377.2692459
"5418000",93413.4181898634,83189.5496909083,100865.171798397
"5419000",95693.2937275846,182502.387946777,87653.4230809077
"5420000",104095.732860102,101698.52937384,92108.8984944693
"5421000",82010.6282622835,96925.0244663188,96883.9843456348
"5422000",108829.363285051,84624.0575993039,93583.9610856661
"5423000",62630.9779615071,124593.381100119,69625.0404468604
"5424000",109783.776116009,78650.4775636291,95239.0629738277
"5425000",92244.684889866,66733.2279097619,166938.410017997
"5426000",68932.8185110053,95696.8090069079,81605.2771638005
"5427000",128243.183622638,84888.6608656966,119602.705315839
"5428000",123295.561828927,68914.3229789574,122059.518020676
"5429000",93474.2562910448,97206.3611288665,69409.8918783559
"5430000",88696.5672743994,78335.9238350392,89199.2843243213
"5431000",138158.820968542,115973.808539805,89479.3981141346
"5432000",175495.513407853,90740.0197681696,101254.999758659
"5433000",133245.058102216,100652.359849306,154860.364498059
"5434000",58912.0090198644,94521.3022300135,170150.728514327
"5435000",107532.710479432,101506.945188187,208040.161359326
"5436000",78207.5077151437,88623.3987208488,111828.326156553
"5437000",183743.966352691,109705.320020346,84342.7684913303
"5438000",76566.1765625725,159144.005216187,144006.193776166
"5439000",88254.3240515847,79627.3481974772,63299.7511814715
"5440000",97736.6933135315,99594.121616765,139158.908248222
"5441000",98756.6185625845,165495.123647036,94278.1787821946
"5442000",196352.714679466,77824.1677468874,65238.6305892558
"5443000",63621.8630268629,82725.5453115835,72125.3982601502
"5444000",156369.434394123,140295.867314532,102948.504348459
"5445000",84979.5609514993,99735.0926061492,146556.040305019
"5446000",117263.829595235,114053.637374818,88865.5969726897
"5447000",142754.565179592,90313.2121454305,197198.937347773
"5448000",209977.347249208,91562.2173599882,99140.8525528171
"5449000",157681.142883189,91685.691862891,92341.582676847
"5450000",87798.1964368647,64050.1308232449,121152.57445294
"5451000",116618.790797818,118028.768181118,99607.7581518261
"5452000",77895.6003289475,83087.6403443752,97416.054547612
"5453000",79785.3541647122,100297.809834232,171402.887352621
"5454000",105036.523939307,148430.439706975,96347.6795239759
"5455000",122117.179302058,88037.2831674501,98573.167089136
"5456000",93870.0284588801,270108.517312011,86084.2198974033
"5457000",70961.081244488,138965.786468472,118660.361851435
"5458000",78727.1932660586,77577.5806108891,125190.634011524
"5459000",145202.516318361,150989.851659714,108797.726537582
"5460000",109050.902435828,56944.5649352697,70965.5893641903
"5461000",91184.7948477404,101696.645625027,99380.7472711513
"5462000",101942.40430992,70932.8516426696,164318.099174791
"5463000",92565.4660830974,180699.121098907,113949.588297494
"5464000",112153.330517682,105775.706438297,93187.9087743708
"5465000",108131.356529586,74353.2352998086,238463.624945432
"5466000",89559.7461295509,108147.378751024,75558.8239962997
"5467000",64859.4068530518,106172.412614013,81496.4916776796
"5468000",88471.2215829722,166362.739875006,77174.862936436
"5469000",98405.5700223708,70981.5820012646,216443.597366154
"5470000",91231.823488678,1297595.30713226,214291.237243176
"5471000",162688.438865026,105989.022451382,77758.9096575779
"5472000",126405.085855726,70813.5097431461,95563.1218424383
"5473000",96050.0566469425,149647.840433093,98786.7671706312
"5474000",103255.729633513,99499.9935497037,106634.591001851
"5475000",94397.8491942851,195579.252647127,78083.1369677531
"5476000",77008.9726951689,51370.4036587534,188765.759406777
"5477000",194683.897394544,103108.093253017,88956.1497998402
"5478000",84745.2614103069,84164.8830061168,126631.471286602
"5479000",81943.5144080015,102280.540235478,111440.718450366
"5480000",99721.9098754358,99480.9258527728,99816.2804951486
"5481000",208572.718369899,144658.741929846,62000.3104933221
"5482000",105165.325730932,84545.7986287622,228090.893770721
"5483000",99210.1380285179,62535.228823795,76778.1830748977
"5484000",169012.324982412,72668.3101226874,110652.082059455
"5485000",110385.753386692,88159.9052002318,222674.261066749
"5486000",86373.7304010747,130131.59955681,99008.598681923
"5487000",86681.2915310023,109585.959173659,89224.3778644708
"5488000",93421.9859193242,118056.864407069,104176.44138923
"5489000",67216.8250596741,84557.891296844,130957.166174419
"5490000",66726.6660274334,99808.1049645473,81683.5270400696
"5491000",105201.516280159,76773.5658547376,75124.3338004095
"5492000",77887.4362563518,110952.090748215,82207.8064018193
"5493000",82670.1927498813,74334.5091329319,72302.357711113
"5494000",137916.380593939,130768.79345888,81928.8354272221
"5495000",65674.4894466489,104523.359350117,95061.1108568885
"5496000",92245.8809159952,156044.611667949,113933.982212441
"5497000",129811.275354953,146523.408858642,70172.1550928721
"5498000",130588.577377154,155639.173507487,102496.827208279
"5499000",165279.138662078,90639.2461241917,108490.137427919
"5500000",70674.1562878014,98194.4429092434,104072.16276561
"5501000",76936.7928262437,57027.3339972463,118774.486333747
"5502000",88431.3916417809,121080.00289409,142227.814907918
"5503000",95946.0595097472,161294.972801983,71447.6456007041
"5504000",128640.225435443,119060.95177312,105729.636007297
"5505000",55188.8430924527,90844.370044085,132241.596503597
"5506000",79334.945063464,105254.285948198,97676.3339609531
"5507000",95226.3983018015,109297.484248469,98226.3437875921
"5508000",93768.3009309741,141151.179619273,93328.6604811023
"5509000",75682.947317326,71662.0217076285,171942.724802223
"5510000",109607.130863061,137601.936125515,185143.911951534
"5511000",174729.369329867,100341.381152059,90881.1692742895
"5512000",167909.989220253,83493.2516560435,415098.017408446
"5513000",103811.254589618,95794.051775758,132513.874314132
"5514000",168685.892629336,131424.18574936,113791.70494326
"5515000",80906.2906305576,120292.236884012,126645.27829146
"5516000",231859.496917229,74289.6860958999,117493.835117416
"5517000",254178.921221375,132001.166842746,97093.4852474324
"5518000",101272.456218936,137846.848648682,216504.351301194
"5519000",101046.439895561,148769.384727543,238203.818910848
"5520000",95605.8959423897,82458.7382694616,108333.611837628
"5521000",111280.269200567,244685.000121536,106409.838602156
