,beta,lnalpha,lnalpha.c,S.max,S.eq.c,U.msy_Hilborn,S.msy_Hilborn,Smsy_lambert,Umsy_lambert,,
5575000,3.83E-06,0.986997243,1.18784113,261194.0835,310257.0754,0.495152907,129331.0096,130134.5274,0.498229231,,
5576000,2.29E-06,0.695515447,0.899946994,437011.4914,393287.1782,0.393280176,171867.9561,173018.0274,0.395911849,,
5577000,3.78E-06,0.664030651,0.837510387,264445.848,221476.1446,0.369655538,97753.8723,98403.97473,0.372113896,,
5578000,5.57E-06,1.146606449,1.338908845,179577.0557,240437.3082,0.54396704,97683.9994,98231.20753,0.547014245,,
5579000,4.98E-06,1.147141186,1.410884007,200983.1936,283563.9734,0.566100446,113776.6755,114373.7718,0.569071323,,
5580000,5.74E-06,1.054593121,1.223290565,174165.9724,213055.5907,0.506894496,88283.7728,88821.24809,0.509980491,,
5581000,5.38E-06,0.86617467,1.057694327,185822.8524,196543.7768,0.450536953,83720.06174,84268.91391,0.453490584,,
5582000,9.56E-06,1.773232235,2.175268998,104560.7145,227447.6807,0.756408834,79090.64815,79225.45652,0.757698117,,
5583000,7.54E-06,1.334544257,1.503977272,132672.6028,199536.5793,0.593652302,78761.39604,79135.33528,0.596470813,,
5584000,7.20E-06,1.33127244,1.505143441,138863.8388,209009.9961,0.593989746,82483.69634,82874.77208,0.596805999,,
5585000,7.78E-06,1.438515881,1.660117953,128469.3558,213274.284,0.637139563,81852.90926,82168.22398,0.63959396,,
5586000,6.97E-06,1.0628016,1.226372872,143369.3054,175824.2268,0.507907106,72818.28905,73260.77725,0.510993459,,
5587000,4.28E-06,0.864833926,0.991404537,233779.4642,231770.0215,0.426900462,99800.56118,100464.5275,0.429740601,,
5588000,6.23E-06,0.976328581,1.207477759,160543.3842,193852.5658,0.501678702,80541.19658,81036.14308,0.504761647,,
5589000,2.51E-06,0.738225552,0.960345053,397947.9112,382167.3079,0.415614143,165392.7801,166497.4111,0.418389961,,
5590000,4.92E-06,0.93664694,1.124985534,203350.4405,228766.3038,0.473901295,96368.03715,96985.01176,0.476935341,,
5591000,5.12E-06,1.179547616,1.366758086,195436.669,267114.6477,0.552617106,108001.6465,108592.3016,0.555639339,,
5592000,5.77E-06,1.048586874,1.254926286,173365.8253,217561.3312,0.517224344,89669.02527,90204.03262,0.520310347,,
5593000,3.73E-06,1.154163272,1.372269263,268218.1717,368067.5528,0.554316026,148677.6312,149486.7378,0.557332625,,
5594000,6.35E-06,1.18134865,1.330071401,157407.054,209362.6207,0.541199405,85188.60396,85669.30828,0.544253298,,
5595000,2.83E-06,0.612737951,0.858159715,353969.6481,303762.4924,0.377529191,133633.8748,134525.2525,0.380047423,,
5596000,6.13E-06,1.202519637,1.388579243,163104.4951,226483.5163,0.55931896,91227.43648,91716.52312,0.562317569,,
5597000,3.14E-06,0.951951344,1.190376462,318478.3943,379109.1844,0.495998503,157964.8067,158944.8781,0.499075859,,
5598000,6.15E-06,1.386206678,1.607874429,162548.3343,261357.3101,0.622969002,101262.5736,101683.3253,0.625557474,,
5599000,3.50E-06,0.868661671,1.035502238,285389.9069,295521.8874,0.442692577,126339.9934,127173.143,0.445611915,,
5600000,1.87E-06,0.53337714,0.679220333,534474.2176,363025.7558,0.307316348,164252.6647,165284.6271,0.309247147,,
5601000,6.43E-06,1.219897808,1.433582065,155465.0123,222871.8534,0.572930005,89070.57027,89527.48839,0.575869046,,
5602000,2.08E-06,0.761178395,0.980422432,479808.0251,470414.5511,0.422925246,202922.927,204275.1154,0.425743432,,
5603000,5.42E-06,1.140927584,1.321385412,184479.9155,243769.0691,0.538468547,99336.63213,99901.1182,0.541528426,,
5604000,6.79E-06,1.209275437,1.416300888,147187.8478,208462.2795,0.56773687,83563.96796,84000.17478,0.570700476,,
5605000,2.55E-06,0.839201791,1.283896334,392692.31,504176.2172,0.526560881,206776.4088,207985.4814,0.529639813,,
5606000,5.91E-06,0.857220881,1.005844447,169329.0515,170318.6862,0.43210161,73167.35576,73652.93497,0.434969276,,
5607000,4.87E-06,0.842919757,1.047628344,205308.4409,215086.942,0.446987412,91770.28862,92373.59684,0.449925957,,
5608000,2.81E-06,0.745678039,1.009545076,356145.0434,359544.4749,0.43342985,154363.8927,155387.6221,0.436304323,,
5609000,5.43E-06,0.950405455,1.241352546,184142.8798,228586.2326,0.512809343,94430.18919,94998.63678,0.515896335,,
5610000,5.13E-06,1.139079068,1.278741706,194859.0089,249174.3415,0.524908228,102283.0972,102883.3956,0.527988909,,
5611000,5.60E-06,1.779032039,1.9967169,178617.147,356647.8761,0.719276963,128475.1991,128750.7478,0.720819641,,
5612000,9.42E-06,1.546716858,1.699617347,106176.7158,180459.7881,0.647599735,68760.01299,69009.22799,0.649946907,,
5613000,5.66E-06,1.267211864,1.492769343,176820.3146,263951.9449,0.59039945,104394.6165,104896.7503,0.593239247,,
5614000,6.40E-06,1.312925954,1.486771104,156133.0779,232134.1486,0.58865137,91907.95019,92353.06603,0.591502245,,
5615000,5.80E-06,1.157788953,1.374988058,172363.2628,236997.4279,0.555152578,95687.90965,96207.36706,0.558166314,,
5616000,5.56E-06,0.946788417,1.104600104,179927.0205,198747.4056,0.466890155,84006.15447,84548.36104,0.469903635,,
5617000,3.17E-06,0.879320211,1.116572039,315910.857,352737.2298,0.471014701,148798.6579,149754.5922,0.474040663,,
5618000,7.13E-06,1.510996854,1.76353974,140260.3147,247354.6389,0.664064801,93141.93796,93445.86091,0.66623165,,
5619000,7.28E-06,1.417880707,1.639645396,137386.9757,225265.9221,0.631632106,86778.02482,87122.60853,0.634140231,,
5620000,5.32E-06,0.844490385,1.087928613,188069.733,204606.4437,0.4611131,86721.41755,87284.53522,0.464107296,,
5621000,5.01E-06,1.101019481,1.435447182,199738.4366,286713.976,0.573487988,114547.5942,115134.0796,0.576424255,,
5622000,5.42E-06,0.913185845,1.069732869,184476.5605,197340.6403,0.454763446,83893.19631,84441.2099,0.457734087,,
5623000,4.54E-06,1.295697221,1.547914203,220254.3936,340934.904,0.606234415,133525.7934,134126.6591,0.608962468,,
5624000,3.88E-06,0.72536306,0.949975372,258024.5029,245116.9231,0.411815961,106258.6087,106968.905,0.414568786,,
5625000,1.04E-05,1.606086526,1.824610017,96075.44045,175300.211,0.679260888,65260.28904,65451.66863,0.68125286,,
5626000,5.06E-06,0.933381306,1.135997605,197491.6322,224350.0212,0.477664463,94334.73453,94935.85286,0.48070823,,
5627000,6.42E-06,1.254133885,1.386335682,155747.7279,215918.6326,0.558632977,87005.81697,87473.247,0.561634177,,
5628000,1.07E-05,1.314843464,1.471597335,93714.79961,137910.4494,0.584206757,54748.8192,55018.52072,0.587084654,,
5629000,3.65E-06,0.768720587,0.974739158,273599.2206,266687.8741,0.420861429,115147.3591,115915.2109,0.423667913,,
5630000,3.08E-06,0.349989044,0.603980231,324434.2384,195951.8662,0.276454667,89691.35934,90226.73635,0.278104854,,
5631000,4.30E-06,1.556907501,1.912832014,232532.41,444795.4381,0.700291165,162840.3923,163246.8387,0.702039078,,
5632000,6.78E-06,1.140326412,1.348094693,147408.7668,198720.9763,0.546832196,80607.85959,81055.92602,0.549871814,,
5633000,4.60E-06,0.905272442,1.064288361,217264.3808,231231.9517,0.4528545,98389.15263,99032.92608,0.455817588,,
5634000,4.69E-06,0.811971793,1.013377194,213128.8126,215979.878,0.434803263,92669.10323,93283.21576,0.437684678,,
5635000,4.61E-06,0.859830235,1.011230741,216706.0976,219139.8676,0.434034238,94057.86586,94681.44637,0.436911778,,
5636000,8.01E-06,1.502880575,1.642553069,124894.133,205145.2414,0.632417893,78985.28449,79297.59243,0.634918475,,
5637000,3.00E-06,0.756895996,0.90895743,333574.9644,303205.4424,0.396644462,132310.6624,133196.207,0.399299172,,
5638000,4.49E-06,0.987789533,1.280335681,222748.5448,285192.9097,0.525419679,117036.4688,117722.5705,0.528499841,,
5639000,4.37E-06,1.005951431,1.177477421,228799.9728,269406.8018,0.491686995,112497.9711,113200.7447,0.494758559,,
5640000,4.83E-06,1.265420897,1.418148522,207213.248,293859.1614,0.568294095,117758.0652,118371.64,0.571255174,,
5641000,6.35E-06,1.171622976,1.309955234,157376.6194,206156.3263,0.534858827,84174.27403,84656.92594,0.537925686,,
5642000,3.82E-06,0.865980326,1.076458843,261524.7851,281520.6675,0.457115967,119547.1549,120326.4076,0.460095618,,
5643000,5.77E-06,1.249602035,1.381225514,173203.0455,239232.4657,0.557067883,96485.85385,97006.66892,0.560074845,,
5644000,4.97E-06,0.920991923,1.135206735,201255.6033,228466.7163,0.477394764,96078.37131,96690.81236,0.480437865,,
5645000,4.31E-06,0.76637337,1.000599531,231983.8407,232122.9222,0.430215806,99803.115,100466.0889,0.433073651,,
5646000,7.17E-06,1.301639167,1.577886293,139432.5258,220008.6712,0.614662386,85703.92893,86074.87829,0.617322808,,
5647000,5.16E-06,0.726568291,0.907174258,193828.9994,175836.6787,0.39597957,76752.32377,77266.0078,0.398629761,,
5648000,6.98E-06,1.516808329,1.695761296,143292.5501,242989.9605,0.646588202,92651.27233,92989.13002,0.648946019,,
5649000,8.75E-06,1.440390713,1.733847001,114233.909,198064.1205,0.656487721,74993.15857,75250.33978,0.658739077,,
5650000,9.25E-06,1.567429004,1.755425952,108140.2136,189832.1374,0.662006557,71589.53045,71826.36062,0.664196586,,
5651000,7.50E-06,1.530381887,1.72635175,133355.3685,230218.2737,0.65455555,87288.49648,87591.54849,0.656828064,,
5652000,4.78E-06,1.146712094,1.410170871,209246.5601,295073.404,0.565884704,118409.4277,119031.2705,0.568856522,,
5653000,7.01E-06,1.070240418,1.274262108,142646.3804,181768.8775,0.52346898,74670.95522,75110.59552,0.526551009,,
5654000,4.13E-06,0.717588222,0.885723685,242142.9981,214471.7886,0.387946391,93938.50228,94566.68466,0.390540653,,
5655000,8.12E-06,1.086950023,1.583892311,123087.4051,194957.1945,0.616336116,75863.21316,76188.94421,0.618982455,,
5656000,5.46E-06,0.96437605,1.127359681,183095.745,206414.7606,0.474714051,86918.12278,87474.04254,0.477750275,,
5657000,3.15E-06,0.764438544,1.025983047,317815.4834,326073.2982,0.439306639,139618.4518,140541.2209,0.442210113,,
5658000,4.59E-06,1.114372675,1.203668099,217883.6566,262259.6068,0.500416867,109032.6568,109704.1539,0.503498774,,
5659000,3.03E-06,0.654602918,0.902615685,329871.6845,297747.3566,0.394277787,130061.0779,130931.4609,0.396916337,,
5660000,4.89E-06,1.032364909,1.268962821,204708.2244,259767.1258,0.521762745,106809.1252,107440.3259,0.524846162,,
5661000,6.14E-06,1.209292057,1.36185858,162947.8385,221911.9119,0.551103175,89801.07108,90294.32246,0.554130225,,
5662000,6.96E-06,1.327330515,1.471958903,143774.1268,211629.606,0.584313041,84009.0972,84422.77416,0.587190311,,
5663000,6.55E-06,1.225969372,1.448326802,152696.0993,221153.8532,0.577327864,88155.7129,88601.04571,0.580244329,,
5664000,5.57E-06,1.110021345,1.263331594,179680.5842,226996.1587,0.519945327,93424.08004,93978.33074,0.523029971,,
5665000,6.75E-06,1.28501883,1.523501271,148255.1258,225866.8725,0.599276707,88845.84353,89257.94216,0.602056365,,
5666000,7.22E-06,1.25880466,1.490253704,138517.5097,206426.2319,0.589666925,81679.19398,82073.20287,0.592511395,,
5667000,7.98E-06,1.210075309,1.330301274,125359.3098,166765.6495,0.541271533,67853.42582,68236.23889,0.54432526,,
5668000,5.88E-06,1.031419584,1.205528474,170098.0811,205058.0802,0.501033314,85224.80527,85749.12047,0.504115743,,
5669000,3.62E-06,1.265204378,1.989510592,276560.5491,550220.1418,0.717684628,198483.2549,198914.3505,0.719243403,,
5670000,1.02E-05,1.658384033,1.845021231,97633.37857,180135.6563,0.684223381,66803.04043,66991.86842,0.686157433,,
5671000,2.33E-06,0.389749815,0.551469283,429413.5376,236808.3758,0.254446356,109262.7097,109884.9894,0.255895494,,
5672000,4.93E-06,1.184189413,1.352525068,202784.3927,274270.9745,0.54820985,111168.4015,111784.0001,0.55124558,,
5673000,3.96E-06,1.045445565,1.316346185,252512.7447,332394.1881,0.536879383,135568.8866,136342.3537,0.539942465,,
5674000,4.29E-06,0.883650335,1.040710166,233103.63,242593.3175,0.444539648,103623.8055,104306.2689,0.447467373,,
5675000,2.89E-06,0.752297504,0.953747406,346144.2216,330134.1535,0.413199315,143026.5553,143982.3547,0.41596059,,
5676000,3.99E-06,1.05670132,1.19732095,250383.0909,299788.9203,0.498310053,124768.4113,125539.5695,0.501389966,,
5677000,4.98E-06,0.582700536,0.874319483,200870.2344,175624.7595,0.383649322,77063.72932,77578.63215,0.386212683,,
5678000,6.46E-06,1.020616578,1.219136858,154784.4891,188703.4758,0.505527802,78247.8625,78725.43314,0.508613192,,
5679000,7.36E-06,1.611848228,1.763692613,135911.6814,239706.4285,0.664103492,90259.42225,90553.86294,0.666269904,,
5680000,6.50E-06,1.119253092,1.321060103,153823.7822,203210.4615,0.538366066,82813.50443,83284.21919,0.541426157,,
5681000,4.72E-06,1.155250702,1.365239534,211974.5337,289396.0136,0.552148238,117041.3653,117682.3223,0.555171983,,
5682000,4.67E-06,0.850446538,1.068154157,213976.5324,228559.9227,0.454210347,97190.35513,97825.53901,0.457178822,,
5683000,5.27E-06,1.112109123,1.279870091,189778.2724,242891.5349,0.525270324,99684.89468,100269.4717,0.52835064,,
5684000,4.81E-06,1.163489859,1.354392559,207723.8725,281339.6674,0.548789735,113996.729,114626.9728,0.551823781,,
5685000,8.68E-06,1.216234527,1.488096771,115259.485,171517.2674,0.589038145,67892.23327,68220.54363,0.591886591,,
5686000,8.20E-06,1.345363952,1.636124263,121971.5828,199560.6659,0.630678949,76924.90965,77231.93893,0.633196169,,
5687000,7.83E-06,1.395013248,1.586940247,127650.1797,202573.2077,0.617183569,78783.59352,79120.47872,0.619822698,,
5688000,3.32E-06,0.992556251,1.177280302,301643.0879,355118.4657,0.491620927,148294.0546,149220.5407,0.494692392,,
5689000,5.32E-06,1.298379516,1.450339994,187941.3739,272578.8911,0.57792597,108616.2008,109163.7246,0.580839239,,
5690000,7.12E-06,1.471503675,1.677502537,140486.8432,235667.0358,0.641770235,90160.27437,90498.52863,0.644177964,,
5691000,7.83E-06,1.294799672,1.525213354,127744.5923,194837.7581,0.599767373,76617.03849,76971.67625,0.60254352,,
5692000,4.59E-06,1.138566419,1.688495056,217860.0819,367855.6713,0.644676439,140449.2619,140967.2856,0.647054221,,
5693000,4.79E-06,0.996990816,1.159003665,208588.6642,241755.0263,0.485471568,101263.8658,101902.3367,0.488532477,,
5694000,6.73E-06,1.205240955,1.399566914,148488.3174,207819.3362,0.562668329,83549.67339,83992.96962,0.565653723,,
5695000,4.76E-06,1.050665093,1.188231141,209912.1377,249424.1389,0.495283043,103965.9224,104611.7143,0.49835953,,
5696000,6.01E-06,0.978714444,1.138462872,166434.0607,189478.9988,0.478504596,79639.46302,80146.38922,0.481550404,,
5697000,2.80E-06,0.838480011,1.063759395,357085.341,379852.8864,0.452668814,161641.3978,162699.2067,0.455631156,,
5698000,4.72E-06,0.592345869,0.766301896,211797.7636,162301.0278,0.342045646,72444.50292,72917.77477,0.344280192,,
5699000,4.01E-06,0.873837833,1.002882448,249541.7176,250261.0087,0.4310371,107561.7382,108275.9628,0.433899245,,
5700000,8.57E-06,1.581900949,1.749754922,116624.99,204065.1503,0.660562501,77038.09506,77295.39266,0.662768697,,
5701000,5.78E-06,0.491962445,0.995092109,173056.2349,172206.8938,0.428231473,74108.12643,74600.87197,0.431078788,,
5702000,5.34E-06,1.010825065,1.238848621,187189.328,231899.2408,0.511992097,95839.45657,96417.31221,0.515079109,,
5703000,4.35E-06,0.989355503,1.173636872,229789.9346,269689.94,0.49039879,112688.706,113394.0639,0.493468367,,
5704000,4.72E-06,1.03561183,1.329480339,211985.1726,281830.119,0.541013911,114686.9274,115334.3977,0.54406823,,
5705000,4.32E-06,1.054148695,1.31761076,231559.1165,305104.7835,0.537278512,124411.7375,125120.8402,0.540340808,,
5706000,6.71E-06,1.38360624,1.6138689,148995.2357,240458.7771,0.624614352,93064.5626,93448.01951,0.627187971,,
5707000,1.25E-06,0.703800945,0.860231779,801496.9533,689473.1497,0.378315979,303219.1049,305242.1672,0.380840084,,
5708000,3.54E-06,1.165979307,1.425717654,282848.7676,403262.4814,0.570571869,161385.55,162220.0888,0.573522346,,
5709000,5.37E-06,0.897308468,1.029821341,186384.2789,191942.5081,0.440673431,82134.59968,82676.96926,0.443583385,,
5710000,5.22E-06,1.138436149,1.247113077,191421.2713,238723.9708,0.514686167,98521.88037,99112.75072,0.517772921,,
5711000,7.60E-06,1.399672693,1.663624927,131610.9493,218951.2559,0.638077111,83977.93424,84299.73027,0.640522166,,
5712000,5.14E-06,1.113485836,1.47861657,194605.5324,287746.9648,0.586266798,114090.7623,114648.4194,0.589132375,,
5713000,7.51E-06,1.218363523,1.407501991,133192.3147,187468.4481,0.565076666,75263.86909,75660.15765,0.568051977,,
5714000,2.91E-06,0.613760914,0.773556617,343523.3152,265734.7334,0.34489102,118478.1064,119253.9468,0.347149499,,
5715000,4.41E-06,0.99465071,1.15021992,226911.2592,260997.8504,0.48249955,109484.5803,110177.7647,0.485554419,,
5716000,6.29E-06,1.041844378,1.186136072,158892.0067,188467.5408,0.494583721,78585.39998,79074.08845,0.497659323,,
5717000,6.80E-06,1.230203988,1.450737429,147122.9127,213436.7161,0.578043978,85043.51375,85472.02906,0.580956613,,
5718000,5.27E-06,0.926611009,1.161143249,189791.5249,220375.1478,0.486193869,92275.47585,92856.67156,0.489256154,,
5719000,6.87E-06,1.071015749,1.29541344,145632.0552,188653.7216,0.530240001,77219.94115,77667.65169,0.53331426,,
5720000,4.51E-06,0.672432187,0.864599031,221693.3966,191675.8958,0.379972311,84237.35233,84799.65555,0.382508712,,
5721000,6.95E-06,1.389344424,1.628028048,143862.2047,234211.7044,0.628480751,90414.62652,90779.74275,0.631018709,,
5722000,6.93E-06,1.382883374,1.635021658,144401.5346,236099.6364,0.630380121,91027.85689,91391.75718,0.63290018,,
5723000,4.95E-06,0.887923033,1.236494746,202186.6075,250002.6779,0.511223025,103362.4491,103986.5959,0.514310009,,
5724000,6.79E-06,1.187256474,1.373632768,147316.6894,202359.0319,0.554735695,81721.82616,82166.01103,0.557750865,,
5725000,6.89E-06,1.115965642,1.317044503,145038.2181,191021.7879,0.537099816,77900.00024,78344.20147,0.540162466,,
5726000,5.34E-06,0.937594781,1.060946622,187352.8953,198771.4214,0.45168077,84623.69995,85177.95307,0.454639107,,
5727000,2.53E-06,0.415383416,0.691543914,394603.615,272885.7284,0.312295648,123232.9917,124012.4953,0.314271057,,
5728000,4.70E-06,0.937115921,1.402009964,212766.9556,298301.3916,0.563410746,119875.1892,120509.7322,0.566393084,,
5729000,8.09E-06,1.281178213,1.628292903,123596.8465,201251.8679,0.628552807,77687.14478,78000.74501,0.63109009,,
5730000,7.00E-06,1.421004393,1.552799823,142838.4187,221799.4712,0.607616801,86791.02303,87179.16368,0.610334142,,
5731000,6.45E-06,1.422681664,1.631547222,155005.5588,252898.8889,0.629437367,97566.29087,97958.29587,0.631966341,,
5732000,5.53E-06,1.632989579,1.908034744,180947.1149,345253.3821,0.699175611,126513.8097,126832.3912,0.700936245,,
5733000,4.09E-06,1.149307328,1.277217328,244590.8235,312395.6381,0.524418777,128268.0205,129021.6434,0.527499935,,
5734000,6.25E-06,1.284659622,1.635198695,159935.1606,261525.7659,0.630428114,100827.6216,101230.5946,0.632947716,,
5735000,6.85E-06,1.209694623,1.425506513,145958.6312,208064.9794,0.570508439,83270.63087,83701.32244,0.573459218,,
5736000,4.12E-06,0.66264015,0.790327335,242793.3342,191886.2088,0.351440457,85327.40027,85888.95038,0.35375333,,
5737000,4.39E-06,0.910266516,1.056769813,228025.1734,240970.1199,0.450211536,102659.5635,103332.7573,0.453163814,,
5738000,7.46E-06,1.412700755,1.527013804,134037.3649,204676.9064,0.600282921,80460.34092,80831.95097,0.603055357,,
5739000,3.87E-06,0.833936525,1.005441408,258373.3509,259779.2658,0.431956834,111606.1347,112346.8702,0.434823753,,
5740000,7.16E-06,1.228286128,1.417527231,139602.1675,197889.874,0.568106774,79308.93702,79722.42908,0.571068706,,
5741000,3.87E-06,0.9447269,1.184429761,258398.0628,306054.3557,0.49401371,127652.1857,128446.7221,0.497088564,,
5742000,7.43E-06,1.172404154,1.444608496,134535.0442,194350.4679,0.576221689,77522.01036,77915.16165,0.579143985,,
5743000,2.51E-06,0.66667216,0.825449825,397995.366,328525.2053,0.365029194,145279.9275,146243.9856,0.367451478,,
5744000,7.86E-06,1.350076868,1.502758365,127180.2152,191121.1323,0.593299393,75455.94454,75814.70248,0.596120256,,
5745000,6.23E-06,1.12323516,1.28883868,160393.629,206721.513,0.52814198,84710.60876,85204.14876,0.531219035,,
5746000,4.23E-06,0.967874896,1.134649648,236387.8418,268217.3816,0.477204736,112805.3977,113524.6382,0.480247365,,
5747000,5.27E-06,1.105313716,1.183929579,189836.872,224753.488,0.493846542,93750.28282,94333.96103,0.496921173,,
5748000,4.07E-06,1.010123509,1.155793566,245767.3117,284056.2777,0.484386669,119046.4096,119798.1563,0.487445444,,
5749000,9.71E-06,1.536742884,1.850844424,102950.2142,190544.8299,0.685628456,70585.59645,70783.01787,0.687546096,,
5750000,5.06E-06,0.875568375,1.118175235,197563.2959,220910.3848,0.471565508,93164.03588,93762.16791,0.474593054,,
5751000,3.38E-06,0.865392877,1.030066064,296213.8982,305119.8843,0.440760505,130559.3875,131421.4774,0.443670868,,
5752000,2.89E-06,0.748159741,0.991944086,345768.3476,342982.8675,0.427095328,147676.0458,148658.4413,0.429936524,,
5753000,3.22E-06,0.661370474,0.846569528,310887.8298,263188.1632,0.373117166,115997.5861,116770.1186,0.37560209,,
5754000,7.60E-06,1.293050889,1.466842983,131526.7692,192929.1185,0.582807508,76654.7886,77034.38314,0.585693571,,
5755000,4.76E-06,1.010948458,1.128609047,210190.6121,237223.0264,0.475141437,99870.26944,100508.6924,0.478178789,,
5756000,3.73E-06,0.742523175,1.088657492,268164.7559,291939.5706,0.461366487,123722.2312,124525.4076,0.464361572,,
5757000,3.72E-06,0.912244151,1.082919053,268869.4072,291163.804,0.459369569,123510.4238,124313.7978,0.46235754,,
5758000,6.95E-06,1.193847482,1.318035985,143887.863,189649.3812,0.537412673,77327.16098,77767.74986,0.540474702,,
5759000,5.12E-06,1.136471846,1.335374766,195503.1687,261069.9981,0.542861579,106131.1589,106727.4342,0.545911531,,
5760000,6.80E-06,1.240220511,1.361898311,147035.7759,200247.7748,0.551115465,81033.68995,81478.76907,0.554142477,,
5761000,3.26E-06,0.733804987,0.942344554,306635.5746,288956.3638,0.409011349,125417.43,126256.2101,0.411746779,,
5762000,8.04E-06,1.119085119,1.450982277,124366.7145,180453.8986,0.578116669,71898.47068,72260.65685,0.581028912,,
5763000,6.08E-06,1.130469842,1.377363548,164497.4172,226572.7462,0.55588265,91441.26017,91936.59321,0.55889384,,
5764000,3.58E-06,0.68006452,1.11655827,279712.0303,312314.7808,0.471009969,131747.1548,132593.5489,0.474035918,,
5765000,7.73E-06,1.363479411,1.547255947,129332.6197,200110.665,0.606047906,78381.76335,78734.77508,0.608777393,,
5766000,2.38E-06,0.778023961,0.992319986,420484.5071,417255.1804,0.427231066,179644.0443,180839.0319,0.430072996,,
5767000,4.62E-06,0.949596689,1.109235831,216326.9287,239957.5805,0.468489627,101346.922,101999.894,0.471508076,,
5768000,6.27E-06,1.509520134,1.658361164,159595.8587,264667.5739,0.63666926,101609.7771,102002.2332,0.639128321,,
5769000,6.07E-06,1.132333976,1.330133252,164726.6915,219108.4498,0.541218813,89153.18447,89656.23481,0.544272662,,
5770000,3.46E-06,0.67832819,0.836551382,289168.3647,241904.1952,0.369288416,106786.5274,107496.5856,0.371743934,,
5771000,3.50E-06,0.815303783,0.947090209,285785.0726,270664.244,0.410756514,117388.0801,118172.9302,0.413502809,,
5772000,6.94E-06,1.138330316,1.436152266,144153.3951,207026.2251,0.5736988,82700.62977,83123.75056,0.576634012,,
5773000,7.04E-06,1.170734285,1.476427311,142010.1067,209667.6,0.585625023,83164.67203,83572.16334,0.588494476,,
5774000,4.21E-06,0.893676287,1.059915342,237395.8502,251619.5038,0.451318234,107141.0758,107843.0207,0.454275088,,
5775000,3.08E-06,0.855141488,0.973907945,324763.9437,316290.1849,0.420559204,136582.4658,137493.3485,0.423363958,,
5776000,4.62E-06,0.982597532,1.168892188,216313.5733,252847.2459,0.488804468,105735.041,106398.4655,0.491871425,,
5777000,6.51E-06,1.468868786,1.752379603,153663.5741,269276.9131,0.661231402,101607.1806,101945.0434,0.66343012,,
5778000,4.79E-06,0.875731012,1.059069941,208620.3427,220943.534,0.451020931,94092.14114,94708.74607,0.453976563,,
5779000,6.20E-06,1.042967911,1.311957862,161419.9588,211776.184,0.535492591,86439.19193,86934.05867,0.538558301,,
5780000,8.05E-06,1.342439412,1.54406928,124251.3167,191852.6412,0.605144144,75189.95672,75529.95749,0.60788054,,
5781000,3.04E-06,0.934349759,1.338446271,328413.6082,439563.9692,0.543822446,178598.6917,179599.5552,0.546870016,,
5782000,5.34E-06,1.357490081,1.494437451,187275.3781,279871.3387,0.590884695,110658.1547,111189.3944,0.593721372,,
5783000,8.34E-06,1.35780372,1.528556885,119867.8701,183224.8582,0.600724412,72007.55581,72339.49889,0.603493653,,
5784000,4.87E-06,1.014416151,1.182242187,205194.995,242590.1796,0.493282332,101219.0657,101849.8066,0.496356193,,
5785000,4.82E-06,1.029564,1.186348342,207540.4584,246215.2787,0.494654604,102660.8432,103299.1739,0.497730296,,
5786000,5.24E-06,1.272989041,1.457888733,191001.0187,278458.2332,0.580163598,110811.8381,111365.9409,0.583064644,,
5787000,4.15E-06,1.049338673,1.475507833,240944.5235,355515.5317,0.585355281,141038.1492,141729.9183,0.588226353,,
5788000,1.01E-05,1.569588848,1.740980845,98715.74839,171862.2271,0.658319421,64986.49436,65206.74331,0.660550564,,
5789000,6.44E-06,1.446816168,1.671877892,155366.7522,259754.2382,0.640276648,99477.70331,99854.14531,0.642699573,,
5790000,7.89E-06,1.536772978,1.734794494,126740.4772,219868.6819,0.656731411,83234.45244,83519.45064,0.658980087,,
5791000,4.49E-06,0.929444827,1.112784307,222709.8004,247827.971,0.46971193,104609.4501,105282.5096,0.472734067,,
5792000,6.58E-06,0.968843368,1.262269894,151986.2902,191847.7184,0.519602177,78972.40727,79441.26176,0.522687024,,
5793000,6.82E-06,1.294062221,1.448286951,146678.3335,212432.3165,0.577316019,84679.7516,85107.54304,0.580232547,,
5794000,8.11E-06,1.266283869,1.43545839,123378.6211,177104.8767,0.57349134,70756.57069,71118.84121,0.57642759,,
5795000,6.03E-06,1.232425935,1.405798689,165842.5638,233141.2588,0.564560448,93628.1521,94121.95055,0.567537961,,
5796000,1.32E-06,0.681494647,0.86009198,754854.3928,649244.2094,0.378262915,285533.4231,287438.4562,0.380786624,,
5797000,7.34E-06,1.333368157,1.570822766,136255.8219,214033.7471,0.612687492,83482.23777,83846.96242,0.615364256,,
5798000,1.05E-06,0.289038626,0.471637616,947885.9115,447058.6517,0.220247865,208769.8485,209853.5474,0.221391145,,
5799000,4.46E-07,0.604845077,0.85748161,2241102.067,1921703.808,0.377271575,845504.107,851143.4025,0.37978788,,
5800000,2.33E-06,0.594062366,0.731607015,428704.9851,313643.5746,0.32833609,140759.3185,141666.8657,0.33045304,,
5801000,5.41E-06,1.303468111,1.501656875,184848.8909,277579.6079,0.592980302,109611.7511,110133.5759,0.595803282,,
5802000,2.91E-06,0.617397811,0.791603833,343360.6023,271805.5689,0.351937353,120841.4213,121636.9735,0.354254311,,
5803000,8.39E-06,1.686644635,1.897584057,119149.2944,226095.8015,0.696734261,83015.39557,83228.50896,0.698522886,,
