"","variable","Mean","SD","time_series_se","2.5%","50%","97.5%","mc_error","converge"
"81","N.ya[38,1]",11611.6776772902,3963.23935324768,417.0303540567,4657.5184129381,10954.0585158078,19736.3134284971,0.105224619783553,"false"
"82","N.ya[39,1]",4877.2634107494,2142.75945424781,349.20309893645,1957.66751418673,4434.38815276171,10349.1718022576,0.162968875598327,"false"
"83","N.ya[40,1]",5204.2360768646,2222.09339170993,277.056745214832,1536.26289778599,4894.28201964129,9904.45722310797,0.124682763671617,"false"
"84","N.ya[41,1]",4682.75539741664,2134.00742641635,174.80178472087,1774.43468080224,4188.94788769805,9673.97524152769,0.0819124537979777,"false"
"85","N.ya[1,2]",101000.389150952,9247.05699167065,1006.09582497146,82630.0940944684,101673.012642031,116692.453168896,0.108801732905692,"false"
"86","N.ya[2,2]",83470.0317986487,8270.67227000621,962.170745943076,67567.0651665312,83266.2586729747,98988.6829717904,0.116335252387211,"false"
"87","N.ya[3,2]",107124.133575441,11784.2067991155,994.002043555892,84941.2540701222,107140.003570019,131417.501803837,0.084350356413509,"false"
"88","N.ya[4,2]",158973.010225767,16214.3577383462,1803.58975145945,127497.007774713,159345.856228144,188874.252827518,0.11123411611883,"false"
"89","N.ya[5,2]",101376.217072612,12686.8100017335,2293.30239635547,79853.5650194764,99836.3146422841,130628.125937111,0.180762728853204,"false"
"90","N.ya[6,2]",91143.7328316135,8217.51835708218,979.287166961351,75663.6265543453,91366.0796880764,106454.506130235,0.119170669830918,"false"
"91","N.ya[7,2]",117316.231507428,14780.0436346786,3064.20358245307,91158.4736642486,116121.965586397,144439.620421022,0.207320333971375,"false"
"92","N.ya[8,2]",161494.510762398,17803.6725527628,1752.07059341761,130507.299270531,162884.985172125,195345.23239096,0.0984106278199167,"false"
"93","N.ya[9,2]",186945.322827371,17692.5962491113,1847.84232669904,154836.510299414,185602.208067933,223957.610580635,0.10444155852999,"false"
"94","N.ya[10,2]",86684.1015567754,11909.5212687238,2922.86082456196,66633.0833946559,84749.8044365998,113474.731513066,0.245422192765871,"false"
"95","N.ya[11,2]",64872.7037259045,9452.40212678391,2875.02513141982,48891.6924401252,64765.158970805,85231.6263839728,0.304158148675591,"false"
"96","N.ya[12,2]",80436.7880766422,8993.5512361262,2045.49702959555,63595.805283442,80928.9281075486,96806.4463082801,0.227440415458911,"false"
"97","N.ya[13,2]",53487.8820101858,7662.83516053279,841.990652376382,39266.3126415424,53294.095177641,70373.9273928799,0.109879781404281,"false"
"98","N.ya[14,2]",228014.910707591,29658.8954833339,2486.14109062685,172571.300928099,230113.219967566,280152.853730248,0.0838244664918112,"false"
"99","N.ya[15,2]",97216.8762644223,11674.3397334201,1047.0616111604,74830.4380030455,97574.3742333042,118213.430017345,0.0896891503133995,"false"
"100","N.ya[16,2]",63856.934595723,7227.35215486846,1456.40061379933,51206.7579341345,63316.6864059797,77630.8777260422,0.201512335720112,"false"
"101","N.ya[17,2]",122905.289120781,13437.3821235246,1819.61481625892,97402.230286598,121611.67618142,145950.996757432,0.135414383511008,"false"
"102","N.ya[18,2]",139561.230827187,22733.3783733444,5141.95504594983,98760.2555897774,137202.716330709,185525.079685773,0.226185257708063,"false"
"103","N.ya[19,2]",130503.741938392,13483.4670485732,1740.77345650896,105225.395825195,130309.835804782,156449.504163796,0.129104291221089,"false"
"104","N.ya[20,2]",79109.4596228698,9279.83048124113,778.064056320684,61634.9446125972,77946.109786895,95568.1070584831,0.0838446411163992,"false"
"105","N.ya[21,2]",117883.842524498,40620.7228840737,2480.18148879298,49825.4287182967,121143.84656239,193506.437361061,0.0610570495230008,"false"
"106","N.ya[22,2]",91727.8106824322,28245.2849080034,4276.36632858654,44904.0093934478,89218.6994138196,150903.652868699,0.151401068975403,"false"
"107","N.ya[23,2]",142679.802317888,30653.514932185,7562.46218396683,83713.3024807081,139738.822569964,203535.940868224,0.246707831082253,"false"
"108","N.ya[24,2]",135589.091614316,18286.4012233726,2526.78786208165,101011.935129965,136201.031813708,168196.586903974,0.138178520268496,"false"
"109","N.ya[25,2]",20064.8617966633,4249.59671100607,847.959253916973,13221.3360041965,19466.8376168309,28473.5715103048,0.199538758988785,"false"
"110","N.ya[26,2]",93976.2370646242,7013.78300783938,958.520462126981,80244.0213174825,93779.4630782415,108984.118638845,0.136662406158792,"false"
"111","N.ya[27,2]",65671.1555409333,7528.84611373526,1311.50553568941,51810.50379574,64944.1788731461,82640.0078841531,0.174197415630101,"false"
"112","N.ya[28,2]",39942.6592486225,5736.77848394923,775.139940417172,29546.2335574812,39347.6077529834,51123.6395637652,0.135117634851322,"false"
"113","N.ya[29,2]",83991.92669478,6690.29130958803,936.845394774102,72566.2001153334,84251.7705949612,97814.0812454355,0.140030583336705,"false"
"114","N.ya[30,2]",27127.0192606915,4217.38526994587,619.691437221886,19582.1718919945,26685.5897313151,36453.7368990848,0.146937355151772,"false"
"115","N.ya[31,2]",41378.5964800087,5021.15988965278,783.293429004646,33191.1434719,41185.3130482413,51878.9258338103,0.155998503576593,"false"
"116","N.ya[32,2]",28279.2990879053,3104.28644641846,234.68341144075,23870.060772413,27729.5419360004,34874.6873860707,0.0755997925743976,"false"
"117","N.ya[33,2]",76592.4945531321,5730.25003673846,437.69488558489,66453.0411550117,76503.2555191458,86447.6851604148,0.0763832088964162,"false"
"118","N.ya[34,2]",146617.001883706,11964.6507010775,1328.68788622382,122774.428297682,147144.858950244,170060.768857186,0.111051122127967,"false"
"119","N.ya[35,2]",32733.5235173776,3809.25482594481,442.794261882354,26694.5642134954,32629.2155087894,40052.364017787,0.116241701360194,"false"
"120","N.ya[36,2]",47724.1522550718,4610.59671927205,569.83720004451,39193.5800068764,47790.7648009409,57824.1677081413,0.1235929392095,"false"
"121","N.ya[37,2]",119663.618800463,9756.25907420479,956.540138677999,102174.458496934,119009.439806151,137565.568198212,0.0980437410899695,"false"
"122","N.ya[38,2]",98409.3980934827,11236.0728586557,1414.20625872491,77609.0370096905,98034.595774111,119869.561399604,0.125863037425526,"false"
"123","N.ya[39,2]",104313.744727195,8201.01527526532,975.353739449617,89693.7987367122,103499.639064294,121027.589811649,0.118930852670319,"false"
"124","N.ya[40,2]",39614.2729900517,5600.2680581218,653.632776710111,30589.4747453544,38802.6778351461,51657.8360899353,0.116714551861884,"false"
"125","N.ya[41,2]",63376.444447591,6447.5934487991,455.997308285809,53741.4138693644,63085.3784836056,76563.7303741705,0.0707236447066526,"false"
"126","N.ya[1,3]",46632.4680043354,7378.06949980801,1096.69324388421,33618.1681411191,46649.5558589087,59429.9288598615,0.148642303235656,"false"
"127","N.ya[2,3]",29786.2612319927,4208.88136528266,761.268950163318,22039.2919735159,30030.3780082177,37783.2697909417,0.180872037982043,"false"
"128","N.ya[3,3]",59855.927904708,9114.52219904833,2061.27775071779,43572.2777851862,59171.1925183077,79377.6649984126,0.226153132956658,"false"
"129","N.ya[4,3]",61449.3278218077,12785.5302561173,1057.77371105602,39669.9173507617,59632.4271889348,84553.5374492971,0.0827320955695144,"false"
"130","N.ya[5,3]",64724.0566917253,9246.94897808972,1923.86768524067,45885.2281308885,64643.6139626819,80102.5974879545,0.208054320381695,"false"
"131","N.ya[6,3]",71070.1935402347,7751.01467641196,1713.52515970646,56079.4958167788,71508.1817224521,86466.1338475109,0.221071076658014,"false"
"132","N.ya[7,3]",107331.436541636,12937.2583495376,1738.2607976269,85522.0800310164,106050.988456578,132469.089897611,0.134360832153362,"false"
"133","N.ya[8,3]",127579.134989417,17207.8031929845,2836.69636651647,95070.8819989116,128376.070030632,159652.543349712,0.164849419458317,"false"
"134","N.ya[9,3]",77715.0177966745,13054.094922782,2299.20580271538,55478.308818837,76026.559685904,107656.104988516,0.176129085648274,"false"
"135","N.ya[10,3]",126883.887648891,14513.0469356298,1994.20622362327,102766.364554121,125709.188130923,151146.390276918,0.137407825694235,"false"
"136","N.ya[11,3]",120093.249676672,12837.3110309545,1402.32334969172,96355.4830060268,118131.634765014,143801.307649503,0.109238090929659,"false"
"137","N.ya[12,3]",55592.1608727209,7907.55645278375,1189.63357079676,43197.0574180833,54024.3664826398,73484.2852496375,0.150442627618291,"false"
"138","N.ya[13,3]",62608.1886670812,7272.0593743034,922.944691544812,51164.7472334187,61598.5447764667,76699.0635665571,0.126916550599977,"false"
"139","N.ya[14,3]",107489.669828663,21107.6459054015,3910.60807165889,69162.1924916883,104583.41362727,148034.524025873,0.185269740130431,"false"
"140","N.ya[15,3]",139244.778084866,16890.316494746,1587.63800546451,110705.035973521,138352.368982477,178348.248725152,0.0939969364078149,"false"
"141","N.ya[16,3]",67405.7097269055,6534.59319757885,715.893839679092,55050.3731890747,67489.9882185652,79241.628708614,0.109554461621932,"false"
"142","N.ya[17,3]",114985.168221518,13819.4699892644,2553.29737893418,90691.9370754868,113739.772570296,146960.892172694,0.184760875845289,"false"
"143","N.ya[18,3]",233967.434718483,24907.3201678445,3785.91388653195,183869.644456792,232840.172440091,279997.676875812,0.152000049022519,"false"
"144","N.ya[19,3]",101908.984483922,13868.503935906,2346.15413316467,70701.0940687894,102423.735178192,128447.568331643,0.169171393252476,"false"
"145","N.ya[20,3]",84844.2119889797,8787.91326660394,1098.73602468907,67057.2239518759,85205.6286160421,100476.642287404,0.125028091579432,"false"
"146","N.ya[21,3]",133473.5693154,35225.1419247085,6052.37190615942,72278.6048745841,133138.318646142,208277.644339509,0.171819659920632,"false"
"147","N.ya[22,3]",121615.971657051,28615.3979093404,3670.82194318316,68790.3647093462,120879.376790293,182476.891011194,0.128281352396815,"false"
"148","N.ya[23,3]",98123.2449276313,28229.2640923386,5296.3934910902,50315.3282742861,98475.841382511,164193.470562475,0.187620671717321,"false"
"149","N.ya[24,3]",164626.741763377,18364.5054359397,1662.52575208574,129516.073356365,162440.591541128,198269.748684384,0.0905292961950474,"false"
"150","N.ya[25,3]",123487.233310036,10547.2682680959,1094.862311019,106507.13419468,122538.097183441,146983.794222628,0.103805296612282,"false"
"151","N.ya[26,3]",30160.6750379777,4932.25875589873,650.803262487128,21605.6425133942,30223.3497899938,40630.7980739651,0.131948321184245,"false"
"152","N.ya[27,3]",69073.8645358309,6965.85336702508,911.102914474423,54964.6809284635,69241.8455569851,82753.0923128217,0.130795591935282,"false"
"153","N.ya[28,3]",80830.9342450962,6496.8104476304,618.497040362991,68991.2342676308,80458.8114013082,93578.9418641107,0.0952001055515751,"false"
"154","N.ya[29,3]",37236.8156216453,4788.64731834807,446.846707120716,28114.574909895,36945.1385146357,48431.0922215409,0.0933137642875867,"false"
"155","N.ya[30,3]",47550.1106666308,4339.95716769658,583.566570704433,38731.3100389255,47780.3476967139,55371.9434637577,0.13446367052838,"false"
"156","N.ya[31,3]",27579.7604943298,4022.79399827975,347.379548860079,20310.7289169164,27337.2325365009,35395.993503637,0.0863528057883719,"false"
"157","N.ya[32,3]",22218.8950725722,2485.4161273748,265.326248340525,17905.7988241137,21981.6938519881,26291.4341547301,0.106753249654324,"false"
"158","N.ya[33,3]",16621.6300032194,2905.82294994654,583.265184749459,11527.9922702468,16697.4032934278,22045.2903271093,0.200722891516908,"false"
"159","N.ya[34,3]",88460.8621692492,10028.5706723699,1330.07131050185,69327.8566113607,88477.1927546784,106412.571357903,0.132628203355677,"false"
"160","N.ya[35,3]",71269.556377772,5044.96274146445,523.584298834974,62729.8312112249,70724.8939825248,81190.3379830354,0.103783580903709,"false"
"161","N.ya[36,3]",26401.8931991472,4066.17444764432,828.335946991311,19310.0469598677,26370.0314523284,34158.440732691,0.203713824297724,"false"
"162","N.ya[37,3]",41005.0886838111,7472.97432674848,1199.54691400894,29203.2011506288,39795.8372823809,56398.6261656032,0.160518002813863,"false"
"163","N.ya[38,3]",92921.8759979766,9057.51493867134,875.862453942395,75753.2096449841,92508.6666991752,110264.569662723,0.0967000838389869,"false"
"164","N.ya[39,3]",51604.8832213273,6901.96782526333,1070.97741339168,39738.2568138127,51191.8787960973,66416.2338164617,0.155169864668388,"false"
"165","N.ya[40,3]",83486.6891123772,7616.76351196879,1165.51421696889,67453.6653206622,83401.8358063298,100136.976015264,0.15301961458268,"false"
"166","N.ya[41,3]",41539.7938221481,5123.35463148597,430.242010970014,32483.0353400669,41314.6994407087,51851.042836838,0.0839766211626126,"false"
"167","R[1]",137584.985207619,28327.5827906964,4097.20327480804,82447.130257861,139896.98349869,198228.077941922,0.144636529882587,"false"
"168","R[2]",136675.769340167,11860.2246581952,956.438187500848,113463.199352049,136764.106163071,159371.085519604,0.0806425017286636,"false"
"169","R[3]",150655.909370443,12223.2782403512,1705.32847008453,128069.703084742,151357.917399939,175311.689116196,0.139514820537664,"false"
"170","R[4]",172452.084883129,15464.2021202144,1133.17129157691,145254.244648501,172480.48632584,200665.277549969,0.0732770616141687,"false"
"171","R[5]",234417.537875197,21017.6139465016,1854.50033065126,191782.153994642,235285.329182833,278945.097813069,0.0882355311774078,"false"
"172","R[6]",177962.93729991,16569.316326828,2040.65380430353,145250.106726322,177050.611466489,213094.290991986,0.123158600152949,"false"
"173","R[7]",203040.4532209,17904.1253126159,1364.93642673991,170726.307801077,203947.829517197,241158.229746401,0.0762358620098648,"false"
"174","R[8]",247588.552183214,24412.7806485983,2543.44558499744,200527.524177791,249652.605284852,290473.567833722,0.104185001356798,"false"
"175","R[9]",247501.972232629,23718.4614962664,1934.66503396406,205222.539207275,246953.45876799,291560.617484748,0.0815678974063558,"false"
"176","R[10]",329923.935231238,26272.1239416122,2663.27228263414,285157.759344922,328026.396208122,387147.018029688,0.101372553226114,"false"
"177","R[11]",213575.924661968,18312.6229659209,1453.61069103881,183690.411589342,213348.749654519,252051.695496021,0.0793775252045503,"false"
"178","R[12]",125786.703604813,14291.4887885834,1233.62809251888,100766.49905939,123843.955737545,154518.65582575,0.0863190749940864,"false"
"179","R[13]",148143.930523532,12732.1274183046,1044.567934979,124097.937390889,148445.877175148,173844.089873347,0.0820419008277641,"false"
"180","R[14]",165040.091752094,21345.9281420043,2701.04874562491,129999.757597089,163541.41119853,205293.600877006,0.126536954854158,"false"
"181","R[15]",370901.267986188,29923.2242743957,2534.85797618266,307238.824344755,369012.344180779,425629.608639034,0.0847120602024045,"false"
"182","R[16]",169506.533427485,14818.4285092054,1728.47049932459,140176.918655914,170346.724966403,195335.836399073,0.116643306559183,"false"
"183","R[17]",183223.936346259,17121.2346870411,1885.94423022064,149880.56382228,183344.413140106,217366.019480172,0.110152349681188,"false"
"184","R[18]",360508.644676431,29166.1214521983,3168.97157844007,306658.993543798,358666.947054262,418123.229043037,0.108652485166183,"false"
"185","R[19]",245635.803438938,26599.9841620701,2823.7146721372,200398.317802611,244009.999009209,301674.183360494,0.106154750128146,"false"
"186","R[20]",229267.609169064,20868.3466169109,2472.82822312705,188506.58122061,230643.123710588,264244.664502691,0.118496604859111,"false"
"187","R[21]",218303.933708355,40647.1697380629,5380.25884170208,143635.97580723,219321.848769494,302102.132815081,0.132364906987949,"false"
"188","R[22]",246146.910791265,49098.7953977693,5920.13092440032,143148.804726147,246963.956856184,334944.247687759,0.120575889417224,"false"
"189","R[23]",197486.12343938,53579.2224388356,7280.60791539828,102323.173194693,197727.926895033,315754.947349259,0.135884911799711,"false"
"190","R[24]",319383.983685392,37204.7517978971,5909.32700529418,253955.35872938,318653.993729075,397132.271583781,0.158832587767141,"false"
"191","R[25]",269267.016958982,23687.4984366736,2604.05769358785,222931.838179427,268723.513872922,319687.935065315,0.109933841285502,"false"
"192","R[26]",52810.6481674326,7820.64157212742,543.808946911844,39117.3235490882,52109.4780888504,69384.6150740363,0.0695350812201861,"false"
"193","R[27]",166501.900313854,11250.7528536613,1177.90188645092,145864.851439247,167810.56065487,189889.552377463,0.104695383657601,"false"
"194","R[28]",150965.92245504,11655.9795061076,1116.68617003886,131266.479944149,150618.83647881,172170.630783565,0.095803717693028,"false"
"195","R[29]",81802.1049747972,9052.32872814886,737.574481891722,65701.0974574142,81522.1058308668,100992.219725573,0.081478976740889,"false"
"196","R[30]",135482.098609408,9088.17756937663,1025.12317732003,119215.795429392,135589.393612415,153357.637240088,0.112797441455619,"false"
"197","R[31]",60688.2242135421,6959.00998609295,566.21193441258,47998.1884079305,59721.1195900648,76414.1493875312,0.0813638628977557,"false"
"198","R[32]",65946.6779904331,6247.05294800911,562.931205751926,54559.4498451748,65432.6137797704,77754.8267096901,0.0901114830363856,"false"
"199","R[33]",48875.6209241661,5459.84974978042,524.396000840519,38741.8340426651,48818.6651581304,61207.2603178207,0.096045866621441,"false"
"200","R[34]",168084.147191619,12906.9944936315,1058.46186743215,144469.703970106,168971.759974207,195772.673957288,0.0820068427203881,"false"
"201","R[35]",223025.238105736,13871.5829546988,1342.82407327801,190930.129930794,221761.688381792,247386.209835876,0.0968039536412932,"false"
"202","R[36]",64448.3974093403,6379.33857857172,505.017029414175,52247.3485337412,64680.3630474633,77071.2494589699,0.0791644812693488,"false"
