"","variable","point_estimate","Upper C.I.","converge"
"1","D.scale",3.34111138345844,6.18864840593864,"false"
"2","D.sum",3.28082189621251,6.41402622081071,"false"
"3","N[1]",1.06202526983117,1.22071722098777,"true"
"4","N[2]",1.00828179262861,1.04550906579035,"true"
"5","N[3]",1.50841959006412,2.36551180692935,"false"
"6","N[4]",1.02622526110884,1.1012073479549,"true"
"7","N[5]",1.28706128103439,1.86059181362484,"false"
"8","N[6]",1.03094261426497,1.10893497876338,"true"
"9","N[7]",1.18588242936688,1.54678231311054,"true"
"10","N[8]",1.01109300090485,1.0538578937604,"true"
"11","N[9]",1.27218190916163,1.77021252407586,"false"
"12","N[10]",1.07549944505614,1.24799536708107,"true"
"13","N[11]",1.06650921514299,1.23381218529425,"true"
"14","N[12]",1.09382934944034,1.29296758171735,"true"
"15","N[13]",1.0137582702284,1.04346737519313,"true"
"16","N[14]",1.1384578997453,1.42266631997958,"true"
"17","N[15]",1.19078166607215,1.5602346483856,"true"
"18","N[16]",1.01600737201827,1.04968300780615,"true"
"19","N[17]",1.27549332400935,1.75816379380419,"false"
"20","N[18]",1.05782412093204,1.19190839328355,"true"
"21","N[19]",1.01286813947818,1.05330241642376,"true"
"22","N[20]",1.01768748575892,1.06800182448997,"true"
"23","N[21]",1.321719514194,1.90321390254866,"false"
"24","N[22]",1.03328548575215,1.12191004202574,"true"
"25","N[23]",1.09769981249594,1.3237697444517,"true"
"26","N[24]",1.02616325403483,1.10641771605817,"true"
"27","N[25]",1.22073925512927,1.64657660992056,"false"
"28","N[26]",1.01802849158499,1.08598434112168,"true"
"29","N[27]",1.22068457024711,1.62550764201504,"false"
"30","N[28]",1.00265750471314,1.01863980130448,"true"
"31","N[29]",1.04490475849578,1.14384814670288,"true"
"32","N[30]",1.09624413922123,1.3140000682821,"true"
"33","N[31]",1.06035721049061,1.19657950699188,"true"
"34","N[32]",1.02182909152729,1.06383480604129,"true"
"35","N[33]",1.04540907678264,1.16788859824337,"true"
"36","N[34]",1.08753640856412,1.28686430525407,"true"
"37","N[35]",1.03829243431672,1.14453367702592,"true"
"38","N[36]",1.01670536104246,1.07061067445548,"true"
"39","N[37]",1.08260481705523,1.27454305480761,"true"
"40","N[38]",1.10249290927579,1.32894082806962,"true"
"41","N[39]",1.02312514898166,1.09902564613098,"true"
"42","N[40]",1.02453791888375,1.10566032771786,"true"
