"","year","date","total_count","imputed"
"227",2018,152,0,TRUE
"228",2019,152,0,TRUE
"229",2020,152,0,TRUE
"230",2021,152,0,TRUE
"231",2022,152,0,TRUE
"232",2023,152,0,TRUE
"233",2024,152,0,TRUE
"234",2025,152,0,TRUE
"235",2008,153,0,TRUE
"236",2009,153,0,TRUE
"237",2010,153,0,TRUE
"238",2011,153,0,TRUE
"239",2012,153,0,TRUE
"240",2013,153,0,TRUE
"241",2014,153,0,TRUE
"242",2015,153,0,TRUE
"243",2016,153,0,TRUE
"244",2017,153,0,TRUE
"245",2018,153,0,TRUE
"246",2019,153,0,TRUE
"247",2020,153,0,TRUE
"248",2021,153,0,TRUE
"249",2022,153,0,TRUE
"250",2023,153,0,TRUE
"251",2024,153,0,TRUE
"252",2025,153,0,TRUE
"253",2008,154,0,TRUE
"254",2009,154,0,TRUE
"255",2010,154,0,TRUE
"256",2011,154,0,TRUE
"257",2012,154,0,TRUE
"258",2013,154,0,TRUE
"259",2014,154,0,TRUE
"260",2015,154,0,TRUE
"261",2016,154,0,TRUE
"262",2017,154,0,TRUE
"263",2018,154,0,TRUE
"264",2019,154,0,TRUE
"265",2020,154,0,TRUE
"266",2021,154,0,TRUE
"267",2022,154,0,TRUE
"268",2023,154,0,TRUE
"269",2024,154,0,TRUE
"270",2025,154,0,TRUE
"271",2008,155,0,TRUE
"272",2009,155,0,TRUE
"273",2010,155,0,TRUE
"274",2011,155,0,TRUE
"275",2012,155,0,TRUE
"276",2013,155,0,TRUE
"277",2014,155,0,TRUE
"278",2015,155,0,TRUE
"279",2016,155,0,TRUE
"280",2017,155,0,TRUE
"281",2018,155,0,TRUE
"282",2019,155,0,TRUE
"283",2020,155,0,TRUE
"284",2021,155,0,TRUE
"285",2022,155,0,TRUE
"286",2023,155,0,TRUE
"287",2024,155,0,TRUE
"288",2025,155,0,TRUE
"289",2008,156,0,TRUE
"290",2009,156,0,TRUE
"291",2010,156,0,TRUE
"292",2011,156,0,TRUE
"293",2012,156,0,TRUE
"294",2013,156,0,TRUE
"295",2014,156,0,TRUE
"296",2015,156,0,TRUE
"297",2016,156,0,TRUE
"298",2017,156,0,TRUE
"299",2018,156,0,TRUE
"300",2019,156,0,TRUE
"301",2020,156,0,TRUE
"302",2021,156,0,TRUE
"303",2022,156,0,TRUE
"304",2023,156,0,TRUE
"305",2024,156,0,TRUE
"306",2025,156,0,TRUE
"307",2008,157,0,TRUE
"308",2009,157,0,TRUE
"309",2010,157,0,TRUE
"310",2011,157,0,TRUE
"311",2012,157,0,TRUE
"312",2013,157,0,TRUE
"313",2014,157,0,TRUE
"314",2015,157,0,TRUE
"315",2016,157,0,TRUE
"316",2017,157,0,TRUE
"317",2018,157,0,TRUE
"318",2019,157,0,TRUE
"319",2020,157,0,TRUE
"320",2021,157,0,TRUE
"321",2022,157,0,TRUE
"322",2023,157,0,TRUE
"323",2024,157,0,TRUE
"324",2025,157,0,TRUE
"325",2008,158,0,TRUE
"326",2009,158,0,TRUE
"327",2010,158,0,TRUE
"328",2011,158,0,TRUE
"329",2012,158,0,TRUE
"330",2013,158,0,TRUE
"331",2014,158,0,TRUE
"332",2015,158,0,TRUE
"333",2016,158,0,TRUE
"334",2017,158,0,TRUE
"335",2018,158,0,TRUE
"336",2019,158,0,TRUE
"337",2020,158,0,TRUE
"338",2021,158,0,TRUE
"339",2022,158,0,TRUE
"340",2023,158,0,TRUE
"341",2024,158,0,TRUE
"342",2025,158,0,TRUE
"343",2008,159,0,TRUE
"344",2009,159,0,TRUE
"345",2010,159,0,TRUE
"346",2011,159,0,FALSE
"347",2012,159,0,TRUE
"348",2013,159,0,TRUE
"349",2014,159,0,TRUE
"350",2015,159,0,TRUE
"351",2016,159,0,TRUE
"352",2017,159,0,TRUE
"353",2018,159,0,TRUE
"354",2019,159,0,TRUE
"355",2020,159,0,TRUE
"356",2021,159,0,TRUE
"357",2022,159,0,TRUE
"358",2023,159,0,TRUE
"359",2024,159,0,TRUE
"360",2025,159,0,TRUE
"361",2008,160,0,TRUE
"362",2009,160,0,TRUE
"363",2010,160,0,TRUE
"364",2011,160,0,FALSE
"365",2012,160,0,TRUE
"366",2013,160,0,TRUE
"367",2014,160,0,TRUE
"368",2015,160,0,TRUE
"369",2016,160,0,TRUE
"370",2017,160,0,TRUE
"371",2018,160,0,TRUE
"372",2019,160,0,TRUE
"373",2020,160,0,TRUE
"374",2021,160,0,TRUE
"375",2022,160,0,TRUE
"376",2023,160,0,TRUE
"377",2024,160,0,TRUE
"378",2025,160,0,TRUE
"379",2008,161,0,TRUE
"380",2009,161,0,TRUE
"381",2010,161,0,TRUE
"382",2011,161,0,FALSE
"383",2012,161,0,TRUE
"384",2013,161,0,TRUE
"385",2014,161,0,TRUE
"386",2015,161,0,TRUE
"387",2016,161,0,TRUE
"388",2017,161,0,TRUE
"389",2018,161,0,FALSE
"390",2019,161,0,FALSE
"391",2020,161,0,TRUE
"392",2021,161,0,TRUE
"393",2022,161,0,TRUE
"394",2023,161,0,TRUE
"395",2024,161,0,TRUE
"396",2025,161,0,TRUE
"397",2008,162,0,TRUE
"398",2009,162,0,TRUE
"399",2010,162,0,TRUE
"400",2011,162,0,FALSE
"401",2012,162,0,TRUE
"402",2013,162,0,TRUE
"403",2014,162,0,TRUE
"404",2015,162,0,TRUE
"405",2016,162,0,TRUE
"406",2017,162,0,TRUE
"407",2018,162,0,FALSE
"408",2019,162,0,FALSE
"409",2020,162,0,TRUE
"410",2021,162,0,TRUE
"411",2022,162,0,TRUE
"412",2023,162,0,TRUE
"413",2024,162,0,TRUE
"414",2025,162,0,TRUE
"415",2008,163,0,TRUE
"416",2009,163,0,TRUE
"417",2010,163,0,TRUE
"418",2011,163,0,FALSE
"419",2012,163,0,TRUE
"420",2013,163,0,TRUE
"421",2014,163,0,TRUE
"422",2015,163,0,TRUE
"423",2016,163,0,TRUE
"424",2017,163,0,TRUE
"425",2018,163,0,FALSE
"426",2019,163,0,FALSE
"427",2020,163,0,TRUE
"428",2021,163,0,TRUE
"429",2022,163,0,TRUE
"430",2023,163,0,TRUE
"431",2024,163,0,TRUE
"432",2025,163,0,TRUE
"433",2008,164,0,TRUE
"434",2009,164,0,TRUE
"435",2010,164,0,TRUE
"436",2011,164,0,FALSE
"437",2012,164,0,TRUE
"438",2013,164,0,TRUE
"439",2014,164,0,TRUE
"440",2015,164,0,TRUE
"441",2016,164,0,TRUE
"442",2017,164,0,TRUE
"443",2018,164,0,FALSE
"444",2019,164,0,FALSE
"445",2020,164,0,TRUE
"446",2021,164,0,TRUE
"447",2022,164,0,FALSE
"448",2023,164,0,TRUE
"449",2024,164,0,FALSE
"450",2025,164,0,TRUE
"451",2008,165,0,TRUE
"452",2009,165,0,TRUE
"453",2010,165,0,TRUE
"454",2011,165,0,FALSE
"455",2012,165,0,TRUE
"456",2013,165,0,TRUE
"457",2014,165,0,TRUE
"458",2015,165,0,TRUE
"459",2016,165,0,TRUE
"460",2017,165,0,TRUE
"461",2018,165,0,FALSE
"462",2019,165,0,FALSE
"463",2020,165,0,TRUE
"464",2021,165,0,TRUE
"465",2022,165,0,FALSE
"466",2023,165,0,TRUE
"467",2024,165,0,FALSE
"468",2025,165,0,TRUE
"469",2008,166,0,TRUE
"470",2009,166,0,FALSE
"471",2010,166,0,TRUE
"472",2011,166,0,FALSE
"473",2012,166,0,TRUE
"474",2013,166,0,TRUE
"475",2014,166,0,TRUE
"476",2015,166,0,TRUE
"477",2016,166,0,TRUE
"478",2017,166,0,FALSE
"479",2018,166,0,FALSE
"480",2019,166,0,FALSE
"481",2020,166,0,TRUE
"482",2021,166,0,TRUE
"483",2022,166,0,FALSE
"484",2023,166,0,TRUE
"485",2024,166,0,FALSE
"486",2025,166,0,TRUE
"487",2008,167,0,TRUE
"488",2009,167,0,FALSE
"489",2010,167,0,TRUE
"490",2011,167,0,FALSE
"491",2012,167,0,TRUE
"492",2013,167,0,TRUE
"493",2014,167,0,TRUE
"494",2015,167,0,TRUE
"495",2016,167,0,TRUE
"496",2017,167,0,FALSE
"497",2018,167,0,FALSE
"498",2019,167,0,FALSE
"499",2020,167,0,TRUE
"500",2021,167,0,TRUE
"501",2022,167,0,FALSE
"502",2023,167,0,FALSE
"503",2024,167,0,FALSE
"504",2025,167,0,TRUE
"505",2008,168,0,TRUE
"506",2009,168,0,FALSE
"507",2010,168,0,TRUE
"508",2011,168,0,FALSE
"509",2012,168,0,FALSE
"510",2013,168,0,TRUE
"511",2014,168,0,FALSE
"512",2015,168,0,TRUE
"513",2016,168,0,TRUE
"514",2017,168,0,FALSE
"515",2018,168,0,FALSE
"516",2019,168,0,FALSE
"517",2020,168,0,FALSE
"518",2021,168,0,TRUE
"519",2022,168,0,FALSE
"520",2023,168,0,FALSE
"521",2024,168,0,FALSE
"522",2025,168,0,TRUE
"523",2008,169,0,TRUE
"524",2009,169,0,FALSE
"525",2010,169,0,FALSE
"526",2011,169,0,FALSE
"527",2012,169,0,FALSE
"528",2013,169,0,TRUE
"529",2014,169,0,FALSE
"530",2015,169,0,TRUE
"531",2016,169,0,TRUE
"532",2017,169,0,FALSE
"533",2018,169,0,FALSE
"534",2019,169,0,FALSE
"535",2020,169,0,FALSE
"536",2021,169,0,TRUE
"537",2022,169,0,FALSE
"538",2023,169,0,FALSE
"539",2024,169,0,FALSE
"540",2025,169,0,TRUE
"541",2008,170,0,TRUE
"542",2009,170,0,FALSE
"543",2010,170,0,FALSE
"544",2011,170,0,FALSE
"545",2012,170,0,FALSE
"546",2013,170,0,FALSE
"547",2014,170,0,FALSE
"548",2015,170,0,TRUE
"549",2016,170,0,TRUE
"550",2017,170,0,FALSE
"551",2018,170,0,FALSE
"552",2019,170,0,FALSE
"553",2020,170,0,FALSE
"554",2021,170,0,TRUE
"555",2022,170,0,FALSE
"556",2023,170,0,FALSE
"557",2024,170,0,FALSE
"558",2025,170,0,TRUE
"559",2008,171,0,TRUE
"560",2009,171,0,FALSE
"561",2010,171,0,FALSE
"562",2011,171,0,FALSE
"563",2012,171,0,FALSE
"564",2013,171,0,FALSE
"565",2014,171,0,FALSE
"566",2015,171,0,TRUE
"567",2016,171,0,TRUE
"568",2017,171,0,FALSE
"569",2018,171,0,FALSE
"570",2019,171,0,FALSE
"571",2020,171,0,FALSE
"572",2021,171,0,FALSE
"573",2022,171,0,FALSE
"574",2023,171,0,FALSE
"575",2024,171,0,FALSE
"576",2025,171,0,FALSE
"577",2008,172,0,TRUE
"578",2009,172,0,FALSE
"579",2010,172,0,FALSE
"580",2011,172,0,FALSE
"581",2012,172,0,FALSE
"582",2013,172,0,FALSE
"583",2014,172,0,FALSE
"584",2015,172,0,TRUE
"585",2016,172,0,TRUE
"586",2017,172,0,FALSE
"587",2018,172,0,FALSE
"588",2019,172,0,FALSE
"589",2020,172,0,FALSE
"590",2021,172,0,FALSE
"591",2022,172,0,FALSE
"592",2023,172,0,FALSE
"593",2024,172,0,FALSE
"594",2025,172,0,FALSE
"595",2008,173,0,TRUE
"596",2009,173,0,FALSE
"597",2010,173,0,FALSE
"598",2011,173,0,FALSE
"599",2012,173,0,FALSE
"600",2013,173,0,FALSE
"601",2014,173,0,FALSE
"602",2015,173,0,TRUE
"603",2016,173,0,TRUE
"604",2017,173,0,FALSE
"605",2018,173,0,FALSE
"606",2019,173,0,FALSE
"607",2020,173,0,FALSE
"608",2021,173,0,FALSE
"609",2022,173,0,FALSE
"610",2023,173,0,FALSE
"611",2024,173,0,FALSE
"612",2025,173,0,FALSE
"613",2008,174,0,TRUE
"614",2009,174,0,FALSE
"615",2010,174,0,FALSE
"616",2011,174,0,FALSE
"617",2012,174,0,FALSE
"618",2013,174,0,FALSE
"619",2014,174,0,FALSE
"620",2015,174,0,TRUE
"621",2016,174,0,FALSE
"622",2017,174,0,FALSE
"623",2018,174,0,FALSE
"624",2019,174,0,FALSE
"625",2020,174,0,FALSE
"626",2021,174,0,FALSE
"627",2022,174,0,FALSE
"628",2023,174,0,FALSE
"629",2024,174,0,FALSE
"630",2025,174,0,FALSE
"631",2008,175,0,TRUE
"632",2009,175,0,FALSE
"633",2010,175,0,FALSE
"634",2011,175,0,FALSE
"635",2012,175,0,FALSE
"636",2013,175,0,FALSE
"637",2014,175,0,FALSE
"638",2015,175,0,TRUE
"639",2016,175,0,FALSE
"640",2017,175,0,FALSE
"641",2018,175,0,FALSE
"642",2019,175,0,FALSE
"643",2020,175,0,FALSE
"644",2021,175,0,FALSE
"645",2022,175,0,FALSE
"646",2023,175,0,FALSE
"647",2024,175,0,FALSE
"648",2025,175,0,FALSE
"649",2008,176,0,TRUE
"650",2009,176,0,FALSE
"651",2010,176,0,FALSE
"652",2011,176,0,FALSE
"653",2012,176,0,FALSE
"654",2013,176,0,FALSE
"655",2014,176,0,FALSE
"656",2015,176,0,TRUE
"657",2016,176,0,FALSE
"658",2017,176,0,FALSE
"659",2018,176,0,FALSE
"660",2019,176,0,FALSE
"661",2020,176,0,FALSE
"662",2021,176,0,FALSE
"663",2022,176,0,FALSE
"664",2023,176,0,FALSE
"665",2024,176,0,FALSE
"666",2025,176,0,FALSE
"667",2008,177,0,FALSE
"668",2009,177,0,FALSE
"669",2010,177,0,FALSE
"670",2011,177,0,FALSE
"671",2012,177,0,FALSE
"672",2013,177,0,FALSE
"673",2014,177,0,FALSE
"674",2015,177,0,FALSE
"675",2016,177,0,FALSE
"676",2017,177,0,FALSE
"677",2018,177,0,FALSE
"678",2019,177,0,FALSE
"679",2020,177,0,FALSE
"680",2021,177,0,FALSE
"681",2022,177,0,FALSE
"682",2023,177,0,FALSE
"683",2024,177,0,FALSE
"684",2025,177,0,FALSE
"685",2008,178,0,FALSE
"686",2009,178,0,FALSE
"687",2010,178,0,FALSE
"688",2011,178,0,FALSE
"689",2012,178,0,FALSE
"690",2013,178,0,FALSE
"691",2014,178,0,FALSE
"692",2015,178,0,FALSE
"693",2016,178,0,FALSE
"694",2017,178,0,FALSE
"695",2018,178,0,FALSE
"696",2019,178,0,FALSE
"697",2020,178,0,FALSE
"698",2021,178,0,FALSE
"699",2022,178,0,FALSE
"700",2023,178,0,FALSE
"701",2024,178,0,FALSE
"702",2025,178,0,FALSE
"703",2008,179,0,FALSE
"704",2009,179,0,FALSE
"705",2010,179,0,FALSE
"706",2011,179,0,FALSE
"707",2012,179,0,FALSE
"708",2013,179,0,FALSE
"709",2014,179,0,FALSE
"710",2015,179,0,FALSE
"711",2016,179,0,FALSE
"712",2017,179,0,FALSE
"713",2018,179,0,FALSE
"714",2019,179,0,FALSE
"715",2020,179,0,FALSE
"716",2021,179,0,FALSE
"717",2022,179,0,FALSE
"718",2023,179,0,FALSE
"719",2024,179,0,FALSE
"720",2025,179,0,FALSE
"721",2008,180,0,FALSE
"722",2009,180,0,FALSE
"723",2010,180,0,FALSE
"724",2011,180,0,FALSE
"725",2012,180,0,FALSE
"726",2013,180,0,FALSE
"727",2014,180,0,FALSE
"728",2015,180,0,FALSE
"729",2016,180,0,FALSE
"730",2017,180,0,FALSE
"731",2018,180,0,FALSE
"732",2019,180,0,FALSE
"733",2020,180,0,FALSE
"734",2021,180,0,FALSE
"735",2022,180,0,FALSE
"736",2023,180,0,FALSE
"737",2024,180,0,FALSE
"738",2025,180,0,FALSE
"739",2008,181,0,FALSE
"740",2009,181,0,FALSE
"741",2010,181,0,FALSE
"742",2011,181,0,FALSE
"743",2012,181,0,FALSE
"744",2013,181,0,FALSE
"745",2014,181,0,FALSE
"746",2015,181,0,FALSE
"747",2016,181,0,FALSE
"748",2017,181,0,FALSE
"749",2018,181,0,FALSE
"750",2019,181,0,FALSE
"751",2020,181,0,FALSE
"752",2021,181,0,FALSE
"753",2022,181,0,FALSE
"754",2023,181,0,FALSE
"755",2024,181,0,FALSE
"756",2025,181,0,FALSE
"757",2008,182,0,FALSE
"758",2009,182,0,FALSE
"759",2010,182,0,FALSE
"760",2011,182,0,FALSE
"761",2012,182,0,FALSE
"762",2013,182,0,FALSE
"763",2014,182,0,FALSE
"764",2015,182,0,FALSE
"765",2016,182,0,FALSE
"766",2017,182,0,FALSE
"767",2018,182,0,FALSE
"768",2019,182,0,FALSE
"769",2020,182,0,FALSE
"770",2021,182,0,FALSE
"771",2022,182,0,FALSE
"772",2023,182,0,FALSE
"773",2024,182,0,FALSE
"774",2025,182,0,FALSE
"775",2008,183,0,FALSE
"776",2009,183,0,FALSE
"777",2010,183,0,FALSE
"778",2011,183,0,FALSE
"779",2012,183,0,FALSE
"780",2013,183,0,FALSE
"781",2014,183,0,FALSE
"782",2015,183,0,FALSE
"783",2016,183,0,FALSE
"784",2017,183,0,FALSE
"785",2018,183,0,FALSE
"786",2019,183,0,FALSE
"787",2020,183,0,FALSE
"788",2021,183,0,FALSE
"789",2022,183,0,FALSE
"790",2023,183,0,FALSE
"791",2024,183,0,FALSE
"792",2025,183,0,FALSE
"793",2008,184,0,FALSE
"794",2009,184,0,FALSE
"795",2010,184,0,FALSE
"796",2011,184,0,FALSE
"797",2012,184,0,FALSE
"798",2013,184,0,FALSE
"799",2014,184,0,FALSE
"800",2015,184,0,FALSE
"801",2016,184,0,FALSE
"802",2017,184,0,FALSE
"803",2018,184,0,FALSE
"804",2019,184,0,FALSE
"805",2020,184,0,FALSE
"806",2021,184,0,FALSE
"807",2022,184,0,FALSE
"808",2023,184,0,FALSE
"809",2024,184,0,FALSE
"810",2025,184,0,FALSE
"811",2008,185,0,FALSE
"812",2009,185,0,FALSE
"813",2010,185,0,FALSE
"814",2011,185,0,FALSE
"815",2012,185,0,FALSE
"816",2013,185,0,FALSE
"817",2014,185,0,FALSE
"818",2015,185,0,FALSE
"819",2016,185,0,FALSE
"820",2017,185,0,FALSE
"821",2018,185,0,FALSE
"822",2019,185,0,FALSE
"823",2020,185,0,FALSE
"824",2021,185,0,FALSE
"825",2022,185,0,FALSE
"826",2023,185,0,FALSE
"827",2024,185,0,FALSE
"828",2025,185,0,FALSE
"829",2008,186,0,FALSE
"830",2009,186,0,FALSE
"831",2010,186,0,FALSE
"832",2011,186,0,FALSE
"833",2012,186,0,FALSE
"834",2013,186,0,FALSE
"835",2014,186,0,FALSE
"836",2015,186,0,FALSE
"837",2016,186,0,FALSE
"838",2017,186,0,FALSE
"839",2018,186,0,FALSE
"840",2019,186,0,FALSE
"841",2020,186,0,FALSE
"842",2021,186,0,FALSE
"843",2022,186,0,FALSE
"844",2023,186,0,FALSE
"845",2024,186,0,FALSE
"846",2025,186,0,FALSE
"847",2008,187,0,FALSE
"848",2009,187,0,FALSE
"849",2010,187,0,FALSE
"850",2011,187,0,FALSE
"851",2012,187,0,FALSE
"852",2013,187,0,FALSE
"853",2014,187,0,FALSE
"854",2015,187,0,FALSE
"855",2016,187,0,FALSE
"856",2017,187,0,FALSE
"857",2018,187,0,FALSE
"858",2019,187,0,FALSE
"859",2020,187,0,FALSE
"860",2021,187,0,FALSE
"861",2022,187,0,FALSE
"862",2023,187,0,FALSE
"863",2024,187,0,FALSE
"864",2025,187,0,FALSE
"865",2008,188,0,FALSE
"866",2009,188,0,FALSE
"867",2010,188,0,FALSE
"868",2011,188,0,FALSE
"869",2012,188,0,FALSE
"870",2013,188,0,FALSE
"871",2014,188,0,FALSE
"872",2015,188,0,FALSE
"873",2016,188,0,FALSE
"874",2017,188,0,FALSE
"875",2018,188,0,FALSE
"876",2019,188,0,FALSE
"877",2020,188,0,FALSE
"878",2021,188,0,FALSE
"879",2022,188,0,FALSE
"880",2023,188,0,FALSE
"881",2024,188,0,FALSE
"882",2025,188,0,FALSE
"883",2008,189,0,FALSE
"884",2009,189,0,FALSE
"885",2010,189,0,FALSE
"886",2011,189,0,FALSE
"887",2012,189,0,FALSE
"888",2013,189,0,FALSE
"889",2014,189,0,FALSE
"890",2015,189,0,FALSE
"891",2016,189,0,FALSE
"892",2017,189,0,FALSE
"893",2018,189,0,FALSE
"894",2019,189,0,FALSE
"895",2020,189,0,FALSE
"896",2021,189,0,FALSE
"897",2022,189,0,FALSE
"898",2023,189,0,FALSE
"899",2024,189,0,FALSE
"900",2025,189,0,FALSE
"901",2008,190,0,FALSE
"902",2009,190,0,FALSE
"903",2010,190,0,FALSE
"904",2011,190,0,FALSE
"905",2012,190,0,FALSE
"906",2013,190,0,FALSE
"907",2014,190,0,FALSE
"908",2015,190,0,FALSE
"909",2016,190,0,FALSE
"910",2017,190,0,FALSE
"911",2018,190,0,FALSE
"912",2019,190,0,FALSE
"913",2020,190,0,FALSE
"914",2021,190,0,FALSE
"915",2022,190,0,FALSE
"916",2023,190,0,FALSE
"917",2024,190,0,FALSE
"918",2025,190,0,FALSE
"919",2008,191,0,FALSE
"920",2009,191,0,FALSE
"921",2010,191,0,FALSE
"922",2011,191,0,FALSE
"923",2012,191,0,FALSE
"924",2013,191,0,FALSE
"925",2014,191,0,FALSE
"926",2015,191,0,FALSE
"927",2016,191,0,FALSE
"928",2017,191,0,FALSE
"929",2018,191,0,FALSE
"930",2019,191,0,FALSE
"931",2020,191,0,FALSE
