"","year","date","total_count","imputed"
"140",2021,157,0,TRUE
"141",2022,157,0,TRUE
"142",2023,157,0,TRUE
"143",2024,157,0,TRUE
"144",2025,157,0,TRUE
"145",2018,158,0,TRUE
"146",2019,158,0,TRUE
"147",2020,158,0,TRUE
"148",2021,158,0,TRUE
"149",2022,158,0,TRUE
"150",2023,158,0,TRUE
"151",2024,158,0,TRUE
"152",2025,158,0,TRUE
"153",2018,159,0,TRUE
"154",2019,159,0,TRUE
"155",2020,159,0,TRUE
"156",2021,159,0,TRUE
"157",2022,159,0,TRUE
"158",2023,159,0,TRUE
"159",2024,159,0,TRUE
"160",2025,159,0,TRUE
"161",2018,160,0,TRUE
"162",2019,160,0,TRUE
"163",2020,160,0,TRUE
"164",2021,160,0,TRUE
"165",2022,160,0,TRUE
"166",2023,160,0,TRUE
"167",2024,160,0,TRUE
"168",2025,160,0,TRUE
"169",2018,161,0,FALSE
"170",2019,161,0,FALSE
"171",2020,161,0,TRUE
"172",2021,161,0,TRUE
"173",2022,161,0,TRUE
"174",2023,161,0,TRUE
"175",2024,161,0,TRUE
"176",2025,161,0,TRUE
"177",2018,162,0,FALSE
"178",2019,162,0,FALSE
"179",2020,162,0,TRUE
"180",2021,162,0,TRUE
"181",2022,162,0,TRUE
"182",2023,162,0,TRUE
"183",2024,162,0,TRUE
"184",2025,162,0,TRUE
"185",2018,163,0,FALSE
"186",2019,163,0,FALSE
"187",2020,163,0,TRUE
"188",2021,163,0,TRUE
"189",2022,163,0,TRUE
"190",2023,163,0,TRUE
"191",2024,163,0,TRUE
"192",2025,163,0,TRUE
"193",2018,164,0,FALSE
"194",2019,164,0,FALSE
"195",2020,164,0,TRUE
"196",2021,164,0,TRUE
"197",2022,164,0,FALSE
"198",2023,164,0,TRUE
"199",2024,164,0,FALSE
"200",2025,164,0,TRUE
"201",2018,165,0,FALSE
"202",2019,165,0,FALSE
"203",2020,165,0,TRUE
"204",2021,165,0,TRUE
"205",2022,165,0,FALSE
"206",2023,165,0,TRUE
"207",2024,165,0,FALSE
"208",2025,165,0,TRUE
"209",2018,166,0,FALSE
"210",2019,166,0,FALSE
"211",2020,166,0,TRUE
"212",2021,166,0,TRUE
"213",2022,166,0,FALSE
"214",2023,166,0,TRUE
"215",2024,166,0,FALSE
"216",2025,166,0,TRUE
"217",2018,167,0,FALSE
"218",2019,167,0,FALSE
"219",2020,167,0,TRUE
"220",2021,167,0,TRUE
"221",2022,167,0,FALSE
"222",2023,167,0,FALSE
"223",2024,167,0,FALSE
"224",2025,167,0,TRUE
"225",2018,168,0,FALSE
"226",2019,168,0,FALSE
"227",2020,168,0,FALSE
"228",2021,168,0,TRUE
"229",2022,168,0,FALSE
"230",2023,168,0,FALSE
"231",2024,168,0,FALSE
"232",2025,168,0,TRUE
"233",2018,169,0,FALSE
"234",2019,169,0,FALSE
"235",2020,169,0,FALSE
"236",2021,169,0,TRUE
"237",2022,169,0,FALSE
"238",2023,169,0,FALSE
"239",2024,169,0,FALSE
"240",2025,169,0,TRUE
"241",2018,170,0,FALSE
"242",2019,170,0,FALSE
"243",2020,170,0,FALSE
"244",2021,170,0,TRUE
"245",2022,170,0,FALSE
"246",2023,170,0,FALSE
"247",2024,170,0,FALSE
"248",2025,170,0,TRUE
"249",2018,171,0,FALSE
"250",2019,171,0,FALSE
"251",2020,171,0,FALSE
"252",2021,171,0,FALSE
"253",2022,171,0,FALSE
"254",2023,171,0,FALSE
"255",2024,171,0,FALSE
"256",2025,171,0,FALSE
"257",2018,172,0,FALSE
"258",2019,172,0,FALSE
"259",2020,172,0,FALSE
"260",2021,172,0,FALSE
"261",2022,172,0,FALSE
"262",2023,172,0,FALSE
"263",2024,172,0,FALSE
"264",2025,172,0,FALSE
"265",2018,173,0,FALSE
"266",2019,173,0,FALSE
"267",2020,173,0,FALSE
"268",2021,173,0,FALSE
"269",2022,173,0,FALSE
"270",2023,173,0,FALSE
"271",2024,173,0,FALSE
"272",2025,173,0,FALSE
"273",2018,174,0,FALSE
"274",2019,174,0,FALSE
"275",2020,174,0,FALSE
"276",2021,174,0,FALSE
"277",2022,174,0,FALSE
"278",2023,174,0,FALSE
"279",2024,174,0,FALSE
"280",2025,174,0,FALSE
"281",2018,175,0,FALSE
"282",2019,175,0,FALSE
"283",2020,175,0,FALSE
"284",2021,175,0,FALSE
"285",2022,175,0,FALSE
"286",2023,175,0,FALSE
"287",2024,175,0,FALSE
"288",2025,175,0,FALSE
"289",2018,176,0,FALSE
"290",2019,176,0,FALSE
"291",2020,176,0,FALSE
"292",2021,176,0,FALSE
"293",2022,176,0,FALSE
"294",2023,176,0,FALSE
"295",2024,176,0,FALSE
"296",2025,176,0,FALSE
"297",2018,177,0,FALSE
"298",2019,177,0,FALSE
"299",2020,177,0,FALSE
"300",2021,177,0,FALSE
"301",2022,177,0,FALSE
"302",2023,177,0,FALSE
"303",2024,177,0,FALSE
"304",2025,177,0,FALSE
"305",2018,178,0,FALSE
"306",2019,178,0,FALSE
"307",2020,178,0,FALSE
"308",2021,178,0,FALSE
"309",2022,178,0,FALSE
"310",2023,178,0,FALSE
"311",2024,178,0,FALSE
"312",2025,178,0,FALSE
"313",2018,179,0,FALSE
"314",2019,179,0,FALSE
"315",2020,179,0,FALSE
"316",2021,179,0,FALSE
"317",2022,179,0,FALSE
"318",2023,179,0,FALSE
"319",2024,179,0,FALSE
"320",2025,179,0,FALSE
"321",2018,180,0,FALSE
"322",2019,180,0,FALSE
"323",2020,180,0,FALSE
"324",2021,180,0,FALSE
"325",2022,180,0,FALSE
"326",2023,180,0,FALSE
"327",2024,180,0,FALSE
"328",2025,180,0,FALSE
"329",2018,181,0,FALSE
"330",2019,181,0,FALSE
"331",2020,181,0,FALSE
"332",2021,181,0,FALSE
"333",2022,181,0,FALSE
"334",2023,181,0,FALSE
"335",2024,181,0,FALSE
"336",2025,181,0,FALSE
"337",2018,182,0,FALSE
"338",2019,182,0,FALSE
"339",2020,182,0,FALSE
"340",2021,182,0,FALSE
"341",2022,182,0,FALSE
"342",2023,182,0,FALSE
"343",2024,182,0,FALSE
"344",2025,182,0,FALSE
"345",2018,183,0,FALSE
"346",2019,183,0,FALSE
"347",2020,183,0,FALSE
"348",2021,183,0,FALSE
"349",2022,183,0,FALSE
"350",2023,183,0,FALSE
"351",2024,183,0,FALSE
"352",2025,183,0,FALSE
"353",2018,184,0,FALSE
"354",2019,184,0,FALSE
"355",2020,184,0,FALSE
"356",2021,184,0,FALSE
"357",2022,184,0,FALSE
"358",2023,184,0,FALSE
"359",2024,184,0,FALSE
"360",2025,184,0,FALSE
"361",2018,185,0,FALSE
"362",2019,185,0,FALSE
"363",2020,185,0,FALSE
"364",2021,185,0,FALSE
"365",2022,185,0,FALSE
"366",2023,185,0,FALSE
"367",2024,185,0,FALSE
"368",2025,185,0,FALSE
"369",2018,186,0,FALSE
"370",2019,186,0,FALSE
"371",2020,186,0,FALSE
"372",2021,186,0,FALSE
"373",2022,186,0,FALSE
"374",2023,186,0,FALSE
"375",2024,186,0,FALSE
"376",2025,186,0,FALSE
"377",2018,187,0,FALSE
"378",2019,187,0,FALSE
"379",2020,187,0,FALSE
"380",2021,187,0,FALSE
"381",2022,187,0,FALSE
"382",2023,187,0,FALSE
"383",2024,187,0,FALSE
"384",2025,187,0,FALSE
"385",2018,188,0,FALSE
"386",2019,188,0,FALSE
"387",2020,188,0,FALSE
"388",2021,188,0,FALSE
"389",2022,188,0,FALSE
"390",2023,188,0,FALSE
"391",2024,188,0,FALSE
"392",2025,188,0,FALSE
"393",2018,189,0,FALSE
"394",2019,189,0,FALSE
"395",2020,189,0,FALSE
"396",2021,189,0,FALSE
"397",2022,189,0,FALSE
"398",2023,189,0,FALSE
"399",2024,189,0,FALSE
"400",2025,189,0,FALSE
"401",2018,190,0,FALSE
"402",2019,190,0,FALSE
"403",2020,190,0,FALSE
"404",2021,190,0,FALSE
"405",2022,190,0,FALSE
"406",2023,190,0,FALSE
"407",2024,190,0,FALSE
"408",2025,190,0,FALSE
"409",2018,191,0,FALSE
"410",2019,191,0,FALSE
"411",2020,191,0,FALSE
"412",2021,191,0,FALSE
"413",2022,191,0,FALSE
"414",2023,191,0,FALSE
"415",2024,191,0,FALSE
"416",2025,191,0,FALSE
"417",2018,192,0,FALSE
"418",2019,192,0,FALSE
"419",2020,192,0,FALSE
"420",2021,192,0,FALSE
"421",2022,192,0,FALSE
"422",2023,192,0,FALSE
"423",2024,192,0,FALSE
"424",2025,192,0,FALSE
"425",2018,193,0,FALSE
"426",2019,193,0,FALSE
"427",2020,193,0,FALSE
"428",2021,193,0,FALSE
"429",2022,193,0,FALSE
"430",2023,193,0,FALSE
"431",2024,193,0,FALSE
"432",2025,193,0,FALSE
"433",2018,194,0,FALSE
"434",2019,194,0,FALSE
"435",2020,194,0,FALSE
"436",2021,194,0,FALSE
"437",2022,194,0,FALSE
"438",2023,194,0,FALSE
"439",2024,194,0,FALSE
"440",2025,194,0,FALSE
"441",2018,195,0,FALSE
"442",2019,195,0,FALSE
"443",2020,195,0,FALSE
"444",2021,195,0,FALSE
"445",2022,195,0,FALSE
"446",2023,195,0,FALSE
"447",2024,195,0,FALSE
"448",2025,195,0,FALSE
"449",2018,196,0,FALSE
"450",2019,196,0,FALSE
"451",2020,196,0,FALSE
"452",2021,196,0,FALSE
"453",2022,196,0,FALSE
"454",2023,196,0,FALSE
"455",2024,196,0,FALSE
"456",2025,196,0,FALSE
"457",2018,197,0,FALSE
"458",2019,197,0,FALSE
"459",2020,197,0,FALSE
"460",2021,197,0,FALSE
"461",2022,197,0,FALSE
"462",2023,197,0,FALSE
"463",2024,197,0,FALSE
"464",2025,197,0,FALSE
"465",2018,198,0,FALSE
"466",2019,198,0,FALSE
"467",2020,198,0,FALSE
"468",2021,198,0,FALSE
"469",2022,198,0,FALSE
"470",2023,198,0,FALSE
"471",2024,198,0,FALSE
"472",2025,198,0,FALSE
"473",2018,199,0,FALSE
"474",2019,199,0,FALSE
"475",2020,199,0,FALSE
"476",2021,199,0,FALSE
"477",2022,199,0,FALSE
"478",2023,199,0,FALSE
"479",2024,199,0,FALSE
"480",2025,199,0,FALSE
"481",2018,200,0,FALSE
"482",2019,200,0,FALSE
"483",2020,200,0,FALSE
"484",2021,200,0,FALSE
"485",2022,200,0,FALSE
"486",2023,200,0,FALSE
"487",2024,200,0,FALSE
"488",2025,200,0,FALSE
"489",2018,201,0,FALSE
"490",2019,201,0,FALSE
"491",2020,201,0,FALSE
"492",2021,201,0,FALSE
"493",2022,201,0,FALSE
"494",2023,201,0,FALSE
"495",2024,201,0,FALSE
"496",2025,201,0,FALSE
"497",2018,202,0,FALSE
"498",2019,202,0,FALSE
"499",2020,202,0,FALSE
"500",2021,202,0,FALSE
"501",2022,202,0,FALSE
"502",2023,202,0,FALSE
"503",2024,202,0,FALSE
"504",2025,202,0,FALSE
"505",2018,203,0,FALSE
"506",2019,203,0,FALSE
"507",2020,203,0,FALSE
"508",2021,203,0,FALSE
"509",2022,203,0,FALSE
"510",2023,203,0,FALSE
"511",2024,203,0,FALSE
"512",2025,203,0,FALSE
"513",2018,204,0,FALSE
"514",2019,204,0,FALSE
"515",2020,204,0,FALSE
"516",2021,204,0,FALSE
"517",2022,204,0,FALSE
"518",2023,204,0,FALSE
"519",2024,204,0,FALSE
"520",2025,204,0,FALSE
"521",2018,205,0,FALSE
"522",2019,205,0,FALSE
"523",2020,205,0,FALSE
"524",2021,205,0,FALSE
"525",2022,205,0,FALSE
"526",2023,205,0,FALSE
"527",2024,205,0,FALSE
"528",2025,205,0,FALSE
"529",2018,206,0,FALSE
"530",2019,206,0,FALSE
"531",2020,206,0,FALSE
"532",2021,206,0,FALSE
"533",2022,206,0,FALSE
"534",2023,206,0,FALSE
"535",2024,206,0,FALSE
"536",2025,206,0,FALSE
"537",2018,207,0,FALSE
"538",2019,207,0,FALSE
"539",2020,207,0,FALSE
"540",2021,207,0,FALSE
"541",2022,207,0,FALSE
"542",2023,207,0,FALSE
"543",2024,207,0,FALSE
"544",2025,207,0,FALSE
"545",2018,208,0,FALSE
"546",2019,208,0,FALSE
"547",2020,208,0,FALSE
"548",2021,208,0,FALSE
"549",2022,208,0,FALSE
"550",2023,208,0,FALSE
"551",2024,208,0,FALSE
"552",2025,208,0,FALSE
"553",2018,209,0,FALSE
"554",2019,209,0,FALSE
"555",2020,209,0,FALSE
"556",2021,209,0,FALSE
"557",2022,209,0,FALSE
"558",2023,209,0,FALSE
"559",2024,209,0,FALSE
"560",2025,209,0,FALSE
"561",2018,210,0,FALSE
"562",2019,210,0,FALSE
"563",2020,210,0,FALSE
"564",2021,210,0,FALSE
"565",2022,210,0,FALSE
"566",2023,210,0,FALSE
"567",2024,210,0,FALSE
"568",2025,210,0,FALSE
"569",2018,211,0,FALSE
"570",2019,211,0,FALSE
"571",2020,211,0,FALSE
"572",2021,211,0,FALSE
"573",2022,211,0,FALSE
"574",2023,211,0,FALSE
"575",2024,211,0,FALSE
"576",2025,211,0,FALSE
"577",2018,212,0,FALSE
"578",2019,212,0,FALSE
"579",2020,212,0,FALSE
"580",2021,212,0,FALSE
"581",2022,212,0,FALSE
"582",2023,212,0,FALSE
"583",2024,212,0,FALSE
"584",2025,212,0,FALSE
"585",2018,213,0,FALSE
"586",2019,213,0,FALSE
"587",2020,213,0,FALSE
"588",2021,213,0,FALSE
"589",2022,213,0,FALSE
"590",2023,213,0,FALSE
"591",2024,213,0,FALSE
"592",2025,213,0,FALSE
"593",2018,214,0,FALSE
"594",2019,214,0,FALSE
"595",2020,214,0,FALSE
"596",2021,214,0,FALSE
"597",2022,214,0,FALSE
"598",2023,214,0,FALSE
"599",2024,214,0,FALSE
"600",2025,214,0,FALSE
"601",2018,215,0,FALSE
"602",2019,215,0,FALSE
"603",2020,215,0,FALSE
"604",2021,215,0,FALSE
"605",2022,215,0,FALSE
"606",2023,215,0,FALSE
"607",2024,215,0,FALSE
"608",2025,215,0,FALSE
"609",2018,216,0,FALSE
"610",2019,216,0,FALSE
"611",2020,216,0,FALSE
"612",2021,216,0,FALSE
"613",2022,216,0,FALSE
"614",2023,216,0,FALSE
"615",2024,216,0,FALSE
"616",2025,216,0,FALSE
"617",2018,217,0,FALSE
"618",2019,217,0,FALSE
"619",2020,217,0,FALSE
"620",2021,217,0,FALSE
"621",2022,217,0,FALSE
"622",2023,217,0,FALSE
"623",2024,217,0,FALSE
"624",2025,217,0,FALSE
"625",2018,218,0,FALSE
"626",2019,218,0,FALSE
"627",2020,218,0,FALSE
"628",2021,218,0,FALSE
"629",2022,218,0,FALSE
"630",2023,218,0,FALSE
"631",2024,218,0,FALSE
"632",2025,218,0,FALSE
"633",2018,219,0,FALSE
"634",2019,219,0,FALSE
"635",2020,219,0,FALSE
"636",2021,219,0,FALSE
"637",2022,219,0,FALSE
"638",2023,219,0,FALSE
"639",2024,219,0,FALSE
"640",2025,219,0,FALSE
"641",2018,220,0,FALSE
"642",2019,220,0,FALSE
"643",2020,220,0,FALSE
"644",2021,220,0,FALSE
"645",2022,220,0,FALSE
"646",2023,220,0,FALSE
"647",2024,220,0,FALSE
"648",2025,220,0,FALSE
"649",2018,221,0,FALSE
"650",2019,221,0,FALSE
"651",2020,221,0,FALSE
"652",2021,221,0,FALSE
"653",2022,221,0,FALSE
"654",2023,221,0,FALSE
"655",2024,221,0,FALSE
"656",2025,221,0,FALSE
"657",2018,222,0,FALSE
"658",2019,222,0,FALSE
"659",2020,222,0,FALSE
"660",2021,222,0,FALSE
"661",2022,222,0,FALSE
"662",2023,222,0,FALSE
"663",2024,222,0,FALSE
"664",2025,222,0,FALSE
"665",2018,223,0,FALSE
"666",2019,223,0,FALSE
"667",2020,223,0,FALSE
"668",2021,223,0,FALSE
"669",2022,223,0,FALSE
"670",2023,223,0,FALSE
"671",2024,223,0,FALSE
"672",2025,223,0,FALSE
"673",2018,224,0,FALSE
"674",2019,224,0,FALSE
"675",2020,224,0,FALSE
"676",2021,224,0,FALSE
"677",2022,224,0,FALSE
"678",2023,224,0,FALSE
"679",2024,224,0,FALSE
"680",2025,224,0,FALSE
"681",2018,225,0,FALSE
"682",2019,225,0,FALSE
"683",2020,225,0,FALSE
"684",2021,225,0,FALSE
"685",2022,225,0,FALSE
"686",2023,225,0,FALSE
"687",2024,225,0,FALSE
"688",2025,225,0,FALSE
"689",2018,226,0,FALSE
"690",2019,226,0,FALSE
"691",2020,226,0,FALSE
"692",2021,226,0,FALSE
"693",2022,226,0,FALSE
"694",2023,226,0,FALSE
"695",2024,226,0,FALSE
"696",2025,226,0,FALSE
"697",2018,227,0,FALSE
"698",2019,227,0,FALSE
"699",2020,227,0,FALSE
"700",2021,227,0,FALSE
"701",2022,227,0,FALSE
"702",2023,227,0,FALSE
"703",2024,227,0,FALSE
"704",2025,227,0,FALSE
"705",2018,228,9,FALSE
"706",2019,228,0,FALSE
"707",2020,228,0,FALSE
"708",2021,228,0,FALSE
"709",2022,228,0,FALSE
"710",2023,228,0,FALSE
"711",2024,228,0,FALSE
"712",2025,228,0,FALSE
"713",2018,229,13,FALSE
"714",2019,229,0,FALSE
"715",2020,229,0,FALSE
"716",2021,229,0,FALSE
"717",2022,229,0,FALSE
"718",2023,229,0,FALSE
"719",2024,229,0,FALSE
"720",2025,229,0,FALSE
"721",2018,230,10,FALSE
"722",2019,230,0,FALSE
"723",2020,230,0,FALSE
"724",2021,230,0,FALSE
"725",2022,230,0,FALSE
"726",2023,230,0,FALSE
"727",2024,230,0,FALSE
"728",2025,230,0,FALSE
"729",2018,231,0,FALSE
"730",2019,231,0,FALSE
"731",2020,231,0,FALSE
"732",2021,231,0,FALSE
"733",2022,231,0,FALSE
"734",2023,231,0,FALSE
"735",2024,231,0,FALSE
"736",2025,231,0,FALSE
"737",2018,232,0,FALSE
"738",2019,232,0,FALSE
"739",2020,232,0,FALSE
"740",2021,232,0,FALSE
"741",2022,232,0,FALSE
"742",2023,232,0,FALSE
"743",2024,232,0,FALSE
"744",2025,232,0,FALSE
"745",2018,233,33,FALSE
"746",2019,233,0,FALSE
"747",2020,233,0,FALSE
"748",2021,233,0,FALSE
"749",2022,233,0,FALSE
"750",2023,233,0,FALSE
"751",2024,233,0,FALSE
"752",2025,233,0,FALSE
"753",2018,234,4,FALSE
"754",2019,234,0,FALSE
"755",2020,234,0,FALSE
"756",2021,234,0,FALSE
"757",2022,234,0,FALSE
"758",2023,234,0,FALSE
"759",2024,234,0,FALSE
"760",2025,234,0,FALSE
"761",2018,235,12,FALSE
"762",2019,235,0,FALSE
"763",2020,235,0,FALSE
"764",2021,235,0,FALSE
"765",2022,235,0,FALSE
"766",2023,235,0,FALSE
"767",2024,235,0,FALSE
"768",2025,235,0,FALSE
"769",2018,236,7,FALSE
"770",2019,236,54,FALSE
"771",2020,236,0,FALSE
"772",2021,236,0,FALSE
"773",2022,236,0,FALSE
"774",2023,236,0,FALSE
"775",2024,236,7,FALSE
"776",2025,236,11.4511237109676,TRUE
"777",2018,237,7,FALSE
"778",2019,237,51,FALSE
"779",2020,237,0,FALSE
"780",2021,237,0,FALSE
"781",2022,237,0,FALSE
"782",2023,237,0,FALSE
"783",2024,237,13,FALSE
"784",2025,237,11.956320345275,TRUE
"785",2018,238,26,FALSE
"786",2019,238,26,FALSE
"787",2020,238,5,FALSE
"788",2021,238,0,FALSE
"789",2022,238,0,FALSE
"790",2023,238,0,FALSE
"791",2024,238,0,FALSE
"792",2025,238,9.59873605184053,TRUE
"793",2018,239,12,FALSE
"794",2019,239,5,FALSE
"795",2020,239,4,FALSE
"796",2021,239,0,FALSE
"797",2022,239,0,FALSE
"798",2023,239,0,FALSE
"799",2024,239,0,FALSE
"800",2025,239,3.53637644015177,TRUE
"801",2018,240,0,FALSE
"802",2019,240,8,FALSE
"803",2020,240,0,FALSE
"804",2021,240,0,FALSE
"805",2022,240,0,FALSE
"806",2023,240,0,FALSE
"807",2024,240,0,FALSE
"808",2025,240,1.34719102481972,TRUE
"809",2018,241,0,FALSE
"810",2019,241,15,FALSE
"811",2020,241,0,FALSE
"812",2021,241,0,FALSE
"813",2022,241,0,FALSE
"814",2023,241,0,FALSE
"815",2024,241,0,FALSE
"816",2025,241,2.52598317153698,TRUE
"817",2018,242,0,FALSE
"818",2019,242,0,FALSE
"819",2020,242,0,FALSE
"820",2021,242,0,FALSE
"821",2022,242,0,FALSE
"822",2023,242,0,FALSE
"823",2024,242,0,FALSE
"824",2025,242,0,TRUE
"825",2018,243,0,FALSE
"826",2019,243,0,FALSE
"827",2020,243,0,FALSE
"828",2021,243,0,FALSE
"829",2022,243,0,FALSE
"830",2023,243,0,FALSE
"831",2024,243,0,FALSE
"832",2025,243,0,TRUE
"833",2018,244,0,FALSE
"834",2019,244,56,FALSE
"835",2020,244,0,FALSE
"836",2021,244,7,FALSE
"837",2022,244,0,FALSE
"838",2023,244,0,FALSE
"839",2024,244,0,FALSE
"840",2025,244,10.6091293204553,TRUE
"841",2018,245,0,FALSE
"842",2019,245,34,FALSE
"843",2020,245,0,FALSE
"844",2021,245,0,FALSE
"845",2022,245,0,FALSE
"846",2023,245,0,FALSE
"847",2024,245,40,FALSE
"848",2025,245,12.4615169795824,TRUE
"849",2018,246,63,FALSE
"850",2019,246,22,FALSE
"851",2020,246,5,FALSE
"852",2021,246,0,FALSE
"853",2022,246,0,FALSE
"854",2023,246,0,FALSE
"855",2024,246,31,FALSE
"856",2025,246,20.3762642503983,TRUE
"857",2018,247,83,FALSE
"858",2019,247,48,FALSE
"859",2020,247,2,FALSE
"860",2021,247,0,FALSE
"861",2022,247,0,FALSE
"862",2023,247,0,FALSE
"863",2024,247,12,FALSE
"864",2025,247,24.4178373248575,TRUE
"865",2018,248,88,FALSE
"866",2019,248,19,FALSE
"867",2020,248,0,FALSE
"868",2021,248,0,FALSE
"869",2022,248,0,FALSE
"870",2023,248,0,FALSE
"871",2024,248,0,FALSE
"872",2025,248,18.0186799569638,TRUE
"873",2018,249,56,FALSE
"874",2019,249,8,FALSE
"875",2020,249,114,FALSE
"876",2021,249,0,FALSE
"877",2022,249,0,FALSE
"878",2023,249,0,FALSE
"879",2024,249,-1,FALSE
"880",2025,249,29.8066014241364,TRUE
"881",2018,250,30,FALSE
"882",2019,250,19,FALSE
"883",2020,250,76,FALSE
"884",2021,250,0,FALSE
"885",2022,250,0,FALSE
"886",2023,250,0,FALSE
"887",2024,250,11,FALSE
"888",2025,250,22.9022474219353,TRUE
"889",2018,251,87,FALSE
"890",2019,251,0,FALSE
"891",2020,251,101,FALSE
"892",2021,251,0,FALSE
"893",2022,251,0,FALSE
"894",2023,251,0,FALSE
"895",2024,251,23,FALSE
"896",2025,251,26,FALSE
"897",2018,252,12,FALSE
"898",2019,252,22,FALSE
"899",2020,252,3,FALSE
"900",2021,252,0,FALSE
"901",2022,252,0,FALSE
"902",2023,252,0,FALSE
"903",2024,252,68,FALSE
"904",2025,252,38,FALSE
"905",2018,253,16,FALSE
"906",2019,253,29,FALSE
"907",2020,253,0,FALSE
"908",2021,253,39,FALSE
"909",2022,253,93,FALSE
"910",2023,253,0,FALSE
"911",2024,253,111,FALSE
"912",2025,253,21,FALSE
"913",2018,254,70,FALSE
"914",2019,254,3,FALSE
"915",2020,254,5,FALSE
"916",2021,254,13,FALSE
"917",2022,254,100,FALSE
"918",2023,254,0,FALSE
"919",2024,254,178,FALSE
"920",2025,254,14,FALSE
"921",2018,255,42,FALSE
"922",2019,255,1,FALSE
"923",2020,255,0,FALSE
"924",2021,255,25,FALSE
"925",2022,255,93,FALSE
"926",2023,255,0,FALSE
